../../../pdielec -processors 4 -matrix ptfe -sigma 5 -plate 0 0 1 -ellipsoid 0 0 1 0.5 -plate 1 0 0 -optical_tensor 2.3471 0 0.0786 0 2.3942 0 0.0786 0 2.2621 -csv command.csv -masses program LEUCINE_FREQUENCY_PBED3_631Gdp_FULLOPTIMIZATON.out -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
,,,,,,  162.400000,    4.868630,         10.57618047,          9.10787365,          9.04325928,          2.09149905,          2.08463115,          2.08207556,          0.00808067,          0.00694738,          0.00689387,          2.47609969,          2.13233909,          2.11721155
,,,,,,  162.600000,    4.874625,         10.50983824,          9.03603493,          8.97574610,          2.09212722,          2.08516957,          2.08261008,          0.00802131,          0.00688500,          0.00683486,          2.46056762,          2.11552018,          2.10140534
,,,,,,  162.800000,    4.880621,         10.44810232,          8.96848580,          8.91245555,          2.09275111,          2.08570350,          2.08314030,          0.00796559,          0.00682601,          0.00677919,          2.44611398,          2.09970556,          2.08658773
,,,,,,  163.000000,    4.886617,         10.39089228,          8.90513251,          8.85331281,          2.09337096,          2.08623315,          2.08366645,          0.00791342,          0.00677033,          0.00672679,          2.43271994,          2.08487326,          2.07274121
,,,,,,  163.200000,    4.892613,         10.33814133,          8.84589371,          8.79825636,          2.09398698,          2.08675875,          2.08418873,          0.00786475,          0.00671790,          0.00667760,          2.42036987,          2.07100424,          2.05985137
,,,,,,  163.400000,    4.898609,         10.28979649,          8.79070045,          8.74723815,          2.09459941,          2.08728051,          2.08470734,          0.00781954,          0.00666864,          0.00663158,          2.40905135,          2.05808238,          2.04790697
,,,,,,  163.600000,    4.904605,         10.24581879,          8.73949628,          8.70022396,          2.09520847,          2.08779863,          2.08522247,          0.00777773,          0.00662252,          0.00658869,          2.39875528,          2.04609444,          2.03689998
,,,,,,  163.800000,    4.910600,         10.20618368,          8.69223743,          8.65719376,          2.09581435,          2.08831330,          2.08573433,          0.00773930,          0.00657947,          0.00654890,          2.38947589,          2.03503017,          2.02682574
,,,,,,  164.000000,    4.916596,         10.17088160,          8.64889311,          8.61814238,          2.09641728,          2.08882471,          2.08624308,          0.00770423,          0.00653948,          0.00651220,          2.38121095,          2.02488239,          2.01768301
,,,,,,  164.200000,    4.922592,         10.13991859,          8.60944602,          8.58308020,          2.09701745,          2.08933306,          2.08674892,          0.00767252,          0.00650252,          0.00647859,          2.37396188,          2.01564701,          2.00947424
,,,,,,  164.400000,    4.928588,         10.11331723,          8.57389282,          8.55203409,          2.09761506,          2.08983853,          2.08725202,          0.00764417,          0.00646857,          0.00644808,          2.36773396,          2.00732328,          2.00220571
,,,,,,  164.600000,    4.934584,         10.09111759,          8.54224493,          8.52504847,          2.09821029,          2.09034128,          2.08775253,          0.00761921,          0.00643764,          0.00642070,          2.36253657,          1.99991387,          1.99588783
,,,,,,  164.800000,    4.940580,         10.07337844,          8.51452932,          8.50218653,          2.09880332,          2.09084149,          2.08825063,          0.00759766,          0.00640973,          0.00639647,          2.35838347,          1.99342508,          1.99053538
,,,,,,  165.000000,    4.946576,         10.06017865,          8.49078953,          8.48353173,          2.09939432,          2.09133931,          2.08874645,          0.00757957,          0.00638487,          0.00637546,          2.35529313,          1.98786711,          1.98616791
,,,,,,  165.200000,    4.952571,         10.05161867,          8.47108676,          8.46918934,          2.09998346,          2.09183489,          2.08924014,          0.00756501,          0.00636309,          0.00635772,          2.35328907,          1.98325429,          1.98281006
,,,,,,  165.400000,    4.958567,         10.04782228,          8.45550116,          8.45928824,          2.10057088,          2.09232839,          2.08973183,          0.00755407,          0.00634446,          0.00634336,          2.35240025,          1.97960538,          1.98049201
,,,,,,  165.600000,    4.964563,         10.04893830,          8.44413309,          8.45398274,          2.10115672,          2.09281993,          2.09022163,          0.00754684,          0.00632902,          0.00633246,          2.35266154,          1.97694389,          1.97924989
,,,,,,  165.800000,    4.970559,         10.05514249,          8.43710458,          8.45345453,          2.10174110,          2.09330962,          2.09070965,          0.00754343,          0.00631686,          0.00632517,          2.35411406,          1.97529837,          1.97912622
,,,,,,  166.000000,    4.976555,         10.06663923,          8.43456055,          8.45791442,          2.10232411,          2.09379758,          2.09119595,          0.00754401,          0.00630808,          0.00632162,          2.35680568,          1.97470276,          1.98017038
,,,,,,  166.200000,    4.982551,         10.08366295,          8.43667002,          8.46760396,          2.10290583,          2.09428388,          2.09168059,          0.00754871,          0.00630280,          0.00632198,          2.36079129,          1.97519663,          1.98243889
,,,,,,  166.400000,    4.988547,         10.10647905,          8.44362672,          8.48279631,          2.10348631,          2.09476858,          2.09216359,          0.00755774,          0.00630114,          0.00632644,          2.36613300,          1.97682533,          1.98599573
,,,,,,  166.600000,    4.994542,         10.13538367,          8.45564913,          8.50379622,          2.10406553,          2.09525171,          2.09264493,          0.00757130,          0.00630327,          0.00633521,          2.37290016,          1.97964003,          1.99091224
,,,,,,  166.800000,    5.000538,         10.17070192,          8.47297924,          8.53093827,          2.10464347,          2.09573327,          2.09312455,          0.00758962,          0.00630934,          0.00634854,          2.38116888,          1.98369736,          1.99726675
,,,,,,  167.000000,    5.006534,         10.21278348,          8.49587937,          8.56458257,          2.10522000,          2.09621320,          2.09360231,          0.00761294,          0.00631954,          0.00636667,          2.39102104,          1.98905875,          2.00514357
,,,,,,  167.200000,    5.012530,         10.26199438,          8.52462633,          8.60510661,          2.10579497,          2.09669141,          2.09407803,          0.00764151,          0.00633406,          0.00638987,          2.40254231,          1.99578900,          2.01463107
,,,,,,  167.400000,    5.018526,         10.31870323,          8.55950137,          8.65289151,          2.10636809,          2.09716771,          2.09455140,          0.00767560,          0.00635309,          0.00641840,          2.41581901,          2.00395395,          2.02581849
,,,,,,  167.600000,    5.024522,         10.38325977,          8.60077450,          8.70830050,          2.10693901,          2.09764187,          2.09502205,          0.00771545,          0.00637683,          0.00645252,          2.43093301,          2.01361683,          2.03879087
,,,,,,  167.800000,    5.030517,         10.45596287,          8.64868109,          8.77164692,          2.10750724,          2.09811355,          2.09548946,          0.00776126,          0.00640543,          0.00649243,          2.44795429,          2.02483275,          2.05362156
,,,,,,  168.000000,    5.036513,         10.53701513,          8.70338843,          8.84314854,          2.10807216,          2.09858231,          2.09595298,          0.00781316,          0.00643899,          0.00653829,          2.46693028,          2.03764085,          2.07036154
,,,,,,  168.200000,    5.042509,         10.62646086,          8.76495009,          8.92286531,          2.10863299,          2.09904762,          2.09641183,          0.00787116,          0.00647754,          0.00659010,          2.48787135,          2.05205369,          2.08902487
,,,,,,  168.400000,    5.048505,         10.72410575,          8.83324646,          9.01061860,          2.10918885,          2.09950881,          2.09686508,          0.00793510,          0.00652098,          0.00664773,          2.51073201,          2.06804327,          2.10956970
,,,,,,  168.600000,    5.054501,         10.82941873,          8.90791202,          9.10589251,          2.10973869,          2.09996516,          2.09731166,          0.00800457,          0.00656901,          0.00671077,          2.53538793,          2.08552400,          2.13187527
,,,,,,  168.800000,    5.060497,         10.94142205,          8.98825345,          9.20772334,          2.11028143,          2.10041588,          2.09775047,          0.00807881,          0.00662112,          0.00677848,          2.56161020,          2.10433357,          2.15571595
,,,,,,  169.000000,    5.066493,         11.05858365,          9.07316890,          9.31459148,          2.11081600,          2.10086017,          2.09818040,          0.00815669,          0.00667646,          0.00684974,          2.58904012,          2.12421400,          2.18073596
,,,,,,  169.200000,    5.072488,         11.17873716,          9.16108699,          9.42434111,          2.11134149,          2.10129738,          2.09860052,          0.00823659,          0.00673389,          0.00692295,          2.61717051,          2.14479742,          2.20643059
,,,,,,  169.400000,    5.078484,         11.29906640,          9.24995288,          9.53416504,          2.11185733,          2.10172710,          2.09901023,          0.00831644,          0.00679188,          0.00699604,          2.64534204,          2.16560274,          2.23214261
,,,,,,  169.600000,    5.084480,         11.41619723,          9.33729349,          9.64069787,          2.11236352,          2.10214931,          2.09940952,          0.00839375,          0.00684861,          0.00706654,          2.67276475,          2.18605096,          2.25708412
,,,,,,  169.800000,    5.090476,         11.52643286,          9.42038941,          9.74025388,          2.11286081,          2.10256459,          2.09979910,          0.00846581,          0.00690210,          0.00713177,          2.69857316,          2.20550541,          2.28039221
,,,,,,  170.000000,    5.096472,         11.62613927,          9.49655991,          9.82921632,          2.11335086,          2.10297417,          2.10018064,          0.00852999,          0.00695040,          0.00718909,          2.72191647,          2.22333848,          2.30122014
,,,,,,  170.200000,    5.102468,         11.71223793,          9.56353071,          9.90453507,          2.11383625,          2.10337996,          2.10055669,          0.00858405,          0.00699187,          0.00723632,          2.74207392,          2.23901771,          2.31885379
,,,,,,  170.400000,    5.108463,         11.78270697,          9.61981206,          9.96423280,          2.11432029,          2.10378444,          2.10093055,          0.00862654,          0.00702544,          0.00727203,          2.75857216,          2.25219432,          2.33283025
,,,,,,  170.600000,    5.114459,         11.83695924,          9.66498906,         10.00778733,          2.11480670,          2.10419042,          2.10130594,          0.00865710,          0.00705084,          0.00729591,          2.77127373,          2.26277118,          2.34302725
,,,,,,  170.800000,    5.120455,         11.87598329,          9.69983720,         10.03627486,          2.11529920,          2.10460069,          2.10168656,          0.00867648,          0.00706866,          0.00730877,          2.78041005,          2.27092984,          2.34969677
,,,,,,  171.000000,    5.126451,         11.90220269,          9.72622698,         10.05222950,          2.11580106,          2.10501774,          2.10207567,          0.00868650,          0.00708030,          0.00731251,          2.78654855,          2.27710823,          2.35343207
,,,,,,  171.200000,    5.132447,         11.91910111,          9.74685039,         10.05926667,          2.11631476,          2.10544348,          2.10247573,          0.00868972,          0.00708774,          0.00730977,          2.79050482,          2.28193659,          2.35507962
,,,,,,  171.400000,    5.138443,         11.93072831,          9.76485394,         10.06158669,          2.11684189,          2.10587912,          2.10288829,          0.00868913,          0.00709328,          0.00730364,          2.79322698,          2.28615159,          2.35562278
,,,,,,  171.600000,    5.144439,         11.94121755,          9.78347667,         10.06349008,          2.11738312,          2.10632523,          2.10331399,          0.00868774,          0.00709928,          0.00729725,          2.79568273,          2.29051155,          2.35606840
,,,,,,  171.800000,    5.150434,         11.95441114,          9.80576700,         10.06900211,          2.11793839,          2.10678177,          2.10375270,          0.00868836,          0.00710794,          0.00729351,          2.79877161,          2.29573017,          2.35735888
,,,,,,  172.000000,    5.156430,         11.97363508,          9.83441114,         10.08164790,          2.11850708,          2.10724829,          2.10420375,          0.00869338,          0.00712120,          0.00729496,          2.80327233,          2.30243635,          2.36031952
,,,,,,  172.200000,    5.162426,         12.00161515,          9.87166861,         10.10437048,          2.11908823,          2.10772407,          2.10466609,          0.00870477,          0.00714069,          0.00730371,          2.80982304,          2.31115908,          2.36563934
,,,,,,  172.400000,    5.168422,         12.04049881,          9.91938849,         10.13955562,          2.11968071,          2.10820827,          2.10513852,          0.00872406,          0.00716770,          0.00732146,          2.81892649,          2.32233128,          2.37387690
,,,,,,  172.600000,    5.174418,         12.09194050,          9.97907488,         10.18912092,          2.12028336,          2.10869998,          2.10561976,          0.00875242,          0.00720332,          0.00734957,          2.83097004,          2.33630508,          2.38548115
,,,,,,  172.800000,    5.180414,         12.15721445,         10.05197410,         10.25463262,          2.12089509,          2.10919834,          2.10610859,          0.00879075,          0.00724840,          0.00738912,          2.84625201,          2.35337228,          2.40081877
,,,,,,  173.000000,    5.186410,         12.23733012,         10.13916454,         10.33742501,          2.12151487,          2.10970249,          2.10660381,          0.00883974,          0.00730369,          0.00744104,          2.86500872,          2.37378534,          2.42020216
,,,,,,  173.200000,    5.192405,         12.33313623,         10.24163817,         10.43870815,          2.12214176,          2.11021165,          2.10710431,          0.00889998,          0.00736988,          0.00750616,          2.88743889,          2.39777651,          2.44391461
,,,,,,  173.400000,    5.198401,         12.44540729,         10.36036884,         10.55965710,          2.12277492,          2.11072505,          2.10760901,          0.00897198,          0.00744762,          0.00758528,          2.91372383,          2.42557378,          2.47223123
,,,,,,  173.600000,    5.204397,         12.57491119,         10.49636547,         10.70148090,          2.12341355,          2.11124193,          2.10811682,          0.00905625,          0.00753762,          0.00767922,          2.94404334,          2.45741337,          2.50543508
,,,,,,  173.800000,    5.210393,         12.72245871,         10.65071047,         10.86547127,          2.12405689,          2.11176147,          2.10862662,          0.00915336,          0.00764059,          0.00778887,          2.97858722,          2.49354868,          2.54382857
,,,,,,  174.000000,    5.216389,         12.88893637,         10.82458329,         11.05303103,          2.12470412,          2.11228279,          2.10913715,          0.00926389,          0.00775736,          0.00791517,          3.01756304,          2.53425586,          2.58774014
,,,,,,  174.200000,    5.222385,         13.07532328,         11.01926861,         11.26568153,          2.12535437,          2.11280485,          2.10964700,          0.00938850,          0.00788879,          0.00805917,          3.06120002,          2.57983566,          2.63752596
,,,,,,  174.400000,    5.228380,         13.28269150,         11.23614683,         11.50504581,          2.12600663,          2.11332643,          2.11015449,          0.00952792,          0.00803582,          0.00822195,          3.10974915,          2.63061128,          2.69356602
,,,,,,  174.600000,    5.234376,         13.51218768,         11.47666292,         11.77280233,          2.12665972,          2.11384602,          2.11065760,          0.00968293,          0.00819944,          0.00840467,          3.16347889,          2.68692101,          2.75625329
,,,,,,  174.800000,    5.240372,         13.76499150,         11.74226705,         12.07060035,          2.12731217,          2.11436179,          2.11115387,          0.00985431,          0.00838062,          0.00860842,          3.22266543,          2.74910435,          2.82597388
,,,,,,  175.000000,    5.246368,         14.04224433,         12.03431793,         12.39992531,          2.12796223,          2.11487148,          2.11164030,          0.01004284,          0.00858028,          0.00883420,          3.28757597,          2.81747942,          2.90307557
,,,,,,  175.200000,    5.252364,         14.34493892,         12.35393716,         12.76189941,          2.12860771,          2.11537233,          2.11211327,          0.01024917,          0.00879915,          0.00908272,          3.35844295,          2.89230881,          2.98782110
,,,,,,  175.400000,    5.258360,         14.67375940,         12.70180113,         13.15700078,          2.12924600,          2.11586102,          2.11256846,          0.01047372,          0.00903765,          0.00935425,          3.43542654,          2.97375086,          3.08032239
,,,,,,  175.600000,    5.264356,         15.02885996,         13.07785708,         13.58468679,          2.12987396,          2.11633361,          2.11300080,          0.01071655,          0.00929566,          0.00964831,          3.51856283,          3.06179324,          3.18045242
,,,,,,  175.800000,    5.270351,         15.40957325,         13.48095468,         14.04291448,          2.13048796,          2.11678557,          2.11340453,          0.01097710,          0.00957230,          0.00996336,          3.60769558,          3.15616661,          3.28773287
,,,,,,  176.000000,    5.276347,         15.81404744,         13.90839604,         14.52757017,          2.13108388,          2.11721183,          2.11377333,          0.01125401,          0.00986558,          0.01029641,          3.70239124,          3.25623936,          3.40120066
,,,,,,  176.200000,    5.282343,         16.23882744,         14.35543070,         15.03185390,          2.13165730,          2.11760704,          2.11410067,          0.01154474,          0.01017207,          0.01064256,          3.80184091,          3.36089929,          3.51926377
,,,,,,  176.400000,    5.288339,         16.67842396,         14.81475940,         15.54571554,          2.13220378,          2.11796594,          2.11438037,          0.01184534,          0.01048653,          0.01099462,          3.90475942,          3.46843752,          3.63956927
,,,,,,  176.600000,    5.294335,         17.12495419,         15.27616124,         16.05550364,          2.13271929,          2.11828398,          2.11460739,          0.01215017,          0.01080170,          0.01134292,          4.00930126,          3.57646110,          3.75892106
,,,,,,  176.800000,    5.300331,         17.56798362,         15.72641120,         16.54404579,          2.13320088,          2.11855811,          2.11477890,          0.01245181,          0.01110821,          0.01167532,          4.11302349,          3.68187381,          3.87329875
,,,,,,  177.000000,    5.306327,         17.99473225,         16.14968483,         16.99139440,          2.13364744,          2.11878771,          2.11489538,          0.01274120,          0.01139492,          0.01197780,          4.21293406,          3.78097080,          3.97803219
,,,,,,  177.200000,    5.312322,         18.39079985,         16.52861439,         17.37639556,          2.13406050,          2.11897550,          2.11496167,          0.01300821,          0.01164964,          0.01223557,          4.30566156,          3.86968595,          4.06816882
,,,,,,  177.400000,    5.318318,         18.74148116,         16.84603167,         17.67903754,          2.13444484,          2.11912815,          2.11498743,          0.01324250,          0.01186040,          0.01243472,          4.38776322,          3.94399981,          4.13902348
,,,,,,  177.600000,    5.324314,         19.03357056,         17.08720523,         17.88323684,          2.13480868,          2.11925633,          2.11498695,          0.01343489,          0.01201702,          0.01256418,          4.45614731,          4.00046346,          4.18683071
,,,,,,  177.800000,    5.330310,         19.25733641,         17.24212530,         17.97943570,          2.13516329,          2.11937398,          2.11497793,          0.01357867,          0.01211266,          0.01261753,          4.50853546,          4.03673341,          4.20935282
,,,,,,  178.000000,    5.336306,         19.40817835,         17.30723651,         17.96628600,          2.13552192,          2.11949691,          2.11497949,          0.01367081,          0.01214510,          0.01259414,          4.54385064,          4.05197728,          4.20627421
,,,,,,  178.200000,    5.342302,         19.48748125,         17.28609344,         17.85089370,          2.13589827,          2.11964083,          2.11500987,          0.01371247,          0.01211706,          0.01249929,          4.56241706,          4.04702725,          4.17925852
,,,,,,  178.400000,    5.348297,         19.50239421,         17.18872917,         17.64754784,          2.13630484,          2.11981957,          2.11508430,          0.01370888,          0.01203581,          0.01234327,          4.56590849,          4.02423229,          4.13165110
,,,,,,  178.600000,    5.354293,         19.46460987,         17.02994529,         17.37534445,          2.13675159,          2.12004359,          2.11521360,          0.01366843,          0.01191190,          0.01213964,          4.55706240,          3.98705774,          4.06792273
,,,,,,  178.800000,    5.360289,         19.38852797,         16.82704613,         17.05540145,          2.13724517,          2.12031937,          2.11540373,          0.01360134,          0.01175758,          0.01190331,          4.53925008,          3.93955491,          3.99301755
,,,,,,  179.000000,    5.366285,         19.28931328,         16.59761369,         16.70834270,          2.13778884,          2.12064947,          2.11565612,          0.01351834,          0.01158521,          0.01164876,          4.51602190,          3.88584009,          3.91176401
,,,,,,  179.200000,    5.372281,         19.18127671,         16.35776884,         16.35248415,          2.13838286,          2.12103316,          2.11596865,          0.01342949,          0.01140608,          0.01138877,          4.49072833,          3.82968752,          3.82845026
,,,,,,  179.400000,    5.378277,         19.07680645,         16.12111058,         16.00284732,          2.13902527,          2.12146736,          2.11633675,          0.01334346,          0.01122968,          0.01113381,          4.46626971,          3.77428099,          3.74659315
,,,,,,  179.600000,    5.384273,         18.98586959,         15.89830095,         15.67089206,          2.13971266,          2.12194753,          2.11675445,          0.01326719,          0.01106339,          0.01089179,          4.44497954,          3.72211671,          3.66887564
,,,,,,  179.800000,    5.390268,         18.91597000,         15.69713444,         15.36474910,          2.14044088,          2.12246848,          2.11721532,          0.01320589,          0.01091259,          0.01066829,          4.42861462,          3.67501952,          3.59720133
,,,,,,  180.000000,    5.396264,         18.87239962,         15.52289820,         15.08972642,          2.14120563,          2.12302498,          2.11771299,          0.01316318,          0.01078088,          0.01046692,          4.41841390,          3.63422726,          3.53281291
,,,,,,  180.200000,    5.402260,         18.85863284,         15.37885825,         14.84891109,          2.14200279,          2.12361211,          2.11824164,          0.01314143,          0.01067047,          0.01028973,          4.41519082,          3.60050457,          3.47643312
,,,,,,  180.400000,    5.408256,         18.87675479,         15.26675790,         14.64375290,          2.14282867,          2.12422550,          2.11879608,          0.01314201,          0.01058247,          0.01013764,          4.41943353,          3.57425959,          3.42840140
,,,,,,  180.600000,    5.414252,         18.92785790,         15.18726479,         14.47457038,          2.14368010,          2.12486137,          2.11937190,          0.01316561,          0.01051728,          0.01001078,          4.43139781,          3.55564863,          3.38879232
,,,,,,  180.800000,    5.420248,         19.01237630,         15.14033966,         14.34095877,          2.14455444,          2.12551659,          2.11996539,          0.01321246,          0.01047480,          0.00990879,          4.45118530,          3.54466250,          3.35751112
,,,,,,  181.000000,    5.426243,         19.13035025,         15.12552310,         14.24210183,          2.14544956,          2.12618859,          2.12057352,          0.01328253,          0.01045464,          0.00983102,          4.47880541,          3.54119364,          3.33436669
,,,,,,  181.200000,    5.432239,         19.28162526,         15.14214869,         14.17700003,          2.14636376,          2.12687531,          2.12119378,          0.01337563,          0.01045627,          0.00977671,          4.51422197,          3.54508603,          3.31912503
,,,,,,  181.400000,    5.438235,         19.46599607,         15.18949518,         14.14463123,          2.14729575,          2.12757510,          2.12182415,          0.01349157,          0.01047912,          0.00974508,          4.55738694,          3.55617081,          3.31154683
,,,,,,  181.600000,    5.444231,         19.68330655,         15.26689114,         14.14405908,          2.14824450,          2.12828667,          2.12246296,          0.01363017,          0.01052268,          0.00973542,          4.60826376,          3.57429078,          3.31141288
,,,,,,  181.800000,    5.450227,         19.93351550,         15.37378337,         14.17450189,          2.14920926,          2.12900898,          2.12310881,          0.01379135,          0.01058649,          0.00974712,          4.66684278,          3.59931644,          3.31854017
,,,,,,  182.000000,    5.456223,         20.21673626,         15.50977834,         14.23537173,          2.15018944,          2.12974121,          2.12376051,          0.01397512,          0.01067024,          0.00977972,          4.73315054,          3.63115563,          3.33279104
,,,,,,  182.200000,    5.462219,         20.53325574,         15.67466321,         14.32629041,          2.15118455,          2.13048264,          2.12441694,          0.01418162,          0.01077371,          0.00983290,          4.80725421,          3.66975855,          3.35407696
,,,,,,  182.400000,    5.468214,         20.88353634,         15.86841062,         14.44708631,          2.15219418,          2.13123267,          2.12507707,          0.01441111,          0.01089684,          0.00990647,          4.88926205,          3.71511877,          3.38235774
,,,,,,  182.600000,    5.474210,         21.26820269,         16.09116971,         14.59777382,          2.15321792,          2.13199068,          2.12573980,          0.01466397,          0.01103967,          0.01000040,          4.97932029,          3.76727122,          3.41763676
,,,,,,  182.800000,    5.480206,         21.68801345,         16.34324422,         14.77851552,          2.15425532,          2.13275605,          2.12640397,          0.01494066,          0.01120235,          0.01011472,          5.07760656,          3.82628701,          3.45995208
,,,,,,  183.000000,    5.486202,         22.14381836,         16.62505777,         14.98956610,          2.15530588,          2.13352809,          2.12706827,          0.01524171,          0.01138513,          0.01024956,          5.18431979,          3.89226531,          3.50936333
,,,,,,  183.200000,    5.492198,         22.63650085,         16.93710588,         15.23119711,          2.15636899,          2.13430600,          2.12773120,          0.01556766,          0.01158827,          0.01040503,          5.29966682,          3.96532214,          3.56593408
,,,,,,  183.400000,    5.498194,         23.16690835,         17.27989513,         15.50360276,          2.15744393,          2.13508884,          2.12839104,          0.01591903,          0.01181208,          0.01058121,          5.42384604,          4.04557610,          3.62970980
,,,,,,  183.600000,    5.504190,         23.73577551,         17.65387133,         15.80678936,          2.15852985,          2.13587552,          2.12904582,          0.01629626,          0.01205680,          0.01077804,          5.55702945,          4.13313156,          3.70069197
,,,,,,  183.800000,    5.510185,         24.34364937,         18.05934011,         16.14045438,          2.15962584,          2.13666479,          2.12969333,          0.01669967,          0.01232257,          0.01099526,          5.69934512,          4.22806008,          3.77880977
,,,,,,  184.000000,    5.516181,         24.99082847,         18.49638534,         16.50386325,          2.16073092,          2.13745522,          2.13033111,          0.01712938,          0.01260940,          0.01123228,          5.85086296,          4.33038128,          3.86389120
,,,,,,  184.200000,    5.522177,         25.67732728,         18.96478920,         16.89573110,          2.16184409,          2.13824526,          2.13095650,          0.01758535,          0.01291708,          0.01148818,          6.01158634,          4.44004419,          3.95563546
,,,,,,  184.400000,    5.528173,         26.40286833,         19.46395223,         17.31410870,          2.16296437,          2.13903320,          2.13156669,          0.01806732,          0.01324512,          0.01176157,          6.18145031,          4.55690844,          4.05358620
,,,,,,  184.600000,    5.534169,         27.16688776,         19.99280103,         17.75625645,          2.16409087,          2.13981721,          2.13215871,          0.01857484,          0.01359276,          0.01205053,          6.36032285,          4.68072274,          4.15710201
,,,,,,  184.800000,    5.540165,         27.96851811,         20.54965887,         18.21847393,          2.16522268,          2.14059535,          2.13272950,          0.01910725,          0.01395878,          0.01235250,          6.54800087,          4.81109452,          4.26531655
,,,,,,  185.000000,    5.546160,         28.80649919,         21.13205137,         18.69584846,          2.16635896,          2.14136558,          2.13327594,          0.01966362,          0.01434144,          0.01266409,          6.74418934,          4.94744449,          4.37707967
,,,,,,  185.200000,    5.552156,         29.67898063,         21.73643589,         19.18191266,          2.16749884,          2.14212588,          2.13379505,          0.02024265,          0.01473830,          0.01298089,          6.94845506,          5.08894324,          4.49087722
,,,,,,  185.400000,    5.558152,         30.58322730,         22.35788832,         19.66826649,          2.16864162,          2.14287444,          2.13428425,          0.02084239,          0.01514597,          0.01329718,          7.16015765,          5.23443794,          4.60474258
,,,,,,  185.600000,    5.564148,         31.51531400,         22.98984574,         20.14430998,          2.16978694,          2.14361002,          2.13474189,          0.02146014,          0.01555998,          0.01360581,          7.37837817,          5.38239207,          4.71619407
,,,,,,  185.800000,    5.570144,         32.46996888,         23.62406340,         20.59730781,          2.17093531,          2.14433248,          2.13516798,          0.02209227,          0.01597471,          0.01389819,          7.60188236,          5.53087536,          4.82225011
,,,,,,  186.000000,    5.576140,         33.44075626,         24.25096259,         21.01301307,          2.17208862,          2.14504341,          2.13556497,          0.02273437,          0.01638371,          0.01416476,          7.82916350,          5.67764526,          4.91957519
,,,,,,  186.200000,    5.582136,         34.42074591,         24.86048979,         21.37697036,          2.17325075,          2.14574670,          2.13593843,          0.02338174,          0.01678022,          0.01439589,          8.05859908,          5.82034802,          5.00478502
,,,,,,  186.400000,    5.588131,         35.40368480,         25.44346404,         21.67639903,          2.17442798,          2.14644886,          2.13629723,          0.02403017,          0.01715810,          0.01458309,          8.28872513,          5.95683418,          5.07488739
,,,,,,  186.600000,    5.594127,         36.38549721,         25.99319166,         21.90228779,          2.17562891,          2.14715884,          2.13665321,          0.02467693,          0.01751293,          0.01472050,          8.51858745,          6.08553664,          5.12777256
,,,,,,  186.800000,    5.600123,         37.36576036,         26.50695548,         22.05114220,          2.17686398,          2.14788737,          2.13702003,          0.02532183,          0.01784299,          0.01480595,          8.74808706,          6.20581923,          5.16262241
,,,,,,  187.000000,    5.606119,         38.34873370,         26.98694191,         22.12584111,          2.17814446,          2.14864587,          2.13741162,          0.02596782,          0.01814987,          0.01484157,          8.97822118,          6.31819385,          5.18011095
,,,,,,  187.200000,    5.612115,         39.34362367,         27.44031080,         22.13531705,          2.17948127,          2.14944512,          2.13784052,          0.02662124,          0.01843849,          0.01483356,          9.21114523,          6.42433676,          5.18232946
,,,,,,  187.400000,    5.618111,         40.36401632,         27.87839287,         22.09316768,          2.18088385,          2.15029415,          2.13831652,          0.02729133,          0.01871657,          0.01479115,          9.45003997,          6.52690071,          5.17246143
,,,,,,  187.600000,    5.624107,         41.42668768,         28.31528283,         22.01563802,          2.18235939,          2.15119949,          2.13884595,          0.02798946,          0.01899362,          0.01472536,          9.69883302,          6.62918557,          5.15431016
,,,,,,  187.800000,    5.630102,         42.55017183,         28.76624553,         21.91953316,          2.18391254,          2.15216503,          2.13943166,          0.02872816,          0.01927990,          0.01464747,          9.96186359,          6.73476514,          5.13181005
,,,,,,  188.000000,    5.636098,         43.75346644,         29.24632232,         21.82051568,          2.18554561,          2.15319220,          2.14007349,          0.02952022,          0.01958549,          0.01456797,         10.24357942,          6.84716092,          5.10862804
,,,,,,  188.200000,    5.642094,         45.05512489,         29.76937054,         21.73201463,          2.18725899,          2.15428059,          2.14076906,          0.03037807,          0.01991961,          0.01449582,         10.54832422,          6.96961718,          5.08790813
,,,,,,  188.400000,    5.648090,         46.47281383,         30.34758965,         21.66475071,          2.18905174,          2.15542854,          2.14151462,          0.03131355,          0.02029037,          0.01443813,         10.88023414,          7.10499007,          5.07216028
,,,,,,  188.600000,    5.654086,         48.02328318,         30.99145898,         21.62674360,          2.19092212,          2.15663375,          2.14230576,          0.03233781,          0.02070469,          0.01440017,         11.24323066,          7.25573302,          5.06326204
,,,,,,  188.800000,    5.660082,         49.72263108,         31.70995536,         21.62362151,          2.19286804,          2.15789374,          2.14313800,          0.03346155,          0.02116845,          0.01438564,         11.64108268,          7.42394769,          5.06253109
,,,,,,  189.000000,    5.666077,         51.58674051,         32.51092087,         21.65907187,          2.19488726,          2.15920618,          2.14400714,          0.03469533,          0.02168678,          0.01439689,         12.07750874,          7.61147006,          5.07083074
