,,,,,,  990.200000,   29.685449,      25893.06923912,        165.21322764,      13802.58868990,      13802.54398043,        894.82543865,        455.81649698,         -2.10624213,          2.80488686,         -0.50743063,         -0.50742628,          1.37011987,          3.18312485,          0.95587759,          0.03176982,          0.54999010,          0.54998898,          0.12037622,          0.09338322,       8032.96509793,         51.25510920,       4282.06143440,       4282.04756391,        277.60716395,        141.41073727
,,,,,,  990.400000,   29.691445,      24866.66821674,        167.96015673,      12713.34297000,      12713.29764398,        850.43467644,        472.22849716,         -1.94325685,          2.81127166,         -0.41255708,         -0.41255291,          1.39307780,          3.20179369,          0.87440769,          0.03232826,          0.50536958,          0.50536856,          0.11532335,          0.09700994,       7714.53843661,         52.10730580,       3944.13807853,       3944.12401676,        263.83554652,        146.50233238
,,,,,,  990.600000,   29.697441,      23881.08807715,        170.77712864,      11638.78867921,      11638.74276652,        809.55297146,        489.59881268,         -1.79221552,          2.81776875,         -0.32431528,         -0.32431129,          1.41511266,          3.22117873,          0.80301422,          0.03290180,          0.46612561,          0.46612467,          0.11061182,          0.10086275,       7408.77588720,         52.98123221,       3610.77253449,       3610.75829072,        251.15256537,        151.89123151
,,,,,,  990.800000,   29.703437,      22931.95117345,        173.66656527,      10578.72645630,      10578.68013410,        771.82124044,        508.00520419,         -1.65192833,          2.82438115,         -0.24206108,         -0.24205725,          1.43628408,          3.24132364,          0.74010849,          0.03349097,          0.43142229,          0.43142143,          0.10621243,          0.10496111,       7114.31934556,         53.87763979,       3281.90295323,       3281.88858241,        239.44681988,        157.60155882
,,,,,,  991.000000,   29.709433,      22015.28784236,        176.63099475,       9536.88279197,       9536.83647706,        736.92584583,        527.53354243,         -1.52134090,          2.83111202,         -0.16522273,         -0.16521905,          1.45664689,          3.26227572,          0.68439979,          0.03409635,          0.40057934,          0.40057855,          0.10209904,          0.10932661,       6829.93727879,         54.79731286,       2958.68542672,       2958.67105817,        228.62100837,        163.65995453
,,,,,,  991.200000,   29.715428,      21127.48156566,        179.67305712,       8522.77016322,       8522.72461170,        704.59180536,        548.27884678,         -1.39952003,          2.83796460,         -0.09329321,         -0.09328967,          1.47625154,          3.28408630,          0.63483164,          0.03471854,          0.37303895,          0.37303822,          0.09824822,          0.11398324,       6554.50771235,         55.74107046,       2644.07106885,       2644.05693712,        218.58982141,        170.09589707
,,,,,,  991.400000,   29.721424,      20265.21795039,        182.79551037,       7553.01577285,       7552.97210833,        674.57716599,        570.34648246,         -1.28563971,          2.84494227,         -0.02582290,         -0.02581949,          1.49514458,          3.30681114,          0.59053321,          0.03535818,          0.34834047,          0.34833979,          0.09463890,          0.11895780,       6287.00240184,         56.70976821,       2343.21823833,       2343.20469202,        209.27819642,        176.94207454
,,,,,,  991.600000,   29.727420,      19425.43798360,        186.00123684,       6650.05780513,       6650.01734752,        646.66831818,        593.85354432,         -1.17896818,          2.85204853,          0.03758735,          0.03759065,          1.51336901,          3.33051094,          0.55078192,          0.03601593,          0.32610092,          0.32610029,          0.09125208,          0.12428021,       6026.47233100,         57.70430033,       2063.08807019,       2063.07551878,        200.61986402,        184.23481399
,,,,,,  991.800000,   29.733416,      18605.29550259,        189.29325002,       5836.37388123,       5836.33774865,        620.67607409,        618.93046145,         -1.07885636,          2.85928702,          0.09729241,          0.09729559,          1.53096462,          3.35525187,          0.51497436,          0.03669248,          0.30599989,          0.30599931,          0.08807062,          0.12998400,       5772.03451737,         58.72560169,       1810.65393420,       1810.64272457,        192.55613130,        192.01457923
,,,,,,  992.000000,   29.739412,      17802.11861024,        192.67470185,       5126.33667966,       5126.30540675,        596.43236952,        645.72286356,         -0.98472739,          2.86666152,          0.15360832,          0.15361140,          1.54796825,          3.38110620,          0.48260371,          0.03738855,          0.28776770,          0.28776716,          0.08507903,          0.13610685,       5522.86004199,         59.77465016,       1590.37475425,       1590.36505227,        185.03485869,        200.32654986
,,,,,,  992.200000,   29.745408,      17013.37475971,        196.14889042,       4521.71170663,       4521.68517984,        573.78747828,        674.39375895,         -0.89606765,          2.87417594,          0.20681716,          0.20682013,          1.56441409,          3.40815300,          0.45324184,          0.03810492,          0.27117607,          0.27117557,          0.08226324,          0.14269118,       5278.16321737,         60.85246890,       1402.79825411,       1402.79002455,        178.00959570,        209.22129694
,,,,,,  992.400000,   29.751404,      16236.63940644,        199.71926823,       4013.73448206,       4013.71216725,        552.60764925,        705.12608504,         -0.81241881,          2.88183436,          0.25717120,          0.25717408,          1.58033394,          3.43647894,          0.42652517,          0.03884237,          0.25603076,          0.25603029,          0.07961050,          0.14978492,       5037.19186224,         61.96012903,       1245.20537558,       1245.19845272,        171.43884791,        218.75557426
,,,,,,  992.600000,   29.757399,      15469.56851115,        203.38945100,       3588.48900032,       3588.47021719,        532.77309398,        738.12570566,         -0.73337096,          2.88964101,          0.30489661,          0.30489941,          1.59575734,          3.46617923,          0.40214343,          0.03960176,          0.24216563,          0.24216519,          0.07710921,          0.15744238,       4799.21877096,         63.09875226,       1113.27887118,       1113.27304397,        165.28545263,        228.99324822
,,,,,,  992.800000,   29.763395,      14709.87588376,        207.16322706,       3231.39481403,       3231.37890947,        514.17626634,        773.62494662,         -0.65855667,          2.89760028,          0.35019661,          0.35019933,          1.61071185,          3.49735863,          0.37983054,          0.04038395,          0.22943792,          0.22943750,          0.07474879,          0.16572527,       4563.53468482,         64.26951387,       1002.49535963,       1002.49042546,        159.51604514,        240.00639467
,,,,,,  993.000000,   29.769391,      13955.31760759,        211.04456735,       2929.48945610,       2929.47587388,        496.72038636,        811.88678272,         -0.58764583,          2.90571676,          0.39325422,          0.39325685,          1.62522316,          3.53013265,          0.35935730,          0.04118989,          0.21772438,          0.21772398,          0.07251960,          0.17470396,       4329.44345983,         65.47364579,        908.83341555,        908.82920185,        154.10060083,        251.87659790
,,,,,,  993.200000,   29.775387,      13203.68799000,        215.03763618,       2672.09892117,       2672.08721300,        480.31816940,        853.20981614,         -0.52034118,          2.91399521,          0.43423461,          0.43423717,          1.63931530,          3.56462896,          0.34052546,          0.04202054,          0.20691817,          0.20691779,          0.07041283,          0.18445893,       4096.26081049,         66.71243993,        828.98157703,        828.97794473,        149.01204083,        264.69649507
,,,,,,  993.400000,   29.781383,      12452.83539730,        219.14680266,       2450.73482027,       2450.72463324,        464.89072820,        897.93422154,         -0.45637445,          2.92244058,          0.47328725,          0.47328974,          1.65301070,          3.60098893,          0.32316282,          0.04287693,          0.19692629,          0.19692593,          0.06842041,          0.19508262,       3863.31922234,         67.98725175,        760.30643929,        760.30327891,        144.22589147,        278.57162066
,,,,,,  993.600000,   29.787379,      11700.71325066,        223.37665297,       2258.73517587,       2258.72623407,        450.36662159,        946.44887711,         -0.39550299,          2.93105803,          0.51054763,          0.51055005,          1.66633040,          3.63936946,          0.30711923,          0.04376014,          0.18766748,          0.18766714,          0.06653495,          0.20668154,       3629.98377270,         69.29950407,        700.74121633,        700.73844226,        139.71998912,        293.62261872
,,,,,,  993.800000,   29.793374,      10945.49351631,        227.73200354,       2090.88014702,       2090.87223437,        436.68102757,        999.19995846,         -0.33750685,          2.93985295,          0.54613887,          0.54614123,          1.67929413,          3.67994509,          0.29226331,          0.04467130,          0.17907047,          0.17907015,          0.06474967,          0.21937894,       3395.68733950,         70.65069109,        648.66652500,        648.66407021,        135.47422366,        309.98790904
,,,,,,  994.000000,   29.799370,      10185.79020541,        232.21791506,       1943.06192951,       1943.05487576,        423.77502254,       1056.70134636,         -0.28218623,          2.94883094,          0.58017305,          0.58017536,          1.69192039,          3.72291040,          0.27847971,          0.04561161,          0.17107255,          0.17107225,          0.06305833,          0.23331800,       3159.99993895,         72.04238283,        602.80797609,        602.80578777,        131.47031485,        327.82691599
,,,,,,  994.200000,   29.805366,       9421.07102259,        236.83970764,       1812.02381037,       1812.01748023,        411.59495123,       1119.54729636,         -0.22935929,          2.95799784,          0.61275247,          0.61275472,          1.70422659,          3.76848281,          0.26566678,          0.04658234,          0.16361833,          0.16361804,          0.06145521,          0.24866583,       2922.75643381,         73.47622979,        562.15521964,        562.15325580,        127.69161690,        347.32399910
,,,,,,  994.400000,   29.811362,       8652.37068191,        241.60297697,       1695.16105839,       1695.15534332,        400.09187461,       1188.42794530,         -0.17886019,          2.96735974,          0.64397061,          0.64397280,          1.71622910,          3.81690584,          0.25373470,          0.04758482,          0.15665877,          0.15665850,          0.05993501,          0.26561834,       2684.27782973,         74.95396794,        525.90017397,        525.89840095,        124.12294715,        368.69326374
,,,,,,  994.600000,   29.817358,       7883.42207868,        246.51361174,       1590.37107772,       1590.36588985,        389.22108477,       1264.14839803,         -0.13053738,          2.97692300,          0.67391311,          0.67391525,          1.72794335,          3.86845281,          0.24260385,          0.04862044,          0.15015029,          0.15015003,          0.05849288,          0.28440633,       2445.72220564,         76.47742417,        493.39053791,        493.38892845,        120.75043559,        392.18448250
,,,,,,  994.800000,   29.823354,       7122.17039470,        251.57781235,       1495.94095866,       1495.93622614,        378.94167761,       1347.65236103,         -0.08425212,          2.98669428,          0.70265853,          0.70266062,          1.73938389,          3.92343118,          0.23220343,          0.04969070,          0.14405408,          0.14405383,          0.05712432,          0.30530313,       2209.55444385,         78.04852207,        464.09490503,        464.09343683,        117.56139229,        418.09042722
,,,,,,  995.000000,   29.829350,       6382.09921257,        256.80211101,       1410.46284292,       1410.45850650,        369.21617574,       1440.05158972,         -0.03987719,          2.99668049,          0.73027911,          0.73028115,          1.75056446,          3.98218751,          0.22247035,          0.05079717,          0.13833544,          0.13833520,          0.05582517,          0.32863421,       1979.95763857,         79.66928817,        437.57650684,        437.57516153,        114.54419041,        446.75600458
,,,,,,  995.200000,   29.835345,       5681.84446167,        262.19339343,       1332.76983527,       1332.76584566,        360.01019478,       1542.66282053,          0.00270429,          3.00688889,          0.75684134,          0.75684334,          1.76149804,          4.04511309,          0.21334822,          0.05194149,          0.13296331,          0.13296309,          0.05459160,          0.35478934,       1762.71332807,         81.34185866,        413.47333031,        413.47209259,        111.68816268,        478.58971375
,,,,,,  995.400000,   29.841341,       5041.33915669,        267.75892215,       1261.88709814,       1261.88341401,        351.29214751,       1657.05440913,          0.04359991,          3.01732707,          0.78240657,          0.78240853,          1.77219693,          4.11265040,          0.20478651,          0.05312544,          0.12790981,          0.12790959,          0.05342005,          0.38423818,       1564.00545330,         83.06848664,        391.48294562,        391.48180267,        108.98350961,        514.07811530
,,,,,,  995.600000,   29.847337,       4475.29439829,        273.50636172,       1196.99421467,       1196.99080111,        343.03298111,       1785.10564989,          0.08290879,          3.02800294,          0.80703147,          0.80703338,          1.78267278,          4.18530026,          0.19673984,          0.05435085,          0.12314982,          0.12314961,          0.05230723,          0.41755034,       1388.39792890,         84.85154995,        371.35082983,        371.34977082,        106.42121794,        553.80423422
,,,,,,  995.800000,   29.853333,       3988.54515625,        279.44380589,       1137.39596977,       1137.39279707,        335.20594314,       1929.08279126,          0.12072249,          3.03892480,          0.83076846,          0.83077033,          1.79293663,          4.26362960,          0.18916735,          0.05561971,          0.11866069,          0.11866049,          0.05125008,          0.45542137,       1237.39073710,         86.69355953,        352.86130212,        352.86031784,        103.99298812,        598.47114261
,,,,,,  996.000000,   29.859329,       3576.64155294,        285.57980691,       1082.49946827,       1082.49651101,        327.78637304,       2091.73720591,          0.15712564,          3.05010135,          0.85366612,          0.85366795,          1.80299898,          4.34827964,          0.18203219,          0.05693409,          0.11442195,          0.11442176,          0.05024578,          0.49870678,       1109.60336518,         88.59716862,        335.83042500,        335.82950755,        101.69116955,        648.93241562
,,,,,,  996.200000,   29.865325,       3229.90387987,        291.92340724,       1031.79606315,       1031.79329944,        320.75151557,       2276.43319258,          0.19219659,          3.06154168,          0.87576954,          0.87577133,          1.81286979,          4.43997369,          0.17530103,          0.05829621,          0.11041504,          0.11041486,          0.04929170,          0.54846690,       1002.03281801,         90.56518252,        320.10039779,        320.09954039,         99.50870273,        706.23178021
,,,,,,  996.400000,   29.871321,       2937.33377415,        298.48417371,        984.84696536,        984.84437625,        314.08035385,       2487.31572140,          0.22600803,          3.07325534,          0.89712060,          0.89712236,          1.82255856,          4.53952355,          0.16894369,          0.05970842,          0.10662313,          0.10662295,          0.04838539,          0.60602649,        911.26700627,         92.60056919,        305.53509229,        305.53428905,         97.43906746,        771.65515579
,,,,,,  996.600000,   29.877316,       2688.81798670,        305.27223420,        941.27169496,        941.26926396,        307.75345897,       2729.53242743,          0.25862743,          3.08525233,          0.91775830,          0.91776002,          1.83207434,          4.64783201,          0.16293276,          0.06117321,          0.10303088,          0.10303071,          0.04752458,          0.67305461,        834.16843490,         94.70647068,        292.01646987,        292.01571568,         95.47623620,        846.79952464
,,,,,,  996.800000,   29.883312,       2475.90185680,        312.29831669,        900.73874228,        900.73645495,        301.75285378,       3009.52978518,          0.29011752,          3.09754317,          0.93771894,          0.93772063,          1.84142574,          4.76588748,          0.15724331,          0.06269324,          0.09962435,          0.09962418,          0.04670717,          0.75167249,        768.11416283,         96.88621518,        279.44168427,        279.44097466,         93.61463178,        933.66481595
,,,,,,  997.000000,   29.889308,       2291.81979013,        319.57379064,        862.95796136,        862.95580501,        296.06188812,       3335.45129351,          0.32053672,          3.11013886,          0.95703641,          0.95703807,          1.85062101,          4.89474323,          0.15185266,          0.06427132,          0.09639078,          0.09639062,          0.04593119,          0.84460018,        711.00525839,         99.14332993,        267.72072173,        267.72005275,         91.84908873,       1034.77743713
,,,,,,  997.200000,   29.895304,       2131.25246273,        327.11071126,        827.67433280,        827.67229617,        290.66512482,       3717.67644459,          0.34993948,          3.12305101,          0.97574236,          0.97574399,          1.85966802,          5.03546801,          0.14674005,          0.06591047,          0.09331851,          0.09331836,          0.04519481,          0.95535690,        661.19147521,        101.48155487,        256.77446603,        256.77383420,         90.17481788,       1153.35748146
,,,,,,  997.400000,   29.901300,       1990.03382870,        334.92187026,        794.66282345,        794.66089647,        285.54824033,       4169.55394855,          0.37837660,          3.13629180,          0.99386637,          0.99386797,          1.86857431,          5.18904417,          0.14188656,          0.06761387,          0.09039687,          0.09039673,          0.04449634,          1.08853535,        617.38035541,        103.90485846,        246.53310376,        246.53250594,         88.58737553,       1293.54620085
,,,,,,  997.600000,   29.907296,       1864.89003364,        343.02085906,        763.72413896,        763.72231258,        280.69794854,       4708.40091987,          0.40589558,          3.14987403,          1.01143617,          1.01143774,          1.87734713,          5.35617098,          0.13727483,          0.06938494,          0.08761606,          0.08761592,          0.04383418,          1.25017625,        578.55623114,        106.41745725,        236.93480661,        236.93424000,         87.08263987,       1460.71598956
,,,,,,  997.800000,   29.913291,       1753.23005081,        351.42214286,        734.68119563,        734.67946172,        276.10194326,       5356.85826198,          0.43254084,          3.16381123,          1.02847773,          1.02847927,          1.88599340,          5.53689677,          0.13288894,          0.07122732,          0.08496706,          0.08496693,          0.04320686,          1.44827284,        543.91527233,        109.02383886,        227.92463683,        227.92409890,         85.65679307,       1661.89087341
,,,,,,  998.000000,   29.919287,       1652.98504906,        360.14113132,        707.37614588,        707.37449720,        271.74883294,       6144.70061285,          0.45835397,          3.17811758,          1.04501541,          1.04501693,          1.89451980,          5.72994448,          0.12871428,          0.07314491,          0.08244161,          0.08244148,          0.04261302,          1.69342907,        512.81565286,        111.72878393,        219.45362439,        219.45311290,         84.30630105,       1906.30802028
,,,,,,  998.200000,   29.925283,       1562.48733398,        369.19424071,        681.66783925,        681.66626935,        267.62805693,       7111.16583679,          0.48337397,          3.19280809,          1.06107211,          1.06107360,          1.90293275,          5.93149197,          0.12473742,          0.07514187,          0.08003207,          0.08003194,          0.04205140,          1.99965824,        484.73999370,        114.53738537,        211.47797932,        211.47749228,         83.02788753,       2206.14043260
,,,,,,  998.400000,   29.931279,       1480.37960302,        378.59896195,        657.42966645,        657.42816961,        263.72980647,       8307.70812086,          0.50763743,          3.20789855,          1.07666934,          1.07667081,          1.91123843,          6.13300058,          0.12094599,          0.07722266,          0.07773140,          0.07773127,          0.04152081,          2.38518558,        459.26721058,        117.45506951,        203.95842286,        203.95795848,         81.81850947,       2577.35105724
,,,,,,  998.600000,   29.937275,       1405.54683372,        388.37394482,        634.54774069,        634.54631174,        260.04496618,       9800.57814086,          0.53117872,          3.22340564,          1.09182735,          1.09182879,          1.91944278,          6.31745108,          0.11732855,          0.07939206,          0.07553309,          0.07553297,          0.04102017,          2.87278212,        436.05138327,        120.48762218,        196.85962320,        196.85917989,         80.67533895,       3040.49324621
,,,,,,  998.800000,   29.943271,       1337.06487976,        398.53909571,        612.91935443,        612.91798871,        256.56506943,      11671.32297047,          0.55403015,          3.23934697,          1.10656520,          1.10656663,          1.92755156,          6.45316686,          0.11387456,          0.08165519,          0.07343112,          0.07343100,          0.04054844,          3.48833610,        414.80580821,        123.64121906,        190.14971677,        190.14929307,         79.59574931,       3620.86584648
,,,,,,  999.000000,   29.949267,       1274.16137745,        409.11568494,        592.45165718,        592.45035045,        253.28225890,      14010.30546078,          0.57622215,          3.25574118,          1.12090090,          1.12090230,          1.93557033,          6.48484634,          0.11057427,          0.08401753,          0.07141990,          0.07141979,          0.04010470,          4.25464033,        395.29087030,        126.92245897,        183.79989797,        183.79949258,         78.57730294,       4346.50267755
,,,,,,  999.200000,   29.955262,       1216.18575815,        420.12646316,        573.06051488,        573.05926326,        250.18924907,      16892.79416367,          0.59778336,          3.27260796,          1.13485139,          1.13485277,          1.94350450,          6.32425568,          0.10741864,          0.08648498,          0.06949427,          0.06949416,          0.03968805,          5.17467017,        377.30473964,        130.33839998,        177.78406540,        177.78367710,         77.61773960,       5240.75476222
,,,,,,  999.400000,   29.961258,       1162.58604095,        431.59578826,        554.66952257,        554.66832254,        247.27929084,      20321.33110079,          0.61874081,          3.28996817,          1.14843273,          1.14843408,          1.95135928,          5.85175833,          0.10439930,          0.08906389,          0.06764941,          0.06764931,          0.03929771,          6.19782270,        360.67617184,        133.89659880,        172.07851547,        172.07814318,         76.71496548,       6304.41072739
,,,,,,  999.600000,   29.967254,       1112.89071284,        443.54976456,        537.20914717,        537.20799548,        244.54613863,      24127.01466025,          0.63911998,          3.30784393,          1.16166005,          1.16166139,          1.95913976,          4.95468352,          0.10150847,          0.09176109,          0.06588086,          0.06588075,          0.03893291,          7.17540362,        345.25888652,        137.60515391,        166.66167651,        166.66131922,         75.86704296,       7485.07119389
,,,,,,  999.800000,   29.973250,       1066.69445746,        456.01639616,        520.61598105,        520.61487473,        241.98402024,      27879.41345434,          0.65894497,          3.32625867,          1.17454771,          1.17454902,          1.96685088,          3.62445466,          0.09873893,          0.09458394,          0.06418445,          0.06418434,          0.03859298,          7.85383056,        330.92713991,        141.47275321,        161.51387719,        161.51353397,         75.07218132,       8649.20080201
,,,,,, 1000.000000,   29.979246,       1023.64681996,        469.02575612,        504.83209054,        504.83102684,        239.58760939,      30947.03636008,          0.67823852,          3.34523727,          1.18710927,          1.18711057,          1.97449745,          2.05507313,          0.09608397,          0.09754038,          0.06255630,          0.06255620,          0.03827729,          7.98446947,        317.57220828,        145.50872645,        156.61714438,        156.61681439,         74.32872814,       9600.88820175
,,,,,, 1000.200000,   29.985242,        983.44313084,        482.61017372,        489.80444527,        489.80342167,        237.35200077,      32789.98779964,          0.69702219,          3.36480618,          1.19935760,          1.19935888,          1.98208418,          0.58942519,          0.09353733,          0.10063901,          0.06099281,          0.06099272,          0.03798527,          7.51234318,        305.09957212,        149.72310334,        151.95502616,        151.95470860,         73.63516162,      10172.63828879
,,,,,, 1000.400000,   29.991237,        945.81718209,        496.80444175,        475.48441729,        475.48343147,        235.27268757,      33255.09709212,          0.71531634,          3.38499350,          1.21130490,          1.21130616,          1.98961566,         -0.49714936,          0.09109317,          0.10388910,          0.05949060,          0.05949051,          0.03771639,          6.62582397,        293.42664412,        154.12667785,        147.51243638,        147.51213054,         72.99008357,      10316.93198679
,,,,,, 1000.600000,   29.997233,        910.53527399,        511.64604667,        461.82734001,        461.82638981,        233.34554105,      32569.39190309,          0.73314030,          3.40582913,          1.22296276,          1.22296400,          1.99709638,         -1.13560930,          0.08874607,          0.10730071,          0.05804651,          0.05804642,          0.03747018,          5.59774547,        282.48092217,        158.73107963,        143.27551784,        143.27522305,         72.39221313,      10104.20147578
,,,,,, 1000.800000,   30.003229,        877.39134216,        527.17542419,        448.79211882,        448.79120225,        231.56679229,      31109.74651703,          0.75051237,          3.42734495,          1.23434215,          1.23434338,          2.00453077,         -1.40988852,          0.08649093,          0.11088473,          0.05665760,          0.05665751,          0.03724622,          4.62487185,        272.19847766,        163.54885332,        139.23152151,        139.23123716,         71.84038104,       9651.36676803
,,,,,, 1001.000000,   30.009225,        846.20294252,        543.43624397,        436.34088659,        436.34000181,        229.93301570,      29212.23173690,          0.76744995,          3.44957494,          1.24545355,          1.24545475,          2.01192315,         -1.44464943,          0.08432300,          0.11465300,          0.05532110,          0.05532101,          0.03704414,          3.79371391,        262.52270985,        168.59354681,        135.36869965,        135.36842516,         71.33352454,       9062.68916242
,,,,,, 1001.200000,   30.015221,        816.80792250,        560.47572690,        424.43869804,        424.43784332,        228.44111434,      27108.58179650,          0.78396951,          3.47255536,          1.25630688,          1.25630807,          2.01927780,         -1.34276593,          0.08223785,          0.11861839,          0.05403442,          0.05403434,          0.03686360,          3.11846611,        253.40331316,        173.87980972,        131.67621096,        131.67594580,         70.87068286,       8410.06098638
,,,,,, 1001.400000,   30.021217,        789.06164482,        578.34499952,        413.05325796,        413.05243172,        227.08830682,      24937.11905100,          0.80008675,          3.49632499,          1.26691160,          1.26691277,          2.02659891,         -1.17235675,          0.08023131,          0.12279492,          0.05279515,          0.05279507,          0.03670431,          2.58170424,        244.79541589,        179.42350336,        128.14403631,        128.14377998,         70.45099312,       7736.39482943
,,,,,, 1001.600000,   30.027213,        762.83465928,        597.09949072,        402.15467910,        402.15387984,        225.87211581,      22772.61515554,          0.81581656,          3.52092527,          1.27727673,          1.27727789,          2.03389065,         -0.97372299,          0.07829948,          0.12719785,          0.05160099,          0.05160091,          0.03656603,          2.15763579,        236.65885789,        185.24182377,        124.76290359,        124.76265563,         70.07368675,       7064.88755905
,,,,,, 1001.800000,   30.033208,        738.01073994,        616.79937630,        391.71526588,        391.71449222,        224.79035788,      20652.14186338,          0.83117313,          3.54640061,          1.28741084,          1.28741198,          2.04115711,         -0.76907683,          0.07643869,          0.13184387,          0.05044981,          0.05044973,          0.03644856,          1.82183847,        228.95758170,        191.35343966,        121.52422064,        121.52398062,         69.73808638,       6407.04017179
,,,,,, 1002.000000,   30.039204,        714.48522203,        637.51007853,        381.70932092,        381.70857156,        223.84113484,      18592.91988861,          0.84616995,          3.57279861,          1.29732213,          1.29732325,          2.04840239,         -0.56991313,          0.07464552,          0.13675124,          0.04933960,          0.04933952,          0.03635173,          1.55417591,        221.65911652,        197.77864737,        118.42001519,        118.41978271,         69.44360311,       5768.19515502
,,,,,, 1002.200000,   30.045200,        692.16358621,        659.30282823,        372.11297150,        372.11224523,        223.02282620,      16604.13293077,          0.86081988,          3.60017035,          1.30701839,          1.30701950,          2.05563052,         -0.38167964,          0.07291672,          0.14193992,          0.04826846,          0.04826838,          0.03627543,          1.33896786,        214.73413904,        204.53954528,        115.44288106,        115.44265575,         69.18973422,       5151.20162398
,,,,,, 1002.400000,   30.051196,        670.96024802,        682.25529889,        362.90401374,        362.90330943,        222.33408310,      14695.25491762,          0.87513519,          3.62857075,          1.31650708,          1.31650818,          2.06284554,         -0.20652021,          0.07124927,          0.14743188,          0.04723461,          0.04723454,          0.03621957,          1.16429348,        208.15609786,        211.66023051,        112.58592982,        112.58571132,         68.97606124,       4558.99873315
,,,,,, 1002.600000,   30.057192,        650.79751826,        706.45232334,        354.06177233,        354.06108893,        221.77382327,      12882.24842574,          0.88912755,          3.65805890,          1.32579534,          1.32579642,          2.07005145,         -0.04482954,          0.06964030,          0.15325120,          0.04623637,          0.04623630,          0.03618411,          1.02116200,        201.90089100,        219.16702127,        109.84274724,        109.84253522,         68.80224841,       3996.53865021
,,,,,, 1002.800000,   30.063188,        631.60470677,        731.98670562,        345.56697408,        345.56631058,        221.34122721,      11190.84001084,          0.90280813,          3.68869844,          1.33488995,          1.33489102,          2.07725228,          0.10388226,          0.06808713,          0.15942446,          0.04527216,          0.04527209,          0.03616906,          0.90279019,        195.94658780,        227.08870872,        107.20735407,        107.20714822,         68.66804149,       3471.80268177
,,,,,, 1003.000000,   30.069184,        613.31734668,        758.96014293,        337.40163371,        337.40098918,        221.03573558,       9653.85502821,          0.91618758,          3.72055805,          1.34379744,          1.34379849,          2.08445205,          0.24051516,          0.06658722,          0.16598094,          0.04434048,          0.04434041,          0.03617446,          0.80403565,        190.27318833,        235.45684301,        104.67417063,        104.67397067,         68.57326696,       2994.97443837
,,,,,, 1003.200000,   30.075179,        595.87652060,        787.48427484,        329.54895058,        329.54832413,        220.85704766,       8300.86802190,          0.92927607,          3.75371193,          1.35252402,          1.35252506,          2.09165476,          0.36612313,          0.06513817,          0.17295302,          0.04343992,          0.04343986,          0.03620038,          0.72097196,        184.86241428,        244.30605876,        102.23798475,        102.23779041,         68.51783151,       2575.22901154
,,,,,, 1003.400000,   30.081175,        579.22827335,        817.68188062,        321.99321509,        321.99260590,        220.80512092,       7145.64777907,          0.94208333,          3.78824036,          1.36107567,          1.36107669,          2.09886449,          0.48177927,          0.06373772,          0.18037659,          0.04256915,          0.04256909,          0.03624696,          0.65057603,        179.69752680,        253.67444653,         99.89392276,         99.89373377,         68.50172196,       2216.83797627
,,,,,, 1003.600000,   30.087171,        563.32309833,        849.68824893,        314.71972377,        314.71913106,        220.88017174,       6181.41308527,          0.95461865,          3.82423031,          1.36945809,          1.36945910,          2.10608529,          0.58850830,          0.06238375,          0.18829146,          0.04172691,          0.04172685,          0.03631436,          0.59049975,        174.76316716,        263.60397776,         97.63742310,         97.63723922,         68.52500544,       1917.69755494
,,,,,, 1003.800000,   30.093167,        548.11548700,        883.65274892,        307.71470213,        307.71412516,        221.08267730,       5386.39543475,          0.96689095,          3.86177617,          1.37767676,          1.37767776,          2.11332128,          0.68725594,          0.06107424,          0.19674193,          0.04091200,          0.04091194,          0.03640278,          0.53890299,        170.04521697,        274.14099214,         95.46421243,         95.46403343,         68.58782997,       1671.05437102
,,,,,, 1004.000000,   30.099163,        533.56353244,        919.74063753,        300.96523443,        300.96467251,        221.41337853,       4733.01060248,          0.97890874,          3.90098051,          1.38573693,          1.38573792,          2.12057661,          0.77887828,          0.05980728,          0.20577737,          0.04012330,          0.04012324,          0.03651248,          0.49433113,        165.53067518,        285.33675835,         93.37028382,         93.37010949,         68.69042544,       1468.35080178
,,,,,, 1004.200000,   30.105159,        519.62857959,        958.13514443,        294.45919971,        294.45865218,        221.87328435,       4194.52010494,          0.99068018,          3.94195501,          1.39364363,          1.39364461,          2.12785550,          0.86414176,          0.05858107,          0.21545300,          0.03935974,          0.03935968,          0.03664377,          0.45562455,        161.20754960,        297.24812085,         91.35187691,         91.35170705,         68.83310483,       1301.29160411
,,,,,, 1004.400000,   30.111154,        506.27491572,        999.03988455,        288.18521338,        288.18467961,        222.46367699,       3748.00583182,          1.00221310,          3.98482144,          1.40140170,          1.40140267,          2.13516221,          0.94372826,          0.05739390,          0.22583064,          0.03862030,          0.03862025,          0.03679698,          0.42185144,        157.06476086,        309.93824834,         89.40545979,         89.40529420,         69.01626595,       1162.76675259
,,,,,, 1004.600000,   30.117150,        493.46949595,       1042.68165861,        282.13257388,        282.13205329,        223.18611869,       3374.96092128,          1.01351499,          4.02971283,          1.40901579,          1.40901674,          2.14250108,          1.01824261,          0.05624415,          0.23697977,          0.03790403,          0.03790398,          0.03697250,          0.39225728,        153.09205723,        323.47750259,         87.52771246,         87.52755095,         69.24039345,       1047.03475039
