../../../pdielec -processors 1 -size 0 -size 1 -size 2 -matrix ptfe -vmin 0 -vmax 1000 -mf 0.01 -method ap -method maxwell -sphere -needle 0 0 1 -csv command.csv -sigma 5 . -processors 1
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,   91.25,         0.000000,                   0.000007,     0.0000,     5.0
   4,   91.25,         0.000000,                   0.000000,     0.0000,     5.0
   6,  349.99,        17.118884,               72337.557354,  9210.3039,     5.0
   7,  372.09,        16.426646,               69412.437372,  8837.8660,     5.0
   8,  372.09,        16.426556,               69412.054294,  8837.8172,     5.0
   9,  402.06,         0.000000,                   0.000001,     0.0000,     5.0
  10,  402.06,         0.000000,                   0.000010,     0.0000,     5.0
,,,,,cm-1,thz,ap_noshape_real_dielectric(mf=0.01),ap_noshape_imag_dielectric(mf=0.01),ap_noshape_absorption_coeficient_cm-1(mf=0.01),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),ap_noshape_real_dielectric(mf=0.01/1mu),ap_noshape_imag_dielectric(mf=0.01/1mu),ap_noshape_absorption_coeficient_cm-1(mf=0.01/1mu),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),ap_noshape_real_dielectric(mf=0.01/2mu),ap_noshape_imag_dielectric(mf=0.01/2mu),ap_noshape_absorption_coeficient_cm-1(mf=0.01/2mu),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu),maxwell_sphere_real_dielectric(mf=0.01),maxwell_sphere_imag_dielectric(mf=0.01),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),maxwell_needle[0 0 1]_real_dielectric(mf=0.01),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),maxwell_sphere_real_dielectric(mf=0.01/1mu),maxwell_sphere_imag_dielectric(mf=0.01/1mu),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01/1mu),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),maxwell_needle[0 0 1]_real_dielectric(mf=0.01/1mu),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01/1mu),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01/1mu),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),maxwell_sphere_real_dielectric(mf=0.01/2mu),maxwell_sphere_imag_dielectric(mf=0.01/2mu),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01/2mu),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu),maxwell_needle[0 0 1]_real_dielectric(mf=0.01/2mu),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01/2mu),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01/2mu),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu)
,,,,,  361.400000,   10.834499,          2.12975256,          0.07943592,         53.66970588,        394.69077515,          2.12975256,          0.07943592,         53.66970588,        394.69077515,          2.12975256,          0.07943592,         53.66970588,        394.69077515,          2.02412619,          0.00035692,          0.24740358,          1.81942326,          1.89811425,          0.02621330,         18.76300679,        137.98446576,          2.02458206,          0.00030661,          0.21250419,          1.56277072,          1.89829962,          0.02619190,         18.74677715,        137.86511189,          2.02596477,         -0.00014030,          0.09720453,          0.71484892,          1.89885974,          0.02600797,         18.61239354,        136.87684541
,,,,,  361.600000,   10.840495,          2.13550582,          0.08053211,         54.36684280,        399.81756886,          2.13550582,          0.08053211,         54.36684280,        399.81756886,          2.13550582,          0.08053211,         54.36684280,        399.81756886,          2.02415476,          0.00035851,          0.24864214,          1.82853174,          1.89999190,          0.02536126,         18.15423143,        133.50748917,          2.02461224,          0.00030803,          0.21360529,          1.57086827,          1.90017783,          0.02533975,         18.13794805,        133.38774000,          2.02600000,         -0.00014072,          0.09755218,          0.71740558,          1.90073966,          0.02515501,         18.00306086,        132.39577015
,,,,,  361.800000,   10.846491,          2.14132991,          0.08177486,         55.16093674,        405.65739132,          2.14132991,          0.08177486,         55.16093674,        405.65739132,          2.14132991,          0.08177486,         55.16093674,        405.65739132,          2.02418346,          0.00036011,          0.24988922,          1.83770285,          1.90181481,          0.02454966,         17.57458707,        129.24474395,          2.02464257,          0.00030946,          0.21471427,          1.57902377,          1.90200130,          0.02452804,         17.55824964,        129.12459734,          2.02603539,         -0.00014115,          0.09790085,          0.71996972,          1.90256484,          0.02434250,         17.42285626,        128.12890493
,,,,,  362.000000,   10.852487,          2.14723261,          0.08316941,         56.05514019,        412.23342607,          2.14723261,          0.08316941,         56.05514019,        412.23342607,          2.14723261,          0.08316941,         56.05514019,        412.23342607,          2.02421229,          0.00036173,          0.25114490,          1.84693716,          1.90358519,          0.02377603,         17.02226861,        125.18295529,          2.02467303,          0.00031090,          0.21583120,          1.58723776,          1.90377226,          0.02375430,         17.00587684,        125.06240911,          2.02607096,         -0.00014158,          0.09825054,          0.72254133,          1.90433751,          0.02356796,         16.86997467,        124.06297501
,,,,,  362.200000,   10.858483,          2.15322185,          0.08472187,         57.05316821,        419.57299400,          2.15322185,          0.08472187,         57.05316821,        419.57299400,          2.15322185,          0.08472187,         57.05316821,        419.57299400,          2.02424125,          0.00036335,          0.25240924,          1.85623524,          1.90530517,          0.02303806,         16.49560658,        121.30984588,          2.02470363,          0.00031235,          0.21695616,          1.59551079,          1.90549280,          0.02301622,         16.47916020,        121.18889806,          2.02610669,         -0.00014200,          0.09860124,          0.72512043,          1.90605976,          0.02282908,         16.34274664,        120.18570314
,,,,,  362.400000,   10.864479,          2.15930576,          0.08643926,         58.15933236,        427.70780262,          2.15930576,          0.08643926,         58.15933236,        427.70780262,          2.15930576,          0.08643926,         58.15933236,        427.70780262,          2.02427033,          0.00036498,          0.25368234,          1.86559768,          1.90697675,          0.02233362,         15.99305533,        117.61404876,          2.02473437,          0.00031381,          0.21808922,          1.60384341,          1.90716494,          0.02231168,         15.97655405,        117.49269724,          2.02614259,         -0.00014243,          0.09895296,          0.72770702,          1.90773362,          0.02212375,         15.83962650,        116.48572238
,,,,,  362.600000,   10.870475,          2.16549265,          0.08832964,         59.37858118,        436.67424382,          2.16549265,          0.08832964,         59.37858118,        436.67424382,          2.16549265,          0.08832964,         59.37858118,        436.67424382,          2.02429955,          0.00036663,          0.25496426,          1.87502505,          1.90860184,          0.02166075,         15.51318228,        114.08502874,          2.02476525,          0.00031528,          0.21923046,          1.61223618,          1.90879060,          0.02163871,         15.49662583,        113.96327149,          2.02617866,         -0.00014286,          0.09930571,          0.73030111,          1.90936099,          0.02144998,         15.35918168,        112.95249759
,,,,,  362.800000,   10.876470,          2.17179104,          0.09040212,         60.71654785,        446.51374439,          2.17179104,          0.09040212,         60.71654785,        446.51374439,          2.17179104,          0.09040212,         60.71654785,        446.51374439,          2.02432890,          0.00036828,          0.25625510,          1.88451796,          1.91018226,          0.02101761,         15.05465833,        110.71301152,          2.02479627,          0.00031676,          0.22037996,          1.62068967,          1.91037158,          0.02099546,         15.03804644,        110.59084654,          2.02621491,         -0.00014329,          0.09965947,          0.73290271,          1.91094369,          0.02080595,         14.90008310,        109.57625448
,,,,,  363.000000,   10.882466,          2.17820966,          0.09266702,         62.17960579,        457.27317494,          2.17820966,          0.09266702,         62.17960579,        457.27317494,          2.17820966,          0.09266702,         62.17960579,        457.27317494,          2.02435839,          0.00036995,          0.25755493,          1.89407700,          1.91171975,          0.02040250,         14.61624914,        107.48891961,          2.02482743,          0.00031825,          0.22153779,          1.62920445,          1.91190963,          0.02038025,         14.59958154,        107.36634492,          2.02625132,         -0.00014373,          0.10001425,          0.73551182,          1.91248346,          0.02018995,         14.46109640,        106.34791555
,,,,,  363.200000,   10.888462,          2.18475748,          0.09513591,         63.77493304,        469.00532328,          2.18475748,          0.09513591,         63.77493304,        469.00532328,          2.18475748,          0.09513591,         63.77493304,        469.00532328,          2.02438800,          0.00037163,          0.25886384,          1.90370279,          1.91321595,          0.01981383,         14.19680722,        104.40431440,          2.02485873,          0.00031975,          0.22270404,          1.63778111,          1.91340640,          0.01979148,         14.18008364,        104.28132802,          2.02628792,         -0.00014416,          0.10037006,          0.73812846,          1.91398195,          0.01960040,         14.04107411,        103.25904219
,,,,,  363.400000,   10.894458,          2.19144368,          0.09782180,         65.51058645,        481.76943997,          2.19144368,          0.09782180,         65.51058645,        481.76943997,          2.19144368,          0.09782180,         65.51058645,        481.76943997,          2.02441775,          0.00037332,          0.26018190,          1.91339593,          1.91467244,          0.01925013,         13.79526484,        101.45134363,          2.02489018,          0.00032127,          0.22387878,          1.64642022,          1.91486346,          0.01922767,         13.77848502,        101.32794361,          2.02632468,         -0.00014459,          0.10072689,          0.74075261,          1.91544073,          0.01903582,         13.63894848,        100.30178213
,,,,,  363.600000,   10.900454,          2.19827765,          0.10073922,         67.39558681,        495.63186459,          2.19827765,          0.10073922,         67.39558681,        495.63186459,          2.19827765,          0.10073922,         67.39558681,        495.63186459,          2.02444764,          0.00037502,          0.26150921,          1.92315704,          1.91609072,          0.01871002,         13.41062752,         98.62269383,          2.02492178,          0.00032279,          0.22506209,          1.65512240,          1.91628230,          0.01868746,         13.39379118,         98.49887823,          2.02636163,         -0.00014503,          0.10108474,          0.74338429,          1.91686130,          0.01849483,         13.25372502,         97.46882185
,,,,,  363.800000,   10.906450,          2.20526900,          0.10390445,         69.44001638,        510.66674286,          2.20526900,          0.10390445,         69.44001638,        510.66674286,          2.20526900,          0.10390445,         69.44001638,        510.66674286,          2.02447766,          0.00037673,          0.26284585,          1.93298677,          1.91747221,          0.01819222,         13.04196816,         95.91154706,          2.02495352,          0.00032432,          0.22625406,          1.66388823,          1.91766436,          0.01816957,         13.02507505,         95.78731395,          2.02639876,         -0.00014547,          0.10144362,          0.74602350,          1.91824509,          0.01797615,         12.88447664,         94.75334340
,,,,,  364.000000,   10.912445,          2.21242749,          0.10733563,         71.65513038,        526.95684632,          2.21242749,          0.10733563,         71.65513038,        526.95684632,          2.21242749,          0.10733563,         71.65513038,        526.95684632,          2.02450782,          0.00037845,          0.26419190,          1.94288574,          1.91881828,          0.01769553,         12.68842170,         93.31154168,          2.02498541,          0.00032587,          0.22745477,          1.67271832,          1.91901100,          0.01767278,         12.67147156,         93.18688914,          2.02643606,         -0.00014590,          0.10180353,          0.74867025,          1.91959347,          0.01747859,         12.53033827,         92.14898508
,,,,,  364.200000,   10.918441,          2.21976308,          0.11105304,         74.05348417,        544.59450803,          2.21976308,          0.11105304,         74.05348417,        544.59450803,          2.21976308,          0.11105304,         74.05348417,        544.59450803,          2.02453811,          0.00038019,          0.26554746,          1.95285459,          1.92013023,          0.01721883,         12.34918029,         90.81673657,          2.02501744,          0.00032742,          0.22866430,          1.68161330,          1.92032352,          0.01719598,         12.33217285,         90.69166269,          2.02647355,         -0.00014634,          0.10216445,          0.75132454,          1.92090772,          0.01700102,         12.19050206,         89.64980573
,,,,,  364.400000,   10.924437,          2.22728577,          0.11507928,         76.64907839,        563.68268965,          2.22728577,          0.11507928,         76.64907839,        563.68268965,          2.22728577,          0.11507928,         76.64907839,        563.68268965,          2.02456855,          0.00038194,          0.26691260,          1.96289398,          1.92140929,          0.01676108,         12.02348880,         88.42157859,          2.02504963,          0.00032899,          0.22988274,          1.69057378,          1.92160315,          0.01673814,         12.00642382,         88.29608148,          2.02651121,         -0.00014678,          0.10252641,          0.75398637,          1.92218910,          0.01654240,         11.86421286,         87.25025215
,,,,,  364.600000,   10.930433,          2.23500564,          0.11943961,         79.45752431,        584.33619762,          2.23500564,          0.11943961,         79.45752431,        584.33619762,          2.23500564,          0.11943961,         79.45752431,        584.33619762,          2.02459912,          0.00038370,          0.26828743,          1.97300457,          1.92265666,          0.01632129,         11.71064086,         86.12087289,          2.02508196,          0.00033057,          0.23111017,          1.69960039,          1.92285109,          0.01629825,         11.69351806,         85.99495065,          2.02654907,         -0.00014722,          0.10288939,          0.75665575,          1.92343878,          0.01610174,         11.55076429,         84.94512943
,,,,,  364.800000,   10.936429,          2.24293268,          0.12416220,         82.49623224,        606.68306849,          2.24293268,          0.12416220,         82.49623224,        606.68306849,          2.24293268,          0.12416220,         82.49623224,        606.68306849,          2.02462984,          0.00038547,          0.26967203,          1.98318701,          1.92387345,          0.01589855,         11.40997510,         83.90975582,          2.02511445,          0.00033216,          0.23234668,          1.70869378,          1.92406846,          0.01587542,         11.39279423,         83.78340656,          2.02658710,         -0.00014766,          0.10325339,          0.75933267,          1.92465790,          0.01567813,         11.24949499,         82.72957385
,,,,,  365.000000,   10.942425,          2.25107667,          0.12927852,         85.78462593,        630.86614598,          2.25107667,          0.12927852,         85.78462593,        630.86614598,          2.25107667,          0.12927852,         85.78462593,        630.86614598,          2.02466070,          0.00038725,          0.27106650,          1.99344199,          1.92506076,          0.01549200,         11.12087183,         81.78367014,          2.02514709,          0.00033376,          0.23359236,          1.71785458,          1.92525634,          0.01546877,         11.10363264,         81.65689197,          2.02662533,         -0.00014810,          0.10361842,          0.76201714,          1.92584753,          0.01527071,         10.95978524,         80.59902809
,,,,,  365.200000,   10.948421,          2.25944708,          0.13482376,         89.34438663,        657.04487538,          2.25944708,          0.13482376,         89.34438663,        657.04487538,          2.25944708,          0.13482376,         89.34438663,        657.04487538,          2.02469170,          0.00038905,          0.27247092,          2.00377019,          1.92621961,          0.01510083,         10.84274995,         79.73834237,          2.02517988,          0.00033537,          0.23484730,          1.72708346,          1.92641576,          0.01507750,         10.82545219,         79.61113341,          2.02666374,         -0.00014855,          0.10398448,          0.76470916,          1.92700871,          0.01487867,         10.68105394,         78.54921862
,,,,,  365.400000,   10.954416,          2.26805276,          0.14083725,         93.19973039,        685.39734340,          2.26805276,          0.14083725,         93.19973039,        685.39734340,          2.26805276,          0.14083725,         93.19973039,        685.39734340,          2.02472284,          0.00039086,          0.27388538,          2.01417230,          1.92735099,          0.01472427,         10.57506413,         77.76976207,          2.02521282,          0.00033699,          0.23611158,          1.73638107,          1.92754771,          0.01470086,         10.55770753,         77.64212044,          2.02670234,         -0.00014899,          0.10435157,          0.76740873,          1.92814242,          0.01450125,         10.41275575,         76.57613488
,,,,,  365.600000,   10.960412,          2.27690172,          0.14736299,         97.37772312,        716.12259450,          2.27690172,          0.14736299,         97.37772312,        716.12259450,          2.27690172,          0.14736299,         97.37772312,        716.12259450,          2.02475413,          0.00039268,          0.27531000,          2.02464901,          1.92845583,          0.01436163,         10.31730220,         75.87416280,          2.02524592,          0.00033863,          0.23738530,          1.74574808,          1.92865313,          0.01433812,         10.29988651,         75.74608661,          2.02674113,         -0.00014944,          0.10471968,          0.77011586,          1.92924961,          0.01413774,         10.15437848,         74.67601037
,,,,,  365.800000,   10.966408,          2.28600076,          0.15445028,        101.90863763,        749.44325705,          2.28600076,          0.15445028,        101.90863763,        749.44325705,          2.28600076,          0.15445028,        101.90863763,        749.44325705,          2.02478557,          0.00039451,          0.27674485,          2.03520103,          1.92953505,          0.01401222,         10.06898281,         74.04800467,          2.02527918,          0.00034027,          0.23866854,          1.75518518,          1.92973293,          0.01398862,         10.05150778,         73.91949205,          2.02678011,         -0.00014988,          0.10508882,          0.77283053,          1.93033118,          0.01378747,          9.90544078,         72.84530509
,,,,,  366.000000,   10.972404,          2.29535496,          0.16215431,        106.82635762,        785.60851419,          2.29535496,          0.16215431,        106.82635762,        785.60851419,          2.29535496,          0.16215431,        106.82635762,        785.60851419,          2.02481715,          0.00039636,          0.27819005,          2.04582907,          1.93058950,          0.01367542,          9.82965326,         72.28795834,          2.02531260,          0.00034193,          0.23996141,          1.76469304,          1.93078796,          0.01365172,          9.81211862,         72.15900741,          2.02681929,         -0.00015033,          0.10545898,          0.77555275,          1.93138798,          0.01344981,          9.66548991,         71.08068961
,,,,,  366.200000,   10.978400,          2.30496715,          0.17053700,        112.16883329,        824.89745438,          2.30496715,          0.17053700,        112.16883329,        824.89745438,          2.30496715,          0.17053700,        112.16883329,        824.89745438,          2.02484888,          0.00039822,          0.27964567,          2.05653387,          1.93162002,          0.01335063,          9.59888743,         70.59089028,          2.02534617,          0.00034361,          0.24126400,          1.77427235,          1.93181906,          0.01332685,          9.58129294,         70.46149916,          2.02685866,         -0.00015078,          0.10583017,          0.77828252,          1.93242086,          0.01312415,          9.43409977,         69.37903031
,,,,,  366.400000,   10.984396,          2.31483711,          0.17966773,        117.97859304,        867.62283438,          2.31483711,          0.17966773,        117.97859304,        867.62283438,          2.31483711,          0.17966773,        117.97859304,        867.62283438,          2.02488075,          0.00040009,          0.28111184,          2.06731615,          1.93262738,          0.01303730,          9.37628402,         68.95384922,          2.02537991,          0.00034529,          0.24257640,          1.78392384,          1.93282700,          0.01301342,          9.35862941,         68.82401603,          2.02689823,         -0.00015123,          0.10620239,          0.78101983,          1.93343059,          0.01280996,          9.21086903,         67.73737582
,,,,,  366.600000,   10.990392,          2.32496060,          0.18962434,        124.30331486,        914.13528150,          2.32496060,          0.18962434,        124.30331486,        914.13528150,          2.32496060,          0.18962434,        124.30331486,        914.13528150,          2.02491278,          0.00040198,          0.28258864,          2.07817664,          1.93361236,          0.01273489,          9.16146481,         67.37405369,          2.02541380,          0.00034698,          0.24389871,          1.79364819,          1.93381256,          0.01271093,          9.14374983,         67.24377654,          2.02693800,         -0.00015168,          0.10657564,          0.78376469,          1.93441794,          0.01250668,          8.99541945,         66.15294454
,,,,,  366.800000,   10.996387,          2.33532814,          0.20049410,        131.19645945,        964.82794954,          2.33532814,          0.20049410,        131.19645945,        964.82794954,          2.33532814,          0.20049410,        131.19645945,        964.82794954,          2.02494496,          0.00040388,          0.28407618,          2.08911611,          1.93457567,          0.01244292,          8.95407309,         65.84888049,          2.02544786,          0.00034869,          0.24523103,          1.80344614,          1.93477646,          0.01241886,          8.93629749,         65.71815749,          2.02697796,         -0.00015213,          0.10694990,          0.78651708,          1.93538363,          0.01221384,          8.78739432,         64.62311318
,,,,,  367.000000,   11.002383,          2.34592347,          0.21237478,        138.71796421,       1020.14162219,          2.34592347,          0.21237478,        138.71796421,       1020.14162219,          2.34592347,          0.21237478,        138.71796421,       1020.14162219,          2.02497729,          0.00040579,          0.28557456,          2.10013530,          1.93551801,          0.01216090,          8.75377225,         64.37585409,          2.02548208,          0.00035041,          0.24657345,          1.81331841,          1.93571939,          0.01213675,          8.73593577,         64.24468337,          2.02701813,         -0.00015258,          0.10732520,          0.78927702,          1.93632836,          0.01193096,          8.58645701,         63.14540611
,,,,,  367.200000,   11.008379,          2.35672154,          0.22537581,        146.93499239,       1080.57022281,          2.35672154,          0.22537581,        146.93499239,       1080.57022281,          2.35672154,          0.22537581,        146.93499239,       1080.57022281,          2.02500977,          0.00040771,          0.28708389,          2.11123500,          1.93644006,          0.01188840,          8.56024442,         62.95263687,          2.02551647,          0.00035215,          0.24792608,          1.82326574,          1.93664202,          0.01186416,          8.54234680,         62.82101652,          2.02705850,         -0.00015303,          0.10770151,          0.79204448,          1.93725279,          0.01165759,          8.39228963,         61.71748556
,,,,,  367.400000,   11.014375,          2.36768609,          0.23961944,        155.92272463,       1146.66663506,          2.36768609,          0.23961944,        155.92272463,       1146.66663506,          2.36768609,          0.23961944,        155.92272463,       1146.66663506,          2.02504241,          0.00040965,          0.28860426,          2.12241596,          1.93734244,          0.01162499,          8.37318925,         61.57702002,          2.02555102,          0.00035389,          0.24928902,          1.83328888,          1.93754499,          0.01160067,          8.35523023,         61.44494815,          2.02709907,         -0.00015349,          0.10807886,          0.79481947,          1.93815757,          0.01139331,          8.20459180,         60.33714263
,,,,,  367.600000,   11.020371,          2.37876645,          0.25524182,        165.76516836,       1219.04865541,          2.37876645,          0.25524182,        165.76516836,       1219.04865541,          2.37876645,          0.25524182,        165.76516836,       1219.04865541,          2.02507520,          0.00041161,          0.29013580,          2.13367898,          1.93822578,          0.01137029,          8.19232276,         60.24691519,          2.02558574,          0.00035565,          0.25066236,          1.84338858,          1.93842892,          0.01134587,          8.17430208,         60.11438990,          2.02713985,         -0.00015394,          0.10845722,          0.79760198,          1.93904332,          0.01113774,          8.02307955,         59.00228883
,,,,,  367.800000,   11.026367,          2.38989369,          0.27239401,        176.55594377,       1298.40477337,          2.38989369,          0.27239401,        176.55594377,       1298.40477337,          2.38989369,          0.27239401,        176.55594377,       1298.40477337,          2.02510815,          0.00041357,          0.29167860,          2.14502486,          1.93909066,          0.01112390,          8.01737630,         58.96034674,          2.02562062,          0.00035742,          0.25204623,          1.85356560,          1.93929439,          0.01109940,          7.99929372,         58.82736613,          2.02718084,         -0.00015440,          0.10883660,          0.80039201,          1.93991061,          0.01089048,          7.84748422,         57.71094842
,,,,,  368.000000,   11.032362,          2.40097575,          0.29124256,        188.39898003,       1385.49929129,          2.40097575,          0.29124256,        188.39898003,       1385.49929129,          2.40097575,          0.29124256,        188.39898003,       1385.49929129,          2.02514126,          0.00041555,          0.29323278,          2.15645439,          1.93993765,          0.01088549,          7.84809560,         57.71544459,          2.02565568,          0.00035921,          0.25344071,          1.86382074,          1.94014197,          0.01086089,          7.82995084,         57.58200674,          2.02722203,         -0.00015486,          0.10921701,          0.80318954,          1.94076002,          0.01065119,          7.67755148,         56.46125117
,,,,,  368.200000,   11.038358,          2.41189134,          0.31196970,        201.40901908,       1481.17602952,          2.41189134,          0.31196970,        201.40901908,       1481.17602952,          2.41189134,          0.31196970,        201.40901908,       1481.17602952,          2.02517452,          0.00041755,          0.29479844,          2.16796840,          1.94076729,          0.01065470,          7.68423979,         56.51043751,          2.02569090,          0.00036101,          0.25484592,          1.87415476,          1.94097222,          0.01063002,          7.66603260,         56.37654051,          2.02726344,         -0.00015531,          0.10959844,          0.80599457,          1.94159210,          0.01041953,          7.51304048,         55.25142574
,,,,,  368.400000,   11.044354,          2.42248265,          0.33477251,        215.71177314,       1586.35948436,          2.42248265,          0.33477251,        215.71177314,       1586.35948436,          2.42248265,          0.33477251,        215.71177314,       1586.35948436,          2.02520795,          0.00041956,          0.29637571,          2.17956771,          1.94158012,          0.01043123,          7.52558064,         55.34364701,          2.02572630,          0.00036282,          0.25626197,          1.88456846,          1.94178564,          0.01040645,          7.50731075,         55.20928894,          2.02730506,         -0.00015577,          0.10998088,          0.80880709,          1.94240736,          0.01019519,          7.35372295,         54.07979351
,,,,,  368.600000,   11.050350,          2.43254631,          0.35986076,        231.44351013,       1702.05177974,          2.43254631,          0.35986076,        231.44351013,       1702.05177974,          2.43254631,          0.35986076,        231.44351013,       1702.05177974,          2.02524153,          0.00042158,          0.29796468,          2.19125315,          1.94237662,          0.01021476,          7.37190174,         54.21348157,          2.02576187,          0.00036465,          0.25768896,          1.89506265,          1.94258274,          0.01018990,          7.35356888,         54.07866049,          2.02734689,         -0.00015623,          0.11036434,          0.81162710,          1.94320631,          0.00997784,          7.19938247,         52.94476281
,,,,,  368.800000,   11.056346,          2.44182280,          0.38745270,        248.74974419,       1829.32303687,          2.44182280,          0.38745270,        248.74974419,       1829.32303687,          2.44182280,          0.38745270,        248.74974419,       1829.32303687,          2.02527528,          0.00042362,          0.29956549,          2.20302557,          1.94315729,          0.01000502,          7.22299776,         53.11843133,          2.02579762,          0.00036648,          0.25912700,          1.90563814,          1.94336401,          0.00998007,          7.20460169,         52.98314532,          2.02738893,         -0.00015669,          0.11074882,          0.81445457,          1.94398943,          0.00976722,          7.04981371,         51.84482365
,,,,,  369.000000,   11.062342,          2.44998413,          0.41776778,        267.78257973,       1969.29184214,          2.44998413,          0.41776778,        267.78257973,       1969.29184214,          2.44998413,          0.41776778,        267.78257973,       1969.29184214,          2.02530919,          0.00042568,          0.30117823,          2.21488583,          1.94392259,          0.00980172,          7.07867385,         52.05706315,          2.02583354,          0.00036834,          0.26057622,          1.91629575,          1.94412991,          0.00977668,          7.06021429,         51.92131027,          2.02743120,         -0.00015716,          0.11113431,          0.81728951,          1.94475718,          0.00956304,          6.90482177,         50.77854276
,,,,,  369.200000,   11.068338,          2.45662005,          0.45101514,        288.69609577,       2123.09130353,          2.45662005,          0.45101514,        288.69609577,       2123.09130353,          2.45662005,          0.45101514,        288.69609577,       2123.09130353,          2.02534326,          0.00042774,          0.30280304,          2.22683478,          1.94467296,          0.00960461,          6.93874492,         51.02801599,          2.02586964,          0.00037020,          0.26203671,          1.92703633,          1.94488088,          0.00957948,          6.92022161,         50.89179428,          2.02747368,         -0.00015762,          0.11152082,          0.82013189,          1.94551002,          0.00936505,          6.76422155,         49.74455896
,,,,,  369.400000,   11.074333,          2.46122360,          0.48737620,        311.63896672,       2291.81478298,          2.46122360,          0.48737620,        311.63896672,       2291.81478298,          2.46122360,          0.48737620,        311.63896672,       2291.81478298,          2.02537750,          0.00042983,          0.30444003,          2.23887332,          1.94540884,          0.00941344,          6.80303512,         50.02999661,          2.02590591,          0.00037209,          0.26350860,          1.93786072,          1.94561737,          0.00938822,          6.78444779,         49.89330414,          2.02751638,         -0.00015808,          0.11190833,          0.82298171,          1.94624838,          0.00917299,          6.62783720,         48.74157887
,,,,,  369.600000,   11.080329,          2.46317733,          0.52697969,        336.74331551,       2476.43392187,          2.46317733,          0.52697969,        336.74331551,       2476.43392187,          2.46317733,          0.52697969,        336.74331551,       2476.43392187,          2.02541191,          0.00043193,          0.30608932,          2.25100232,          1.94613064,          0.00922798,          6.67137728,         49.06177564,          2.02594237,          0.00037398,          0.26499201,          1.94876977,          1.94633978,          0.00920267,          6.65272567,         48.92461043,          2.02755930,         -0.00015855,          0.11229686,          0.82583896,          1.94697266,          0.00898665,          6.49550151,         47.76837296
,,,,,  369.800000,   11.086325,          2.46174279,          0.56986703,        364.10863342,       2677.68038597,          2.46174279,          0.56986703,        364.10863342,       2677.68038597,          2.46174279,          0.56986703,        364.10863342,       2677.68038597,          2.02544648,          0.00043404,          0.30775104,          2.26322269,          1.94683876,          0.00904800,          6.54361240,         48.12218375,          2.02597900,          0.00037589,          0.26648704,          1.95976435,          1.94704851,          0.00902261,          6.52489624,         47.98454384,          2.02760245,         -0.00015901,          0.11268639,          0.82870361,          1.94768328,          0.00880578,          6.36705547,         46.82377177
,,,,,  370.000000,   11.092321,          2.45605742,          0.61594654,        393.77956974,       2895.88252934,          2.45605742,          0.61594654,        393.77956974,       2895.88252934,          2.45605742,          0.61594654,        393.77956974,       2895.88252934,          2.02548123,          0.00043617,          0.30942530,          2.27553533,          1.94753358,          0.00887330,          6.41958917,         47.21010829,          2.02601582,          0.00037782,          0.26799382,          1.97084535,          1.94774395,          0.00884781,          6.40080820,         47.07199170,          2.02764582,         -0.00015948,          0.11307693,          0.83157566,          1.94838060,          0.00863018,          6.24234776,         45.90666250
,,,,,  370.200000,   11.098317,          2.44514464,          0.66493620,        425.71665325,       3130.75007778,          2.44514464,          0.66493620,        425.71665325,       3130.75007778,          2.44514464,          0.66493620,        425.71665325,       3130.75007778,          2.02551614,          0.00043831,          0.31111224,          2.28794116,          1.94821548,          0.00870366,          6.29916357,         46.32448996,          2.02605283,          0.00037976,          0.26951248,          1.98201364,          1.94842646,          0.00867809,          6.28031751,         46.18589471,          2.02768942,         -0.00015995,          0.11346847,          0.83445509,          1.94906502,          0.00845965,          6.12123430,         45.01598570
