../../../pdielec -processors 1 -size 0 -size 1 -size 2 -matrix ptfe -vmin 0 -vmax 1000 -mf 0.01 -method ap -method maxwell -sphere -needle 0 0 1 -csv command.csv -sigma 5 . -processors 1
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,   91.25,         0.000000,                   0.000007,     0.0000,     5.0
   4,   91.25,         0.000000,                   0.000000,     0.0000,     5.0
   6,  349.99,        17.118884,               72337.557354,  9210.3039,     5.0
   7,  372.09,        16.426646,               69412.437372,  8837.8660,     5.0
   8,  372.09,        16.426556,               69412.054294,  8837.8172,     5.0
   9,  402.06,         0.000000,                   0.000001,     0.0000,     5.0
  10,  402.06,         0.000000,                   0.000010,     0.0000,     5.0
,,,,,cm-1,thz,ap_noshape_real_dielectric(mf=0.01),ap_noshape_imag_dielectric(mf=0.01),ap_noshape_absorption_coeficient_cm-1(mf=0.01),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),ap_noshape_real_dielectric(mf=0.01/1mu),ap_noshape_imag_dielectric(mf=0.01/1mu),ap_noshape_absorption_coeficient_cm-1(mf=0.01/1mu),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),ap_noshape_real_dielectric(mf=0.01/2mu),ap_noshape_imag_dielectric(mf=0.01/2mu),ap_noshape_absorption_coeficient_cm-1(mf=0.01/2mu),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu),maxwell_sphere_real_dielectric(mf=0.01),maxwell_sphere_imag_dielectric(mf=0.01),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),maxwell_needle[0 0 1]_real_dielectric(mf=0.01),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01),maxwell_sphere_real_dielectric(mf=0.01/1mu),maxwell_sphere_imag_dielectric(mf=0.01/1mu),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01/1mu),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),maxwell_needle[0 0 1]_real_dielectric(mf=0.01/1mu),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01/1mu),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01/1mu),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/1mu),maxwell_sphere_real_dielectric(mf=0.01/2mu),maxwell_sphere_imag_dielectric(mf=0.01/2mu),maxwell_sphere_absorption_coeficient_cm-1(mf=0.01/2mu),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu),maxwell_needle[0 0 1]_real_dielectric(mf=0.01/2mu),maxwell_needle[0 0 1]_imag_dielectric(mf=0.01/2mu),maxwell_needle[0 0 1]_absorption_coeficient_cm-1(mf=0.01/2mu),maxwell_needle[0 0 1]_molar_absorption_coeficient_cm-1.L.mole-1(mf=0.01/2mu)
,,,,,  942.400000,   28.252441,          2.01127224,          0.00002405,          0.04360381,          0.32066544,          2.01127224,          0.00002405,          0.04360381,          0.32066544,          2.01127224,          0.00002405,          0.04360381,          0.32066544,          2.00772128,          0.00001128,          0.02047998,          0.15061124,          2.00815647,          0.00001359,          0.02465945,          0.18134735,          2.00801371,         -0.00010096,          0.18321639,          1.34738616,          2.00837945,         -0.00007326,          0.13293378,          0.97760432,          2.00856572,         -0.00082600,          1.49878271,         11.02215302,          2.00879271,         -0.00066229,          1.20166476,          8.83712678
,,,,,  942.600000,   28.258437,          2.01127417,          0.00002403,          0.04357876,          0.32048124,          2.01127417,          0.00002403,          0.04357876,          0.32048124,          2.01127417,          0.00002403,          0.04357876,          0.32048124,          2.00772218,          0.00001127,          0.02046603,          0.15050860,          2.00815755,          0.00001358,          0.02464403,          0.18123391,          2.00801480,         -0.00010107,          0.18345438,          1.34913638,          2.00838067,         -0.00007334,          0.13311846,          0.97896246,          2.00856698,         -0.00082670,          1.50037085,         11.03383231,          2.00879402,         -0.00066285,          1.20292561,          8.84639920
,,,,,  942.800000,   28.264433,          2.01127609,          0.00002401,          0.04355373,          0.32029721,          2.01127609,          0.00002401,          0.04355373,          0.32029721,          2.01127609,          0.00002401,          0.04355373,          0.32029721,          2.00772308,          0.00001126,          0.02045209,          0.15040607,          2.00815864,          0.00001357,          0.02462862,          0.18112058,          2.00801588,         -0.00010118,          0.18369252,          1.35088765,          2.00838189,         -0.00007343,          0.13330324,          0.98032136,          2.00856824,         -0.00082740,          1.50195987,         11.04551803,          2.00879534,         -0.00066340,          1.20418714,          8.85567656
,,,,,  943.000000,   28.270429,          2.01127801,          0.00002399,          0.04352873,          0.32011334,          2.01127801,          0.00002399,          0.04352873,          0.32011334,          2.01127801,          0.00002399,          0.04352873,          0.32011334,          2.00772398,          0.00001125,          0.02043816,          0.15030366,          2.00815972,          0.00001355,          0.02461322,          0.18100736,          2.00801696,         -0.00010129,          0.18393080,          1.35263996,          2.00838311,         -0.00007352,          0.13348812,          0.98168101,          2.00856950,         -0.00082810,          1.50354976,         11.05721019,          2.00879666,         -0.00066396,          1.20544934,          8.86495886
,,,,,  943.200000,   28.276425,          2.01127992,          0.00002397,          0.04350375,          0.31992965,          2.01127992,          0.00002397,          0.04350375,          0.31992965,          2.01127992,          0.00002397,          0.04350375,          0.31992965,          2.00772488,          0.00001124,          0.02042425,          0.15020136,          2.00816081,          0.00001354,          0.02459784,          0.18089427,          2.00801805,         -0.00010140,          0.18416922,          1.35439332,          2.00838432,         -0.00007360,          0.13367311,          0.98304142,          2.00857076,         -0.00082881,          1.50514052,         11.06890879,          2.00879797,         -0.00066451,          1.20671221,          8.87424610
,,,,,  943.400000,   28.282420,          2.01128184,          0.00002395,          0.04347880,          0.31974612,          2.01128184,          0.00002395,          0.04347880,          0.31974612,          2.01128184,          0.00002395,          0.04347880,          0.31974612,          2.00772578,          0.00001123,          0.02041035,          0.15009917,          2.00816189,          0.00001353,          0.02458248,          0.18078128,          2.00801913,         -0.00010151,          0.18440778,          1.35614773,          2.00838554,         -0.00007369,          0.13385820,          0.98440258,          2.00857202,         -0.00082951,          1.50673216,         11.08061382,          2.00879928,         -0.00066507,          1.20797575,          8.88353829
,,,,,  943.600000,   28.288416,          2.01128376,          0.00002393,          0.04345386,          0.31956276,          2.01128376,          0.00002393,          0.04345386,          0.31956276,          2.01128376,          0.00002393,          0.04345386,          0.31956276,          2.00772668,          0.00001122,          0.02039647,          0.14999709,          2.00816297,          0.00001352,          0.02456713,          0.18066841,          2.00802021,         -0.00010162,          0.18464649,          1.35790318,          2.00838675,         -0.00007378,          0.13404339,          0.98576450,          2.00857327,         -0.00083021,          1.50832468,         11.09232528,          2.00880059,         -0.00066562,          1.20923997,          8.89283541
,,,,,  943.800000,   28.294412,          2.01128567,          0.00002392,          0.04342895,          0.31937957,          2.01128567,          0.00002392,          0.04342895,          0.31937957,          2.01128567,          0.00002392,          0.04342895,          0.31937957,          2.00772758,          0.00001121,          0.02038261,          0.14989513,          2.00816405,          0.00001351,          0.02455180,          0.18055566,          2.00802129,         -0.00010173,          0.18488533,          1.35965969,          2.00838797,         -0.00007386,          0.13422869,          0.98712717,          2.00857453,         -0.00083091,          1.50991807,         11.10404319,          2.00880190,         -0.00066618,          1.21050486,          8.90213747
,,,,,  944.000000,   28.300408,          2.01128758,          0.00002390,          0.04340407,          0.31919655,          2.01128758,          0.00002390,          0.04340407,          0.31919655,          2.01128758,          0.00002390,          0.04340407,          0.31919655,          2.00772847,          0.00001120,          0.02036876,          0.14979327,          2.00816513,          0.00001350,          0.02453648,          0.18044302,          2.00802237,         -0.00010184,          0.18512432,          1.36141724,          2.00838918,         -0.00007395,          0.13441409,          0.98849060,          2.00857579,         -0.00083161,          1.51151233,         11.11576753,          2.00880321,         -0.00066673,          1.21177041,          8.91144448
,,,,,  944.200000,   28.306404,          2.01128949,          0.00002388,          0.04337920,          0.31901369,          2.01128949,          0.00002388,          0.04337920,          0.31901369,          2.01128949,          0.00002388,          0.04337920,          0.31901369,          2.00772937,          0.00001119,          0.02035492,          0.14969153,          2.00816621,          0.00001349,          0.02452118,          0.18033050,          2.00802345,         -0.00010195,          0.18536346,          1.36317584,          2.00839039,         -0.00007404,          0.13459959,          0.98985479,          2.00857704,         -0.00083231,          1.51310747,         11.12749831,          2.00880452,         -0.00066729,          1.21303664,          8.92075642
,,,,,  944.400000,   28.312400,          2.01129140,          0.00002386,          0.04335436,          0.31883100,          2.01129140,          0.00002386,          0.04335436,          0.31883100,          2.01129140,          0.00002386,          0.04335436,          0.31883100,          2.00773027,          0.00001118,          0.02034110,          0.14958991,          2.00816729,          0.00001348,          0.02450590,          0.18021809,          2.00802453,         -0.00010206,          0.18560273,          1.36493549,          2.00839160,         -0.00007412,          0.13478519,          0.99121974,          2.00857829,         -0.00083301,          1.51470349,         11.13923553,          2.00880583,         -0.00066785,          1.21430355,          8.93007331
,,,,,  944.600000,   28.318396,          2.01129331,          0.00002384,          0.04332954,          0.31864848,          2.01129331,          0.00002384,          0.04332954,          0.31864848,          2.01129331,          0.00002384,          0.04332954,          0.31864848,          2.00773116,          0.00001117,          0.02032730,          0.14948839,          2.00816837,          0.00001346,          0.02449063,          0.18010579,          2.00802561,         -0.00010217,          0.18584215,          1.36669619,          2.00839281,         -0.00007421,          0.13497090,          0.99258545,          2.00857954,         -0.00083372,          1.51630038,         11.15097919,          2.00880713,         -0.00066840,          1.21557112,          8.93939514
,,,,,  944.800000,   28.324391,          2.01129522,          0.00002382,          0.04330474,          0.31846613,          2.01129522,          0.00002382,          0.04330474,          0.31846613,          2.01129522,          0.00002382,          0.04330474,          0.31846613,          2.00773205,          0.00001116,          0.02031351,          0.14938698,          2.00816945,          0.00001345,          0.02447537,          0.17999361,          2.00802668,         -0.00010228,          0.18608171,          1.36845794,          2.00839402,         -0.00007429,          0.13515671,          0.99395192,          2.00858080,         -0.00083442,          1.51789815,         11.16272929,          2.00880844,         -0.00066896,          1.21683937,          8.94872191
