../../../pdielec -processors 4 -program castep phonon -vmin 300 -vmax 800 -sphere -vf 0.1 -method mie -size 1.0 0.1 -sigma 5 -csv command.csv -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
   4,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
   5,  388.28,         9.290771,               39259.082853,  4998.6217,     5.0
,,,,,,cm-1,thz,mie_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1/0.1mu),mie_sphere_real_dielectric(vf=0.1/1/0.1mu),mie_sphere_imag_dielectric(vf=0.1/1/0.1mu),mie_sphere_absorption_coefficent_cm-1(vf=0.1/1/0.1mu)
,,,,,,  353.600000,   10.600661,          1.84877205,          1.40894097,         -0.01972190,         16.03128060
,,,,,,  353.800000,   10.606657,          1.86152664,          1.40812331,         -0.01984098,         16.14187966
,,,,,,  354.000000,   10.612653,          1.87449189,          1.40729828,         -0.01996204,         16.25430538
,,,,,,  354.200000,   10.618649,          1.88767413,          1.40646573,         -0.02008514,         16.36861273
,,,,,,  354.400000,   10.624645,          1.90107997,          1.40562550,         -0.02021033,         16.48485896
,,,,,,  354.600000,   10.630641,          1.91471628,          1.40477742,         -0.02033768,         16.60310366
,,,,,,  354.800000,   10.636636,          1.92859022,          1.40392133,         -0.02046727,         16.72340887
,,,,,,  355.000000,   10.642632,          1.94270923,          1.40305705,         -0.02059916,         16.84583928
,,,,,,  355.200000,   10.648628,          1.95708111,          1.40218442,         -0.02073342,         16.97046229
,,,,,,  355.400000,   10.654624,          1.97171394,          1.40130325,         -0.02087013,         17.09734816
,,,,,,  355.600000,   10.660620,          1.98661619,          1.40041334,         -0.02100938,         17.22657020
,,,,,,  355.800000,   10.666616,          2.00179667,          1.39951450,         -0.02115124,         17.35820491
,,,,,,  356.000000,   10.672612,          2.01726459,          1.39860654,         -0.02129580,         17.49233214
,,,,,,  356.200000,   10.678607,          2.03302958,          1.39768924,         -0.02144315,         17.62903527
,,,,,,  356.400000,   10.684603,          2.04910168,          1.39676239,         -0.02159338,         17.76840143
,,,,,,  356.600000,   10.690599,          2.06549138,          1.39582577,         -0.02174661,         17.91052167
,,,,,,  356.800000,   10.696595,          2.08220967,          1.39487914,         -0.02190292,         18.05549120
,,,,,,  357.000000,   10.702591,          2.09926803,          1.39392227,         -0.02206242,         18.20340961
,,,,,,  357.200000,   10.708587,          2.11667849,          1.39295492,         -0.02222524,         18.35438113
,,,,,,  357.400000,   10.714582,          2.13445363,          1.39197683,         -0.02239148,         18.50851488
,,,,,,  357.600000,   10.720578,          2.15260662,          1.39098774,         -0.02256128,         18.66592516
,,,,,,  357.800000,   10.726574,          2.17115129,          1.38998738,         -0.02273476,         18.82673176
,,,,,,  358.000000,   10.732570,          2.19010211,          1.38897546,         -0.02291206,         18.99106027
,,,,,,  358.200000,   10.738566,          2.20947428,          1.38795170,         -0.02309331,         19.15904242
,,,,,,  358.400000,   10.744562,          2.22928374,          1.38691579,         -0.02327868,         19.33081645
,,,,,,  358.600000,   10.750558,          2.24954723,          1.38586742,         -0.02346831,         19.50652753
,,,,,,  358.800000,   10.756553,          2.27028234,          1.38480627,         -0.02366238,         19.68632816
,,,,,,  359.000000,   10.762549,          2.29150756,          1.38373199,         -0.02386106,         19.87037862
,,,,,,  359.200000,   10.768545,          2.31324231,          1.38264425,         -0.02406452,         20.05884746
,,,,,,  359.400000,   10.774541,          2.33550706,          1.38154267,         -0.02427296,         20.25191206
,,,,,,  359.600000,   10.780537,          2.35832333,          1.38042689,         -0.02448658,         20.44975913
,,,,,,  359.800000,   10.786533,          2.38171382,          1.37929651,         -0.02470560,         20.65258538
,,,,,,  360.000000,   10.792528,          2.40570243,          1.37815113,         -0.02493023,         20.86059813
,,,,,,  360.200000,   10.798524,          2.43031438,          1.37699033,         -0.02516072,         21.07401601
,,,,,,  360.400000,   10.804520,          2.45557627,          1.37581367,         -0.02539730,         21.29306977
,,,,,,  360.600000,   10.810516,          2.48151621,          1.37462070,         -0.02564026,         21.51800305
,,,,,,  360.800000,   10.816512,          2.50816387,          1.37341093,         -0.02588985,         21.74907328
,,,,,,  361.000000,   10.822508,          2.53555065,          1.37218389,         -0.02614638,         21.98655264
,,,,,,  361.200000,   10.828504,          2.56370977,          1.37093906,         -0.02641016,         22.23072910
,,,,,,  361.400000,   10.834499,          2.59267637,          1.36967591,         -0.02668151,         22.48190755
,,,,,,  361.600000,   10.840495,          2.62248770,          1.36839387,         -0.02696077,         22.74041099
,,,,,,  361.800000,   10.846491,          2.65318328,          1.36709238,         -0.02724833,         23.00658190
,,,,,,  362.000000,   10.852487,          2.68480499,          1.36577083,         -0.02754456,         23.28078364
,,,,,,  362.200000,   10.858483,          2.71739733,          1.36442860,         -0.02784988,         23.56340203
,,,,,,  362.400000,   10.864479,          2.75100758,          1.36306502,         -0.02816474,         23.85484706
,,,,,,  362.600000,   10.870475,          2.78568603,          1.36167941,         -0.02848959,         24.15555475
,,,,,,  362.800000,   10.876470,          2.82148620,          1.36027107,         -0.02882494,         24.46598916
,,,,,,  363.000000,   10.882466,          2.85846508,          1.35883924,         -0.02917131,         24.78664465
,,,,,,  363.200000,   10.888462,          2.89668347,          1.35738315,         -0.02952928,         25.11804825
,,,,,,  363.400000,   10.894458,          2.93620622,          1.35590199,         -0.02989943,         25.46076238
,,,,,,  363.600000,   10.900454,          2.97710261,          1.35439491,         -0.03028241,         25.81538770
,,,,,,  363.800000,   10.906450,          3.01944668,          1.35286102,         -0.03067890,         26.18256637
,,,,,,  364.000000,   10.912445,          3.06331767,          1.35129940,         -0.03108965,         26.56298552
,,,,,,  364.200000,   10.918441,          3.10880048,          1.34970908,         -0.03151543,         26.95738116
,,,,,,  364.400000,   10.924437,          3.15598610,          1.34808903,         -0.03195709,         27.36654242
,,,,,,  364.600000,   10.930433,          3.20497220,          1.34643821,         -0.03241552,         27.79131624
,,,,,,  364.800000,   10.936429,          3.25586373,          1.34475551,         -0.03289169,         28.23261259
,,,,,,  365.000000,   10.942425,          3.30877356,          1.34303976,         -0.03338665,         28.69141022
,,,,,,  365.200000,   10.948421,          3.36382321,          1.34128975,         -0.03390151,         29.16876298
,,,,,,  365.400000,   10.954416,          3.42114370,          1.33950421,         -0.03443748,         29.66580685
,,,,,,  365.600000,   10.960412,          3.48087640,          1.33768182,         -0.03499586,         30.18376779
,,,,,,  365.800000,   10.966408,          3.54317407,          1.33582118,         -0.03557805,         30.72397036
,,,,,,  366.000000,   10.972404,          3.60820193,          1.33392085,         -0.03618557,         31.28784731
,,,,,,  366.200000,   10.978400,          3.67613893,          1.33197931,         -0.03682006,         31.87695027
,,,,,,  366.400000,   10.984396,          3.74717908,          1.32999498,         -0.03748329,         32.49296159
,,,,,,  366.600000,   10.990392,          3.82153297,          1.32796620,         -0.03817721,         33.13770744
,,,,,,  366.800000,   10.996387,          3.89942948,          1.32589128,         -0.03890390,         33.81317241
,,,,,,  367.000000,   11.002383,          3.98111759,          1.32376841,         -0.03966563,         34.52151564
,,,,,,  367.200000,   11.008379,          4.06686850,          1.32159574,         -0.04046489,         35.26508860
,,,,,,  367.400000,   11.014375,          4.15697783,          1.31937137,         -0.04130436,         36.04645475
,,,,,,  367.600000,   11.020371,          4.25176813,          1.31709330,         -0.04218700,         36.86841105
,,,,,,  367.800000,   11.026367,          4.35159158,          1.31475951,         -0.04311601,         37.73401143
,,,,,,  368.000000,   11.032362,          4.45683294,          1.31236792,         -0.04409489,         38.64659220
,,,,,,  368.200000,   11.038358,          4.56791269,          1.30991640,         -0.04512746,         39.60979941
,,,,,,  368.400000,   11.044354,          4.68529035,          1.30740281,         -0.04621789,         40.62761785
,,,,,,  368.600000,   11.050350,          4.80946805,          1.30482501,         -0.04737073,         41.70440151
,,,,,,  368.800000,   11.056346,          4.94099413,          1.30218087,         -0.04859094,         42.84490522
,,,,,,  369.000000,   11.062342,          5.08046686,          1.29946829,         -0.04988394,         44.05431692
,,,,,,  369.200000,   11.068338,          5.22853826,          1.29668525,         -0.05125560,         45.33829030
,,,,,,  369.400000,   11.074333,          5.38591781,          1.29382984,         -0.05271232,         46.70297763
,,,,,,  369.600000,   11.080329,          5.55337631,          1.29090027,         -0.05426103,         48.15506267
,,,,,,  369.800000,   11.086325,          5.73174973,          1.28789494,         -0.05590922,         49.70179436
,,,,,,  370.000000,   11.092321,          5.92194327,          1.28481246,         -0.05766500,         51.35102198
,,,,,,  370.200000,   11.098317,          6.12493571,          1.28165172,         -0.05953712,         53.11123297
,,,,,,  370.400000,   11.104313,          6.34178427,          1.27841189,         -0.06153500,         54.99159465
,,,,,,  370.600000,   11.110308,          6.57362988,          1.27509255,         -0.06366879,         57.00200041
,,,,,,  370.800000,   11.116304,          6.82170305,          1.27169368,         -0.06594940,         59.15312044
,,,,,,  371.000000,   11.122300,          7.08733009,          1.26821581,         -0.06838860,         61.45645554
,,,,,,  371.200000,   11.128296,          7.37193934,          1.26466008,         -0.07099900,         63.92439133
,,,,,,  371.400000,   11.134292,          7.67706697,          1.26102839,         -0.07379419,         66.57024844
,,,,,,  371.600000,   11.140288,          8.00436172,          1.25732351,         -0.07678871,         69.40832356
,,,,,,  371.800000,   11.146284,          8.35558794,          1.25354927,         -0.07999812,         72.45391597
,,,,,,  372.000000,   11.152279,          8.73262641,          1.24971077,         -0.08343898,         75.72333443
,,,,,,  372.200000,   11.158275,          9.13747235,          1.24581453,         -0.08712888,         79.23388022
,,,,,,  372.400000,   11.164271,          9.57223027,          1.24186875,         -0.09108638,         83.00380211
,,,,,,  372.600000,   11.170267,         10.03910503,          1.23788357,         -0.09533096,         87.05221919
,,,,,,  372.800000,   11.176263,         10.54038872,          1.23387127,         -0.09988291,         91.39900683
,,,,,,  373.000000,   11.182259,         11.07844260,          1.22984655,         -0.10476323,         96.06464025
,,,,,,  373.200000,   11.188255,         11.65567345,          1.22582684,         -0.10999343,        101.06998949
,,,,,,  373.400000,   11.194250,         12.27450354,          1.22183253,         -0.11559536,        106.43605868
,,,,,,  373.600000,   11.200246,         12.93733328,          1.21788730,         -0.12159094,        112.18366263
,,,,,,  373.800000,   11.206242,         13.64649586,          1.21401836,         -0.12800182,        118.33303316
,,,,,,  374.000000,   11.212238,         14.40420297,          1.21025675,         -0.13484905,        124.90334846
,,,,,,  374.200000,   11.218234,         15.21248094,          1.20663762,         -0.14215264,        131.91217947
,,,,,,  374.400000,   11.224230,         16.07309681,          1.20320042,         -0.14993101,        139.37484886
,,,,,,  374.600000,   11.230225,         16.98747410,          1.19998910,         -0.15820048,        147.30370023
,,,,,,  374.800000,   11.236221,         17.95659819,          1.19705231,         -0.16697457,        155.70727832
,,,,,,  375.000000,   11.242217,         18.98091209,          1.19444342,         -0.17626331,        164.58942443
,,,,,,  375.200000,   11.248213,         20.06020333,          1.19222058,         -0.18607238,        173.94829633
,,,,,,  375.400000,   11.254209,         21.19348398,          1.19044660,         -0.19640227,        183.77532720
,,,,,,  375.600000,   11.260205,         22.37886594,          1.18918876,         -0.20724731,        194.05414488
,,,,,,  375.800000,   11.266201,         23.61343508,          1.18851846,         -0.21859465,        204.75947998
,,,,,,  376.000000,   11.272196,         24.89312820,          1.18851070,         -0.23042319,        215.85609919
,,,,,,  376.200000,   11.278192,         26.21261810,          1.18924342,         -0.24270244,        227.29780875
,,,,,,  376.400000,   11.284188,         27.56521284,          1.19079653,         -0.25539139,        239.02658078
,,,,,,  376.600000,   11.290184,         28.94277617,          1.19325079,         -0.26843742,        250.97186313
,,,,,,  376.800000,   11.296180,         30.33567671,          1.19668630,         -0.28177517,        263.05013936
,,,,,,  377.000000,   11.302176,         31.73277432,          1.20118078,         -0.29532562,        275.16480960
