../../../pdielec -processors 4 -size 0 -size 0.1 -size 1 -size 3 -vmin 300 -vmax 800 -sphere -method maxwell -sigma 10 -csv command1.csv phonon -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
   4,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
   5,  388.28,         9.290771,               39259.082853,  2499.3108,    10.0
,,,,,,cm-1,thz,maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/0.1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),maxwell_sphere_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),maxwell_sphere_real_dielectric(vf=0.1),maxwell_sphere_real_dielectric(vf=0.1/0.1mu),maxwell_sphere_real_dielectric(vf=0.1/1mu),maxwell_sphere_real_dielectric(vf=0.1/3mu),maxwell_sphere_imag_dielectric(vf=0.1),maxwell_sphere_imag_dielectric(vf=0.1/0.1mu),maxwell_sphere_imag_dielectric(vf=0.1/1mu),maxwell_sphere_imag_dielectric(vf=0.1/3mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/0.1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/1mu),maxwell_sphere_absorption_coefficent_cm-1(vf=0.1/3mu)
,,,,,,  758.600000,   22.742256,          1.23232230,          1.23166936,          1.04091253,          1.34753025,          1.83693837,          1.83696938,          1.83973118,          1.85098598,          0.00699649,          0.00699284,          0.00591425,         -0.00767978,         10.68585203,         10.68019015,          9.02607810,         11.68485624
,,,,,,  758.800000,   22.748252,          1.23013530,          1.22948433,          1.03923714,          1.34314232,          1.83721761,          1.83724852,          1.84000201,          1.85121944,          0.00698276,          0.00697913,          0.00590361,         -0.00765324,         10.66688788,         10.66124310,          9.01155025,         11.64680706
,,,,,,  759.000000,   22.754248,          1.22795490,          1.22730589,          1.03756670,          1.33876600,          1.83749630,          1.83752712,          1.84027233,          1.85145251,          0.00696908,          0.00696545,          0.00589300,         -0.00762677,         10.64798093,         10.64235320,          8.99706530,         11.60885862
,,,,,,  759.200000,   22.760243,          1.22578107,          1.22513402,          1.03590118,          1.33440126,          1.83777444,          1.83780517,          1.84054213,          1.85168519,          0.00695543,          0.00695182,          0.00588242,         -0.00760038,         10.62913095,         10.62352018,          8.98262305,         11.57101059
,,,,,,  759.400000,   22.766239,          1.22361377,          1.22296867,          1.03424056,          1.33004805,          1.83805204,          1.83808268,          1.84081142,          1.85191748,          0.00694183,          0.00693823,          0.00587188,         -0.00757407,         10.61033768,         10.60474382,          8.96822334,         11.53326260
,,,,,,  759.600000,   22.772235,          1.22145299,          1.22080984,          1.03258483,          1.32570635,          1.83832910,          1.83835965,          1.84108019,          1.85214939,          0.00692827,          0.00692468,          0.00586136,         -0.00754783,         10.59160089,         10.58602387,          8.95386597,         11.49561429
,,,,,,  759.800000,   22.778231,          1.21929870,          1.21865748,          1.03093396,          1.32137609,          1.83860562,          1.83863607,          1.84134845,          1.85238091,          0.00691475,          0.00691117,          0.00585087,         -0.00752166,         10.57292032,         10.56736007,          8.93955078,         11.45806533
,,,,,,  760.000000,   22.784227,          1.21715086,          1.21651156,          1.02928794,          1.31705726,          1.83888160,          1.83891196,          1.84161619,          1.85261205,          0.00690127,          0.00689770,          0.00584042,         -0.00749557,         10.55429574,         10.54875220,          8.92527759,         11.42061537
,,,,,,  760.200000,   22.790223,          1.21500945,          1.21437207,          1.02764674,          1.31274980,          1.83915705,          1.83918732,          1.84188343,          1.85284280,          0.00688783,          0.00688428,          0.00583000,         -0.00746956,         10.53572690,         10.53020001,          8.91104621,         11.38326405
,,,,,,  760.400000,   22.796219,          1.21287444,          1.21223898,          1.02601034,          1.30845368,          1.83943195,          1.83946213,          1.84215016,          1.85307317,          0.00687444,          0.00687089,          0.00581960,         -0.00744362,         10.51721357,         10.51170326,          8.89685647,         11.34601103
,,,,,,  760.600000,   22.802214,          1.21074581,          1.21011225,          1.02437872,          1.30416885,          1.83970633,          1.83973642,          1.84241638,          1.85330316,          0.00686108,          0.00685754,          0.00580924,         -0.00741775,         10.49875551,         10.49326171,          8.88270820,         11.30885598
,,,,,,  760.800000,   22.808210,          1.20862352,          1.20799185,          1.02275186,          1.29989529,          1.83998017,          1.84001017,          1.84268210,          1.85353277,          0.00684776,          0.00684424,          0.00579891,         -0.00739196,         10.48035248,         10.47487513,          8.86860123,         11.27179854
,,,,,,  761.000000,   22.814206,          1.20650755,          1.20587777,          1.02112975,          1.29563294,          1.84025348,          1.84028339,          1.84294731,          1.85376200,          0.00683448,          0.00683097,          0.00578861,         -0.00736624,         10.46200424,         10.45654328,          8.85453537,         11.23483838
,,,,,,  761.200000,   22.820202,          1.20439787,          1.20376998,          1.01951236,          1.29138177,          1.84052627,          1.84055609,          1.84321202,          1.85399086,          0.00682124,          0.00681774,          0.00577833,         -0.00734059,         10.44371056,         10.43826593,          8.84051047,         11.19797516
,,,,,,  761.400000,   22.826198,          1.20229446,          1.20166844,          1.01789967,          1.28714174,          1.84079852,          1.84082825,          1.84347623,          1.85421933,          0.00680805,          0.00680456,          0.00576809,         -0.00731502,         10.42547121,         10.42004284,          8.82652634,         11.16120855
,,,,,,  761.600000,   22.832194,          1.20019728,          1.19957314,          1.01629166,          1.28291281,          1.84107025,          1.84109989,          1.84373994,          1.85444743,          0.00679489,          0.00679141,          0.00575788,         -0.00728952,         10.40728596,         10.40187379,          8.81258282,         11.12453820
,,,,,,  761.800000,   22.838189,          1.19810632,          1.19748403,          1.01468832,          1.27869495,          1.84134146,          1.84137101,          1.84400315,          1.85467515,          0.00678177,          0.00677830,          0.00574770,         -0.00726409,         10.38915458,         10.38375854,          8.79867974,         11.08796380
,,,,,,  762.000000,   22.844185,          1.19602154,          1.19540111,          1.01308962,          1.27448811,          1.84161214,          1.84164161,          1.84426586,          1.85490250,          0.00676869,          0.00676523,          0.00573754,         -0.00723874,         10.37107683,         10.36569687,          8.78481692,         11.05148499
,,,,,,  762.200000,   22.850181,          1.19394293,          1.19332434,          1.01149555,          1.27029226,          1.84188230,          1.84191168,          1.84452808,          1.85512947,          0.00675565,          0.00675220,          0.00572742,         -0.00721345,         10.35305250,         10.34768855,          8.77099422,         11.01510147
,,,,,,  762.400000,   22.856177,          1.19187044,          1.19125370,          1.00990608,          1.26610736,          1.84215194,          1.84218124,          1.84478981,          1.85535607,          0.00674264,          0.00673921,          0.00571732,         -0.00718824,         10.33508135,         10.32973336,          8.75721145,         10.97881289
,,,,,,  762.600000,   22.862173,          1.18980407,          1.18918916,          1.00832120,          1.26193338,          1.84242107,          1.84245027,          1.84505104,          1.85558230,          0.00672968,          0.00672626,          0.00570726,         -0.00716310,         10.31716316,         10.31183106,          8.74346845,         10.94261893
,,,,,,  762.800000,   22.868169,          1.18774377,          1.18713069,          1.00674089,          1.25777026,          1.84268968,          1.84271880,          1.84531178,          1.85580816,          0.00671676,          0.00671334,          0.00569722,         -0.00713803,         10.29929770,         10.29398143,          8.72976506,         10.90651926
,,,,,,  763.000000,   22.874165,          1.18568954,          1.18507827,          1.00516512,          1.25361798,          1.84295777,          1.84298680,          1.84557204,          1.85603365,          0.00670387,          0.00670047,          0.00568721,         -0.00711304,         10.28148476,         10.27618426,          8.71610111,         10.87051357
,,,,,,  763.200000,   22.880160,          1.18364133,          1.18303187,          1.00359389,          1.24947651,          1.84322535,          1.84325430,          1.84583180,          1.85625877,          0.00669102,          0.00668763,          0.00567724,         -0.00708811,         10.26372411,         10.25843932,          8.70247644,         10.83460153
,,,,,,  763.400000,   22.886156,          1.18159913,          1.18099147,          1.00202716,          1.24534579,          1.84349242,          1.84352128,          1.84609108,          1.85648352,          0.00667821,          0.00667483,          0.00566729,         -0.00706325,         10.24601553,         10.24074639,          8.68889089,         10.79878282
,,,,,,  763.600000,   22.892152,          1.17956290,          1.17895705,          1.00046493,          1.24122581,          1.84375898,          1.84378775,          1.84634987,          1.85670790,          0.00666544,          0.00666207,          0.00565736,         -0.00703847,         10.22835880,         10.22310526,          8.67534430,         10.76305711
,,,,,,  763.800000,   22.898148,          1.17753263,          1.17692857,          0.99890718,          1.23711651,          1.84402502,          1.84405371,          1.84660818,          1.85693192,          0.00665270,          0.00664934,          0.00564747,         -0.00701375,         10.21075371,         10.20551570,          8.66183650,         10.72742410
,,,,,,  764.000000,   22.904144,          1.17550830,          1.17490602,          0.99735388,          1.23301786,          1.84429057,          1.84431917,          1.84686601,          1.85715557,          0.00664000,          0.00663665,          0.00563761,         -0.00698911,         10.19320003,         10.18797750,          8.64836735,         10.69188347
,,,,,,  764.200000,   22.910140,          1.17348986,          1.17288936,          0.99580501,          1.22892983,          1.84455560,          1.84458412,          1.84712336,          1.85737886,          0.00662734,          0.00662400,          0.00562777,         -0.00696453,         10.17569756,         10.17049045,          8.63493667,         10.65643489
,,,,,,  764.400000,   22.916135,          1.17147731,          1.17087858,          0.99426057,          1.22485239,          1.84482013,          1.84484857,          1.84738022,          1.85760179,          0.00661472,          0.00661139,          0.00561796,         -0.00694002,         10.15824608,         10.15305433,          8.62154431,         10.62107807
,,,,,,  764.600000,   22.922131,          1.16947061,          1.16887365,          0.99272053,          1.22078548,          1.84508416,          1.84511251,          1.84763661,          1.85782435,          0.00660214,          0.00659882,          0.00560818,         -0.00691558,         10.14084538,         10.13566893,          8.60819012,         10.58581269
,,,,,,  764.800000,   22.928127,          1.16746974,          1.16687454,          0.99118487,          1.21672909,          1.84534769,          1.84537595,          1.84789252,          1.85804655,          0.00658959,          0.00658628,          0.00559843,         -0.00689121,         10.12349524,         10.11833403,          8.59487394,         10.55063843
,,,,,,  765.000000,   22.934123,          1.16547468,          1.16488123,          0.98965357,          1.21268317,          1.84561071,          1.84563889,          1.84814796,          1.85826839,          0.00657708,          0.00657378,          0.00558871,         -0.00686691,         10.10619545,         10.10104943,          8.58159561,         10.51555499
,,,,,,  765.200000,   22.940119,          1.16348541,          1.16289370,          0.98812663,          1.20864769,          1.84587324,          1.84590134,          1.84840292,          1.85848987,          0.00656460,          0.00656131,          0.00557901,         -0.00684268,         10.08894581,         10.08381492,          8.56835499,         10.48056206
,,,,,,  765.400000,   22.946115,          1.16150189,          1.16091192,          0.98660401,          1.20462261,          1.84613527,          1.84616329,          1.84865741,          1.85871099,          0.00655216,          0.00654888,          0.00556934,         -0.00681852,         10.07174611,         10.06663029,          8.55515191,         10.44565935
,,,,,,  765.600000,   22.952111,          1.15952411,          1.15893587,          0.98508571,          1.20060790,          1.84639681,          1.84642474,          1.84891143,          1.85893175,          0.00653976,          0.00653649,          0.00555970,         -0.00679442,         10.05459613,         10.04949533,          8.54198622,         10.41084653
,,,,,,  765.800000,   22.958106,          1.15755203,          1.15696552,          0.98357170,          1.19660352,          1.84665785,          1.84668570,          1.84916498,          1.85915216,          0.00652739,          0.00652413,          0.00555009,         -0.00677039,         10.03749568,         10.03240984,          8.52885777,         10.37612331
,,,,,,  766.000000,   22.964102,          1.15558565,          1.15500086,          0.98206197,          1.19260944,          1.84691840,          1.84694617,          1.84941806,          1.85937221,          0.00651506,          0.00651181,          0.00554050,         -0.00674643,         10.02044454,         10.01537361,          8.51576642,         10.34148940
,,,,,,  766.200000,   22.970098,          1.15362493,          1.15304185,          0.98055649,          1.18862562,          1.84717846,          1.84720614,          1.84967067,          1.85959190,          0.00650277,          0.00649953,          0.00553094,         -0.00672254,         10.00344253,          9.99838644,          8.50271201,         10.30694448
,,,,,,  766.400000,   22.976094,          1.15166985,          1.15108847,          0.97905527,          1.18465203,          1.84743803,          1.84746563,          1.84992282,          1.85981124,          0.00649051,          0.00648728,          0.00552141,         -0.00669871,          9.98648942,          9.98144813,          8.48969438,         10.27248826
,,,,,,  766.600000,   22.982090,          1.14972039,          1.14914071,          0.97755826,          1.18068864,          1.84769711,          1.84772462,          1.85017450,          1.86003023,          0.00647829,          0.00647507,          0.00551190,         -0.00667495,          9.96958502,          9.96455848,          8.47671340,         10.23812044
,,,,,,  766.800000,   22.988086,          1.14777652,          1.14719854,          0.97606547,          1.17673541,          1.84795570,          1.84798314,          1.85042572,          1.86024886,          0.00646610,          0.00646289,          0.00550242,         -0.00665126,          9.95272914,          9.94771727,          8.46376892,         10.20384074
,,,,,,  767.000000,   22.994082,          1.14583822,          1.14526193,          0.97457687,          1.17279231,          1.84821380,          1.84824116,          1.85067647,          1.86046714,          0.00645395,          0.00645075,          0.00549297,         -0.00662763,          9.93592156,          9.93092433,          8.45086078,         10.16964884
,,,,,,  767.200000,   23.000077,          1.14390548,          1.14333086,          0.97309244,          1.16885929,          1.84847143,          1.84849870,          1.85092677,          1.86068507,          0.00644183,          0.00643864,          0.00548354,         -0.00660407,          9.91916210,          9.91417944,          8.43798884,         10.13554447
,,,,,,  767.400000,   23.006073,          1.14197825,          1.14140531,          0.97161217,          1.16493634,          1.84872857,          1.84875576,          1.85117660,          1.86090265,          0.00642975,          0.00642657,          0.00547414,         -0.00658057,          9.90245055,          9.89748242,          8.42515296,         10.10152733
,,,,,,  767.600000,   23.012069,          1.14005653,          1.13948526,          0.97013604,          1.16102342,          1.84898522,          1.84901234,          1.85142598,          1.86111988,          0.00641770,          0.00641453,          0.00546477,         -0.00655714,          9.88578672,          9.88083306,          8.41235299,         10.06759712
,,,,,,  767.800000,   23.018065,          1.13814029,          1.13757069,          0.96866404,          1.15712048,          1.84924140,          1.84926844,          1.85167490,          1.86133677,          0.00640569,          0.00640253,          0.00545542,         -0.00653378,          9.86917041,          9.86423117,          8.39958879,         10.03375357
,,,,,,  768.000000,   23.024061,          1.13622951,          1.13566156,          0.96719614,          1.15322751,          1.84949710,          1.84952406,          1.85192336,          1.86155330,          0.00639371,          0.00639056,          0.00544610,         -0.00651048,          9.85260144,          9.84767656,          8.38686021,          9.99999637
,,,,,,  768.200000,   23.030057,          1.13432417,          1.13375787,          0.96573234,          1.14934446,          1.84975233,          1.84977920,          1.85217137,          1.86176949,          0.00638177,          0.00637863,          0.00543681,         -0.00648724,          9.83607960,          9.83116903,          8.37416711,          9.96632526
,,,,,,  768.400000,   23.036052,          1.13242424,          1.13185958,          0.96427261,          1.14547131,          1.85000707,          1.85003387,          1.85241893,          1.86198533,          0.00636986,          0.00636673,          0.00542754,         -0.00646407,          9.81960470,          9.81470840,          8.36150935,          9.93273993
,,,,,,  768.600000,   23.042048,          1.13052970,          1.12996668,          0.96281694,          1.14160802,          1.85026134,          1.85028806,          1.85266604,          1.86220083,          0.00635798,          0.00635486,          0.00541830,         -0.00644097,          9.80317656,          9.79829446,          8.34888679,          9.89924012
,,,,,,  768.800000,   23.048044,          1.12864053,          1.12807914,          0.96136531,          1.13775455,          1.85051514,          1.85054178,          1.85291269,          1.86241598,          0.00634614,          0.00634303,          0.00540908,         -0.00641793,          9.78679499,          9.78192704,          8.33629928,          9.86582553
,,,,,,  769.000000,   23.054040,          1.12675671,          1.12619695,          0.95991772,          1.13391089,          1.85076847,          1.85079503,          1.85315890,          1.86263079,          0.00633434,          0.00633124,          0.00539989,         -0.00639495,          9.77045978,          9.76560594,          8.32374670,          9.83249589
,,,,,,  769.200000,   23.060036,          1.12487821,          1.12432008,          0.95847413,          1.13007698,          1.85102133,          1.85104781,          1.85340466,          1.86284526,          0.00632256,          0.00631947,          0.00539073,         -0.00637204,          9.75417077,          9.74933098,          8.31122889,          9.79925091
,,,,,,  769.400000,   23.066032,          1.12300502,          1.12244850,          0.95703453,          1.12625281,          1.85127371,          1.85130012,          1.85364997,          1.86305938,          0.00631082,          0.00630774,          0.00538159,         -0.00634919,          9.73792775,          9.73310196,          8.29874567,          9.76609036
,,,,,,  769.600000,   23.072028,          1.12113711,          1.12058220,          0.95559892,          1.12243834,          1.85152563,          1.85155196,          1.85389483,          1.86327317,          0.00629912,          0.00629605,          0.00537247,         -0.00632641,          9.72173052,          9.71691868,          8.28629707,          9.73301384
,,,,,,  769.800000,   23.078023,          1.11927447,          1.11872116,          0.95416727,          1.11863353,          1.85177709,          1.85180333,          1.85413926,          1.86348661,          0.00628745,          0.00628438,          0.00536338,         -0.00630368,          9.70557898,          9.70078104,          8.27388277,          9.70002119
,,,,,,  770.000000,   23.084019,          1.11741707,          1.11686536,          0.95273957,          1.11483837,          1.85202807,          1.85205424,          1.85438323,          1.86369972,          0.00627581,          0.00627275,          0.00535432,         -0.00628102,          9.68947286,          9.68468876,          8.26150271,          9.66711211
,,,,,,  770.200000,   23.090015,          1.11556489,          1.11501476,          0.95131579,          1.11105280,          1.85227860,          1.85230469,          1.85462677,          1.86391249,          0.00626420,          0.00626116,          0.00534528,         -0.00625843,          9.67341199,          9.66864170,          8.24915675,          9.63428631
,,,,,,  770.400000,   23.096011,          1.11371790,          1.11316936,          0.94989594,          1.10727682,          1.85252866,          1.85255468,          1.85486987,          1.86412492,          0.00625263,          0.00624959,          0.00533627,         -0.00623589,          9.65739621,          9.65263966,          8.23684474,          9.60154353
,,,,,,  770.600000,   23.102007,          1.11187609,          1.11132914,          0.94847999,          1.10351037,          1.85277826,          1.85280420,          1.85511252,          1.86433701,          0.00624109,          0.00623806,          0.00532728,         -0.00621342,          9.64142532,          9.63668248,          8.22456656,          9.56888350
,,,,,,  770.800000,   23.108003,          1.11003944,          1.10949406,          0.94706792,          1.09975343,          1.85302740,          1.85305327,          1.85535474,          1.86454877,          0.00622958,          0.00622656,          0.00531831,         -0.00619101,          9.62549916,          9.62076996,          8.21232208,          9.53630594
,,,,,,  771.000000,   23.113999,          1.10820793,          1.10766412,          0.94565972,          1.09600598,          1.85327608,          1.85330187,          1.85559653,          1.86476019,          0.00621811,          0.00621510,          0.00530938,         -0.00616867,          9.60961753,          9.60490194,          8.20011115,          9.50381058
,,,,,,  771.200000,   23.119994,          1.10638153,          1.10583928,          0.94425538,          1.09226797,          1.85352431,          1.85355002,          1.85583787,          1.86497128,          0.00620667,          0.00620367,          0.00530046,         -0.00614638,          9.59378027,          9.58907822,          8.18793366,          9.47139717
,,,,,,  771.400000,   23.125990,          1.10456023,          1.10401954,          0.94285487,          1.08853939,          1.85377208,          1.85379771,          1.85607878,          1.86518203,          0.00619526,          0.00619227,          0.00529157,         -0.00612416,          9.57798719,          9.57329865,          8.17578947,          9.43906543
,,,,,,  771.600000,   23.131986,          1.10274401,          1.10220486,          0.94145820,          1.08482019,          1.85401939,          1.85404495,          1.85631926,          1.86539246,          0.00618388,          0.00618090,          0.00528270,         -0.00610200,          9.56223812,          9.55756303,          8.16367844,          9.40681511
,,,,,,  771.800000,   23.137982,          1.10093283,          1.10039524,          0.94006533,          1.08111035,          1.85426625,          1.85429174,          1.85655931,          1.86560255,          0.00617253,          0.00616956,          0.00527386,         -0.00607989,          9.54653288,          9.54187120,          8.15160045,          9.37464593
,,,,,,  772.000000,   23.143978,          1.09912670,          1.09859064,          0.93867626,          1.07740984,          1.85451266,          1.85453807,          1.85679893,          1.86581231,          0.00616122,          0.00615826,          0.00526504,         -0.00605785,          9.53087130,          9.52622298,          8.13955537,          9.34255763
,,,,,,  772.200000,   23.149974,          1.09732557,          1.09679105,          0.93729097,          1.07371862,          1.85475862,          1.85478395,          1.85703811,          1.86602173,          0.00614994,          0.00614698,          0.00525625,         -0.00603588,          9.51525321,          9.51061819,          8.12754307,          9.31054996
,,,,,,  772.400000,   23.155969,          1.09552945,          1.09499645,          0.93590944,          1.07003668,          1.85500413,          1.85502939,          1.85727687,          1.86623083,          0.00613869,          0.00613574,          0.00524748,         -0.00601396,          9.49967842,          9.49505667,          8.11556342,          9.27862266
,,,,,,  772.600000,   23.161965,          1.09373829,          1.09320682,          0.93453166,          1.06636397,          1.85524919,          1.85527437,          1.85751520,          1.86643961,          0.00612747,          0.00612453,          0.00523874,         -0.00599210,          9.48414678,          9.47953825,          8.10361630,          9.24677546
,,,,,,  772.800000,   23.167961,          1.09195210,          1.09142215,          0.93315762,          1.06270047,          1.85549380,          1.85551891,          1.85775310,          1.86664805,          0.00611628,          0.00611335,          0.00523002,         -0.00597030,          9.46865811,          9.46406274,          8.09170157,          9.21500811
,,,,,,  773.000000,   23.173957,          1.09017084,          1.08964240,          0.93178731,          1.05904615,          1.85573797,          1.85576301,          1.85799058,          1.86685617,          0.00610513,          0.00610221,          0.00522132,         -0.00594856,          9.45321223,          9.44862999,          8.07981912,          9.18332035
,,,,,,  773.200000,   23.179953,          1.08839449,          1.08786756,          0.93042070,          1.05540098,          1.85598169,          1.85600666,          1.85822764,          1.86706396,          0.00609400,          0.00609109,          0.00521264,         -0.00592688,          9.43780899,          9.43323982,          8.06796881,          9.15171193
,,,,,,  773.400000,   23.185949,          1.08662304,          1.08609762,          0.92905778,          1.05176493,          1.85622497,          1.85624986,          1.85846427,          1.86727142,          0.00608291,          0.00608001,          0.00520399,         -0.00590527,          9.42244820,          9.41789206,          8.05615053,          9.12018259
,,,,,,  773.600000,   23.191945,          1.08485647,          1.08433254,          0.92769854,          1.04813797,          1.85646781,          1.85649263,          1.85870048,          1.86747856,          0.00607185,          0.00606895,          0.00519537,         -0.00588371,          9.40712972,          9.40258656,          8.04436415,          9.08873209
,,,,,,  773.800000,   23.197940,          1.08309476,          1.08257232,          0.92634297,          1.04452007,          1.85671020,          1.85673495,          1.85893628,          1.86768538,          0.00606082,          0.00605793,          0.00518676,         -0.00586221,          9.39185336,          9.38732314,          8.03260954,          9.05736016
,,,,,,  774.000000,   23.203936,          1.08133789,          1.08081693,          0.92499104,          1.04091120,          1.85695216,          1.85697683,          1.85917165,          1.86789187,          0.00604981,          0.00604694,          0.00517818,         -0.00584077,          9.37661896,          9.37210163,          8.02088658,          9.02606656
,,,,,,  774.200000,   23.209932,          1.07958583,          1.07906636,          0.92364275,          1.03731134,          1.85719368,          1.85721828,          1.85940660,          1.86809804,          0.00603884,          0.00603598,          0.00516963,         -0.00581938,          9.36142636,          9.35692188,          8.00919515,          8.99485105
,,,,,,  774.400000,   23.215928,          1.07783858,          1.07732059,          0.92229809,          1.03372046,          1.85743476,          1.85745929,          1.85964114,          1.86830389,          0.00602791,          0.00602505,          0.00516109,         -0.00579806,          9.34627539,          9.34178371,          7.99753513,          8.96371336
,,,,,,  774.600000,   23.221924,          1.07609611,          1.07557959,          0.92095703,          1.03013852,          1.85767540,          1.85769986,          1.85987526,          1.86850942,          0.00601700,          0.00601415,          0.00515258,         -0.00577680,          9.33116590,          9.32668697,          7.98590640,          8.93265326
,,,,,,  774.800000,   23.227920,          1.07435841,          1.07384335,          0.91961957,          1.02656550,          1.85791561,          1.85794000,          1.86010897,          1.86871463,          0.00600612,          0.00600328,          0.00514409,         -0.00575559,          9.31609771,          9.31163150,          7.97430884,          8.90167050
,,,,,,  775.000000,   23.233915,          1.07262545,          1.07211185,          0.91828568,          1.02300137,          1.85815539,          1.85817970,          1.86034226,          1.86891952,          0.00599527,          0.00599244,          0.00513563,         -0.00573444,          9.30107067,          9.29661712,          7.96274232,          8.87076483
,,,,,,  775.200000,   23.239911,          1.07089721,          1.07038507,          0.91695537,          1.01944611,          1.85839474,          1.85841898,          1.86057514,          1.86912409,          0.00598445,          0.00598163,          0.00512719,         -0.00571335,          9.28608462,          9.28164369,          7.95120673,          8.83993601
,,,,,,  775.400000,   23.245907,          1.06917369,          1.06866300,          0.91562860,          1.01589968,          1.85863365,          1.85865782,          1.86080761,          1.86932834,          0.00597366,          0.00597085,          0.00511877,         -0.00569232,          9.27113939,          9.26671104,          7.93970195,          8.80918380
,,,,,,  775.600000,   23.251903,          1.06745485,          1.06694561,          0.91430538,          1.01236205,          1.85887213,          1.85889623,          1.86103967,          1.86953228,          0.00596290,          0.00596010,          0.00511037,         -0.00567134,          9.25623483,          9.25181901,          7.92822786,          8.77850795
,,,,,,  775.800000,   23.257899,          1.06574069,          1.06523288,          0.91298568,          1.00883321,          1.85911019,          1.85913421,          1.86127132,          1.86973590,          0.00595217,          0.00594938,          0.00510200,         -0.00565042,          9.24137078,          9.23696745,          7.91678435,          8.74790823
,,,,,,  776.000000,   23.263895,          1.06403118,          1.06352481,          0.91166949,          1.00531311,          1.85934781,          1.85937177,          1.86150256,          1.86993920,          0.00594147,          0.00593868,          0.00509364,         -0.00562956,          9.22654708,          9.22215620,          7.90537129,          8.71738440
,,,,,,  776.200000,   23.269891,          1.06232630,          1.06182136,          0.91035681,          1.00180174,          1.85958501,          1.85960890,          1.86173340,          1.87014219,          0.00593080,          0.00592802,          0.00508531,         -0.00560876,          9.21176358,          9.20738510,          7.89398857,          8.68693621
,,,,,,  776.400000,   23.275886,          1.06062604,          1.06012253,          0.90904761,          0.99829907,          1.85982179,          1.85984560,          1.86196383,          1.87034487,          0.00592016,          0.00591739,          0.00507701,         -0.00558801,          9.19702011,          9.19265400,          7.88263608,          8.65656344
,,,,,,  776.600000,   23.281882,          1.05893039,          1.05842830,          0.90774188,          0.99480507,          1.86005814,          1.86008189,          1.86219385,          1.87054723,          0.00590955,          0.00590679,          0.00506872,         -0.00556732,          9.18231654,          9.17796274,          7.87131370,          8.62626584
,,,,,,  776.800000,   23.287878,          1.05723931,          1.05673863,          0.90643961,          0.99131971,          1.86029407,          1.86031774,          1.86242347,          1.87074928,          0.00589897,          0.00589621,          0.00506046,         -0.00554668,          9.16765269,          9.16331117,          7.86002131,          8.59604317
,,,,,,  777.000000,   23.293874,          1.05555280,          1.05505353,          0.90514079,          0.98784296,          1.86052957,          1.86055318,          1.86265269,          1.87095102,          0.00588842,          0.00588567,          0.00505222,         -0.00552611,          9.15302842,          9.14869913,          7.84875881,          8.56589522
,,,,,,  777.200000,   23.299870,          1.05387083,          1.05337297,          0.90384540,          0.98437480,          1.86076466,          1.86078820,          1.86288151,          1.87115245,          0.00587789,          0.00587515,          0.00504400,         -0.00550558,          9.13844358,          9.13412647,          7.83752607,          8.53582173
,,,,,,  777.400000,   23.305866,          1.05219340,          1.05169694,          0.90255342,          0.98091520,          1.86099932,          1.86102279,          1.86310993,          1.87135356,          0.00586740,          0.00586466,          0.00503580,         -0.00548512,          9.12389800,          9.11959305,          7.82632299,          8.50582249
,,,,,,  777.600000,   23.311862,          1.05052047,          1.05002541,          0.90126486,          0.97746414,          1.86123357,          1.86125697,          1.86333795,          1.87155437,          0.00585693,          0.00585421,          0.00502763,         -0.00546471,          9.10939155,          9.10509870,          7.81514946,          8.47589725
,,,,,,  777.800000,   23.317857,          1.04885204,          1.04835837,          0.89997969,          0.97402159,          1.86146740,          1.86149073,          1.86356557,          1.87175487,          0.00584649,          0.00584377,          0.00501947,         -0.00544435,          9.09492408,          9.09064329,          7.80400535,          8.44604579
,,,,,,  778.000000,   23.323853,          1.04718809,          1.04669581,          0.89869790,          0.97058752,          1.86170082,          1.86172408,          1.86379279,          1.87195506,          0.00583608,          0.00583337,          0.00501134,         -0.00542405,          9.08049542,          9.07622666,          7.79289057,          8.41626788
,,,,,,  778.200000,   23.329849,          1.04552860,          1.04503769,          0.89741948,          0.96716190,          1.86193381,          1.86195701,          1.86401962,          1.87215495,          0.00582570,          0.00582300,          0.00500323,         -0.00540381,          9.06610544,          9.06184865,          7.78180499,          8.38656329
,,,,,,  778.400000,   23.335845,          1.04387355,          1.04338402,          0.89614442,          0.96374471,          1.86216640,          1.86218953,          1.86424605,          1.87235452,          0.00581535,          0.00581265,          0.00499514,         -0.00538362,          9.05175398,          9.04750914,          7.77074851,          8.35693180
