../../../pdielec -processors 4 -matrix ptfe -sigma 5 -needle 0 0 1 -ellipsoid 0 0 1 0.5 -plate 1 0 0 qua_hf_2d_f_ir-int.out -optical_tensor 2.018 0 0 0 2.018 0 0 0 2.071 -masses program -csv command.csv -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  143.36,         0.000137,                   0.577966,     0.0736,     5.0
   4,  143.36,         0.000125,                   0.526914,     0.0671,     5.0
   5,  219.76,         0.000015,                   0.062798,     0.0080,     5.0
   6,  285.80,         0.220859,                 933.263851,   118.8268,     5.0
   7,  285.80,         0.219970,                 929.504963,   118.3482,     5.0
   8,  383.15,         0.000003,                   0.012340,     0.0016,     5.0
   9,  395.26,         5.330176,               22523.190806,  2867.7417,     5.0
  10,  428.18,         2.826487,               11943.604000,  1520.7069,     5.0
  11,  428.18,         2.822143,               11925.247717,  1518.3697,     5.0
  12,  492.09,        10.485444,               44307.294148,  5641.3799,     5.0
  13,  492.09,        10.459705,               44198.527799,  5627.5313,     5.0
  14,  502.25,         0.000007,                   0.030802,     0.0039,     5.0
  15,  544.53,        10.684156,               45146.971138,  5748.2909,     5.0
  16,  739.67,         0.596466,                2520.427559,   320.9108,     5.0
  17,  739.67,         0.602299,                2545.073342,   324.0488,     5.0
  18,  824.10,         3.254740,               13753.228986,  1751.1155,     5.0
  19,  847.31,         4.970620,               21003.852794,  2674.2936,     5.0
  20,  847.31,         4.960699,               20961.928146,  2668.9556,     5.0
  21, 1124.43,        41.149179,              173879.971699, 22139.0856,     5.0
  22, 1124.43,        41.187535,              174042.049294, 22159.7220,     5.0
  23, 1131.32,        43.940335,              185674.281211, 23640.7837,     5.0
  24, 1139.50,         0.000004,                   0.018537,     0.0024,     5.0
  25, 1233.44,         0.611846,                2585.415876,   329.1854,     5.0
  26, 1233.44,         0.606878,                2564.422943,   326.5125,     5.0
,,,,,,cm-1,thz,maxwell_needle[0 0 1]_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(1 0 0)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_needle[0 0 1]_real_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1),maxwell_plate(1 0 0)_real_dielectric(vf=0.1),maxwell_needle[0 0 1]_imag_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1),maxwell_plate(1 0 0)_imag_dielectric(vf=0.1),maxwell_needle[0 0 1]_absorption_coefficent_cm-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),maxwell_plate(1 0 0)_absorption_coefficent_cm-1(vf=0.1)
,,,,,,  173.400000,    5.198401,          0.11455577,          0.10067399,          0.13502707,          2.17743247,          2.16848117,          2.18982152,          0.00052473,          0.00046020,          0.00062026,          0.16825903,          0.14786952,          0.19832719
,,,,,,  173.600000,    5.204397,          0.11491524,          0.10098848,          0.13545967,          2.17747448,          2.16851801,          2.18987118,          0.00052578,          0.00046111,          0.00062154,          0.16878701,          0.14833144,          0.19896258
,,,,,,  173.800000,    5.210393,          0.11527579,          0.10130396,          0.13589363,          2.17751657,          2.16855493,          2.18992094,          0.00052682,          0.00046202,          0.00062282,          0.16931658,          0.14879482,          0.19959997
,,,,,,  174.000000,    5.216389,          0.11563743,          0.10162044,          0.13632895,          2.17755875,          2.16859191,          2.18997080,          0.00052788,          0.00046293,          0.00062410,          0.16984776,          0.14925967,          0.20023938
,,,,,,  174.200000,    5.222385,          0.11600016,          0.10193793,          0.13676565,          2.17760101,          2.16862898,          2.19002077,          0.00052893,          0.00046385,          0.00062539,          0.17038053,          0.14972600,          0.20088081
,,,,,,  174.400000,    5.228380,          0.11636398,          0.10225643,          0.13720373,          2.17764336,          2.16866611,          2.19007084,          0.00052998,          0.00046477,          0.00062668,          0.17091491,          0.15019380,          0.20152425
,,,,,,  174.600000,    5.234376,          0.11672890,          0.10257593,          0.13764320,          2.17768579,          2.16870332,          2.19012101,          0.00053104,          0.00046569,          0.00062797,          0.17145091,          0.15066309,          0.20216973
,,,,,,  174.800000,    5.240372,          0.11709492,          0.10289645,          0.13808404,          2.17772830,          2.16874060,          2.19017128,          0.00053210,          0.00046662,          0.00062927,          0.17198852,          0.15113386,          0.20281725
,,,,,,  175.000000,    5.246368,          0.11746205,          0.10321798,          0.13852629,          2.17777090,          2.16877796,          2.19022166,          0.00053317,          0.00046754,          0.00063057,          0.17252775,          0.15160612,          0.20346681
,,,,,,  175.200000,    5.252364,          0.11783028,          0.10354053,          0.13896992,          2.17781359,          2.16881539,          2.19027215,          0.00053423,          0.00046847,          0.00063188,          0.17306861,          0.15207988,          0.20411843
,,,,,,  175.400000,    5.258360,          0.11819962,          0.10386410,          0.13941496,          2.17785636,          2.16885289,          2.19032274,          0.00053530,          0.00046941,          0.00063319,          0.17361110,          0.15255514,          0.20477210
,,,,,,  175.600000,    5.264356,          0.11857008,          0.10418870,          0.13986141,          2.17789921,          2.16889047,          2.19037343,          0.00053637,          0.00047034,          0.00063450,          0.17415523,          0.15303191,          0.20542784
,,,,,,  175.800000,    5.270351,          0.11894166,          0.10451432,          0.14030927,          2.17794215,          2.16892812,          2.19042423,          0.00053745,          0.00047128,          0.00063581,          0.17470100,          0.15351019,          0.20608565
,,,,,,  176.000000,    5.276347,          0.11931436,          0.10484098,          0.14075855,          2.17798518,          2.16896585,          2.19047513,          0.00053852,          0.00047222,          0.00063713,          0.17524841,          0.15398998,          0.20674555
,,,,,,  176.200000,    5.282343,          0.11968818,          0.10516867,          0.14120925,          2.17802830,          2.16900366,          2.19052614,          0.00053960,          0.00047316,          0.00063845,          0.17579749,          0.15447129,          0.20740753
,,,,,,  176.400000,    5.288339,          0.12006313,          0.10549740,          0.14166137,          2.17807150,          2.16904154,          2.19057725,          0.00054069,          0.00047410,          0.00063978,          0.17634822,          0.15495413,          0.20807161
,,,,,,  176.600000,    5.294335,          0.12043922,          0.10582718,          0.14211493,          2.17811478,          2.16907949,          2.19062847,          0.00054177,          0.00047505,          0.00064111,          0.17690061,          0.15543850,          0.20873780
,,,,,,  176.800000,    5.300331,          0.12081645,          0.10615800,          0.14256992,          2.17815816,          2.16911752,          2.19067980,          0.00054286,          0.00047600,          0.00064244,          0.17745468,          0.15592441,          0.20940609
,,,,,,  177.000000,    5.306327,          0.12119481,          0.10648987,          0.14302636,          2.17820162,          2.16915563,          2.19073123,          0.00054395,          0.00047696,          0.00064378,          0.17801042,          0.15641186,          0.21007651
,,,,,,  177.200000,    5.312322,          0.12157432,          0.10682279,          0.14348425,          2.17824517,          2.16919382,          2.19078277,          0.00054504,          0.00047791,          0.00064512,          0.17856784,          0.15690085,          0.21074905
,,,,,,  177.400000,    5.318318,          0.12195498,          0.10715677,          0.14394359,          2.17828880,          2.16923208,          2.19083442,          0.00054614,          0.00047887,          0.00064646,          0.17912695,          0.15739140,          0.21142373
,,,,,,  177.600000,    5.324314,          0.12233679,          0.10749181,          0.14440440,          2.17833253,          2.16927041,          2.19088618,          0.00054723,          0.00047983,          0.00064781,          0.17968775,          0.15788351,          0.21210055
,,,,,,  177.800000,    5.330310,          0.12271976,          0.10782792,          0.14486666,          2.17837634,          2.16930883,          2.19093804,          0.00054834,          0.00048079,          0.00064916,          0.18025026,          0.15837718,          0.21277953
,,,,,,  178.000000,    5.336306,          0.12310389,          0.10816509,          0.14533040,          2.17842024,          2.16934732,          2.19099001,          0.00054944,          0.00048176,          0.00065051,          0.18081446,          0.15887242,          0.21346067
,,,,,,  178.200000,    5.342302,          0.12348919,          0.10850334,          0.14579562,          2.17846422,          2.16938589,          2.19104209,          0.00055055,          0.00048273,          0.00065187,          0.18138038,          0.15936924,          0.21414397
,,,,,,  178.400000,    5.348297,          0.12387565,          0.10884267,          0.14626231,          2.17850830,          2.16942453,          2.19109428,          0.00055166,          0.00048370,          0.00065323,          0.18194802,          0.15986764,          0.21482946
,,,,,,  178.600000,    5.354293,          0.12426329,          0.10918308,          0.14673050,          2.17855247,          2.16946326,          2.19114658,          0.00055277,          0.00048467,          0.00065459,          0.18251739,          0.16036763,          0.21551713
,,,,,,  178.800000,    5.360289,          0.12465211,          0.10952457,          0.14720018,          2.17859672,          2.16950206,          2.19119899,          0.00055388,          0.00048565,          0.00065596,          0.18308848,          0.16086922,          0.21620699
,,,,,,  179.000000,    5.366285,          0.12504211,          0.10986716,          0.14767136,          2.17864106,          2.16954094,          2.19125150,          0.00055500,          0.00048663,          0.00065733,          0.18366131,          0.16137241,          0.21689906
,,,,,,  179.200000,    5.372281,          0.12543329,          0.11021083,          0.14814405,          2.17868550,          2.16957989,          2.19130413,          0.00055612,          0.00048761,          0.00065871,          0.18423588,          0.16187720,          0.21759334
,,,,,,  179.400000,    5.378277,          0.12582567,          0.11055561,          0.14861825,          2.17873002,          2.16961893,          2.19135687,          0.00055724,          0.00048859,          0.00066009,          0.18481220,          0.16238361,          0.21828985
,,,,,,  179.600000,    5.384273,          0.12621924,          0.11090149,          0.14909397,          2.17877463,          2.16965805,          2.19140971,          0.00055837,          0.00048958,          0.00066147,          0.18539028,          0.16289163,          0.21898858
,,,,,,  179.800000,    5.390268,          0.12661402,          0.11124848,          0.14957121,          2.17881934,          2.16969724,          2.19146267,          0.00055950,          0.00049057,          0.00066286,          0.18597012,          0.16340129,          0.21968955
,,,,,,  180.000000,    5.396264,          0.12700999,          0.11159658,          0.15004999,          2.17886413,          2.16973652,          2.19151574,          0.00056063,          0.00049156,          0.00066425,          0.18655173,          0.16391257,          0.22039278
,,,,,,  180.200000,    5.402260,          0.12740718,          0.11194579,          0.15053030,          2.17890901,          2.16977587,          2.19156892,          0.00056177,          0.00049256,          0.00066565,          0.18713512,          0.16442550,          0.22109826
,,,,,,  180.400000,    5.408256,          0.12780558,          0.11229613,          0.15101216,          2.17895399,          2.16981530,          2.19162221,          0.00056290,          0.00049356,          0.00066705,          0.18772029,          0.16494007,          0.22180601
,,,,,,  180.600000,    5.414252,          0.12820520,          0.11264759,          0.15149556,          2.17899905,          2.16985481,          2.19167561,          0.00056404,          0.00049456,          0.00066845,          0.18830725,          0.16545630,          0.22251603
,,,,,,  180.800000,    5.420248,          0.12860605,          0.11300019,          0.15198053,          2.17904421,          2.16989441,          2.19172913,          0.00056519,          0.00049556,          0.00066985,          0.18889601,          0.16597419,          0.22322834
,,,,,,  181.000000,    5.426243,          0.12900812,          0.11335392,          0.15246705,          2.17908946,          2.16993408,          2.19178276,          0.00056633,          0.00049657,          0.00067126,          0.18948657,          0.16649375,          0.22394295
,,,,,,  181.200000,    5.432239,          0.12941142,          0.11370879,          0.15295515,          2.17913480,          2.16997384,          2.19183650,          0.00056748,          0.00049758,          0.00067268,          0.19007894,          0.16701498,          0.22465987
,,,,,,  181.400000,    5.438235,          0.12981597,          0.11406481,          0.15344483,          2.17918023,          2.17001367,          2.19189036,          0.00056864,          0.00049859,          0.00067410,          0.19067313,          0.16753790,          0.22537910
,,,,,,  181.600000,    5.444231,          0.13022175,          0.11442197,          0.15393608,          2.17922576,          2.17005359,          2.19194432,          0.00056979,          0.00049960,          0.00067552,          0.19126915,          0.16806250,          0.22610066
,,,,,,  181.800000,    5.450227,          0.13062879,          0.11478029,          0.15442893,          2.17927137,          2.17009358,          2.19199841,          0.00057095,          0.00050062,          0.00067694,          0.19186700,          0.16858880,          0.22682455
,,,,,,  182.000000,    5.456223,          0.13103707,          0.11513977,          0.15492338,          2.17931708,          2.17013366,          2.19205260,          0.00057211,          0.00050164,          0.00067837,          0.19246669,          0.16911681,          0.22755079
,,,,,,  182.200000,    5.462219,          0.13144661,          0.11550042,          0.15541943,          2.17936289,          2.17017382,          2.19210691,          0.00057328,          0.00050267,          0.00067981,          0.19306822,          0.16964652,          0.22827939
,,,,,,  182.400000,    5.468214,          0.13185742,          0.11586224,          0.15591709,          2.17940878,          2.17021406,          2.19216134,          0.00057444,          0.00050369,          0.00068124,          0.19367161,          0.17017796,          0.22901035
,,,,,,  182.600000,    5.474210,          0.13226949,          0.11622523,          0.15641637,          2.17945477,          2.17025439,          2.19221588,          0.00057561,          0.00050472,          0.00068268,          0.19427686,          0.17071112,          0.22974369
,,,,,,  182.800000,    5.480206,          0.13268284,          0.11658941,          0.15691727,          2.17950086,          2.17029480,          2.19227053,          0.00057679,          0.00050575,          0.00068413,          0.19488399,          0.17124602,          0.23047942
,,,,,,  183.000000,    5.486202,          0.13309747,          0.11695477,          0.15741981,          2.17954703,          2.17033529,          2.19232531,          0.00057796,          0.00050679,          0.00068558,          0.19549299,          0.17178266,          0.23121754
,,,,,,  183.200000,    5.492198,          0.13351338,          0.11732132,          0.15792399,          2.17959330,          2.17037586,          2.19238019,          0.00057914,          0.00050783,          0.00068703,          0.19610387,          0.17232106,          0.23195807
,,,,,,  183.400000,    5.498194,          0.13393057,          0.11768907,          0.15842981,          2.17963967,          2.17041651,          2.19243520,          0.00058032,          0.00050887,          0.00068849,          0.19671665,          0.17286121,          0.23270103
,,,,,,  183.600000,    5.504190,          0.13434906,          0.11805803,          0.15893729,          2.17968613,          2.17045725,          2.19249032,          0.00058151,          0.00050991,          0.00068995,          0.19733133,          0.17340312,          0.23344641
,,,,,,  183.800000,    5.510185,          0.13476885,          0.11842819,          0.15944643,          2.17973269,          2.17049807,          2.19254556,          0.00058270,          0.00051096,          0.00069142,          0.19794791,          0.17394682,          0.23419423
,,,,,,  184.000000,    5.516181,          0.13518995,          0.11879957,          0.15995724,          2.17977934,          2.17053898,          2.19260091,          0.00058389,          0.00051201,          0.00069289,          0.19856642,          0.17449229,          0.23494451
,,,,,,  184.200000,    5.522177,          0.13561236,          0.11917216,          0.16046973,          2.17982608,          2.17057997,          2.19265638,          0.00058508,          0.00051306,          0.00069436,          0.19918685,          0.17503956,          0.23569725
,,,,,,  184.400000,    5.528173,          0.13603608,          0.11954598,          0.16098390,          2.17987292,          2.17062105,          2.19271197,          0.00058628,          0.00051412,          0.00069584,          0.19980921,          0.17558863,          0.23645246
,,,,,,  184.600000,    5.534169,          0.13646112,          0.11992104,          0.16149976,          2.17991986,          2.17066220,          2.19276768,          0.00058748,          0.00051518,          0.00069732,          0.20043351,          0.17613950,          0.23721016
,,,,,,  184.800000,    5.540165,          0.13688749,          0.12029733,          0.16201733,          2.17996689,          2.17070345,          2.19282351,          0.00058869,          0.00051624,          0.00069881,          0.20105976,          0.17669220,          0.23797035
,,,,,,  185.000000,    5.546160,          0.13731519,          0.12067486,          0.16253660,          2.18001402,          2.17074478,          2.19287946,          0.00058989,          0.00051730,          0.00070030,          0.20168796,          0.17724671,          0.23873306
,,,,,,  185.200000,    5.552156,          0.13774423,          0.12105364,          0.16305759,          2.18006125,          2.17078619,          2.19293552,          0.00059110,          0.00051837,          0.00070179,          0.20231814,          0.17780307,          0.23949828
,,,,,,  185.400000,    5.558152,          0.13817462,          0.12143368,          0.16358030,          2.18010857,          2.17082769,          2.19299171,          0.00059232,          0.00051944,          0.00070329,          0.20295028,          0.17836126,          0.24026604
,,,,,,  185.600000,    5.564148,          0.13860635,          0.12181497,          0.16410474,          2.18015600,          2.17086928,          2.19304802,          0.00059353,          0.00052052,          0.00070480,          0.20358441,          0.17892131,          0.24103634
,,,,,,  185.800000,    5.570144,          0.13903944,          0.12219754,          0.16463092,          2.18020351,          2.17091095,          2.19310444,          0.00059475,          0.00052160,          0.00070631,          0.20422053,          0.17948322,          0.24180919
,,,,,,  186.000000,    5.576140,          0.13947389,          0.12258138,          0.16515886,          2.18025113,          2.17095271,          2.19316099,          0.00059598,          0.00052268,          0.00070782,          0.20485865,          0.18004700,          0.24258462
,,,,,,  186.200000,    5.582136,          0.13990971,          0.12296649,          0.16568854,          2.18029884,          2.17099455,          2.19321766,          0.00059720,          0.00052376,          0.00070933,          0.20549878,          0.18061266,          0.24336262
,,,,,,  186.400000,    5.588131,          0.14034690,          0.12335290,          0.16621999,          2.18034665,          2.17103648,          2.19327445,          0.00059843,          0.00052485,          0.00071086,          0.20614093,          0.18118021,          0.24414321
,,,,,,  186.600000,    5.594127,          0.14078548,          0.12374059,          0.16675322,          2.18039456,          2.17107850,          2.19333136,          0.00059967,          0.00052594,          0.00071238,          0.20678510,          0.18174965,          0.24492641
,,,,,,  186.800000,    5.600123,          0.14122543,          0.12412959,          0.16728823,          2.18044257,          2.17112061,          2.19338839,          0.00060090,          0.00052703,          0.00071391,          0.20743131,          0.18232101,          0.24571223
,,,,,,  187.000000,    5.606119,          0.14166678,          0.12451989,          0.16782502,          2.18049068,          2.17116280,          2.19344554,          0.00060214,          0.00052813,          0.00071544,          0.20807956,          0.18289428,          0.24650067
,,,,,,  187.200000,    5.612115,          0.14210953,          0.12491150,          0.16836362,          2.18053889,          2.17120508,          2.19350282,          0.00060339,          0.00052923,          0.00071698,          0.20872986,          0.18346947,          0.24729175
,,,,,,  187.400000,    5.618111,          0.14255368,          0.12530443,          0.16890402,          2.18058720,          2.17124745,          2.19356022,          0.00060463,          0.00053033,          0.00071853,          0.20938223,          0.18404661,          0.24808549
,,,,,,  187.600000,    5.624107,          0.14299924,          0.12569868,          0.16944623,          2.18063560,          2.17128990,          2.19361775,          0.00060588,          0.00053144,          0.00072007,          0.21003666,          0.18462569,          0.24888190
,,,,,,  187.800000,    5.630102,          0.14344621,          0.12609427,          0.16999028,          2.18068411,          2.17133245,          2.19367540,          0.00060714,          0.00053255,          0.00072163,          0.21069318,          0.18520672,          0.24968099
,,,,,,  188.000000,    5.636098,          0.14389461,          0.12649120,          0.17053615,          2.18073272,          2.17137508,          2.19373317,          0.00060839,          0.00053366,          0.00072318,          0.21135179,          0.18578973,          0.25048277
,,,,,,  188.200000,    5.642094,          0.14434444,          0.12688947,          0.17108387,          2.18078142,          2.17141781,          2.19379107,          0.00060965,          0.00053478,          0.00072474,          0.21201249,          0.18637470,          0.25128725
,,,,,,  188.400000,    5.648090,          0.14479571,          0.12728909,          0.17163344,          2.18083023,          2.17146062,          2.19384909,          0.00061092,          0.00053590,          0.00072631,          0.21267531,          0.18696167,          0.25209446
,,,,,,  188.600000,    5.654086,          0.14524841,          0.12769007,          0.17218487,          2.18087914,          2.17150352,          2.19390724,          0.00061219,          0.00053702,          0.00072788,          0.21334024,          0.18755063,          0.25290440
,,,,,,  188.800000,    5.660082,          0.14570257,          0.12809242,          0.17273817,          2.18092815,          2.17154652,          2.19396552,          0.00061346,          0.00053815,          0.00072945,          0.21400731,          0.18814160,          0.25371708
,,,,,,  189.000000,    5.666077,          0.14615818,          0.12849615,          0.17329335,          2.18097727,          2.17158960,          2.19402392,          0.00061473,          0.00053928,          0.00073103,          0.21467651,          0.18873459,          0.25453252
,,,,,,  189.200000,    5.672073,          0.14661525,          0.12890125,          0.17385042,          2.18102648,          2.17163277,          2.19408244,          0.00061601,          0.00054041,          0.00073262,          0.21534785,          0.18932960,          0.25535074
,,,,,,  189.400000,    5.678069,          0.14707379,          0.12930774,          0.17440938,          2.18107580,          2.17167604,          2.19414109,          0.00061729,          0.00054155,          0.00073421,          0.21602136,          0.18992666,          0.25617175
,,,,,,  189.600000,    5.684065,          0.14753381,          0.12971563,          0.17497025,          2.18112522,          2.17171939,          2.19419988,          0.00061857,          0.00054269,          0.00073580,          0.21669703,          0.19052576,          0.25699556
,,,,,,  189.800000,    5.690061,          0.14799531,          0.13012492,          0.17553304,          2.18117474,          2.17176284,          2.19425878,          0.00061986,          0.00054384,          0.00073740,          0.21737488,          0.19112692,          0.25782218
,,,,,,  190.000000,    5.696057,          0.14845830,          0.13053562,          0.17609776,          2.18122437,          2.17180638,          2.19431782,          0.00062115,          0.00054498,          0.00073900,          0.21805491,          0.19173016,          0.25865163
,,,,,,  190.200000,    5.702053,          0.14892279,          0.13094774,          0.17666441,          2.18127409,          2.17185001,          2.19437698,          0.00062245,          0.00054613,          0.00074061,          0.21873715,          0.19233548,          0.25948393
,,,,,,  190.400000,    5.708048,          0.14938878,          0.13136129,          0.17723301,          2.18132393,          2.17189373,          2.19443628,          0.00062375,          0.00054729,          0.00074223,          0.21942159,          0.19294289,          0.26031908
,,,,,,  190.600000,    5.714044,          0.14985628,          0.13177627,          0.17780356,          2.18137386,          2.17193754,          2.19449570,          0.00062505,          0.00054845,          0.00074384,          0.22010825,          0.19355241,          0.26115711
,,,,,,  190.800000,    5.720040,          0.15032529,          0.13219268,          0.17837609,          2.18142390,          2.17198145,          2.19455525,          0.00062636,          0.00054961,          0.00074547,          0.22079714,          0.19416405,          0.26199803
,,,,,,  191.000000,    5.726036,          0.15079583,          0.13261055,          0.17895058,          2.18147405,          2.17202545,          2.19461493,          0.00062767,          0.00055078,          0.00074710,          0.22148827,          0.19477781,          0.26284185
,,,,,,  191.200000,    5.732032,          0.15126791,          0.13302988,          0.17952707,          2.18152430,          2.17206954,          2.19467475,          0.00062898,          0.00055194,          0.00074873,          0.22218165,          0.19539372,          0.26368858
,,,,,,  191.400000,    5.738028,          0.15174152,          0.13345067,          0.18010555,          2.18157466,          2.17211373,          2.19473469,          0.00063030,          0.00055312,          0.00075037,          0.22287729,          0.19601177,          0.26453825
,,,,,,  191.600000,    5.744023,          0.15221668,          0.13387293,          0.18068603,          2.18162512,          2.17215801,          2.19479476,          0.00063162,          0.00055429,          0.00075201,          0.22357521,          0.19663199,          0.26539087
,,,,,,  191.800000,    5.750019,          0.15269339,          0.13429668,          0.18126854,          2.18167568,          2.17220239,          2.19485497,          0.00063294,          0.00055547,          0.00075366,          0.22427540,          0.19725439,          0.26624645
,,,,,,  192.000000,    5.756015,          0.15317167,          0.13472191,          0.18185307,          2.18172636,          2.17224686,          2.19491531,          0.00063427,          0.00055666,          0.00075531,          0.22497789,          0.19787897,          0.26710501
,,,,,,  192.200000,    5.762011,          0.15365151,          0.13514865,          0.18243964,          2.18177714,          2.17229142,          2.19497578,          0.00063560,          0.00055785,          0.00075697,          0.22568268,          0.19850575,          0.26796656
,,,,,,  192.400000,    5.768007,          0.15413294,          0.13557689,          0.18302826,          2.18182802,          2.17233608,          2.19503638,          0.00063694,          0.00055904,          0.00075863,          0.22638979,          0.19913475,          0.26883112
,,,,,,  192.600000,    5.774003,          0.15461594,          0.13600664,          0.18361894,          2.18187901,          2.17238084,          2.19509711,          0.00063828,          0.00056023,          0.00076030,          0.22709923,          0.19976597,          0.26969871
,,,,,,  192.800000,    5.779999,          0.15510054,          0.13643792,          0.18421170,          2.18193011,          2.17242569,          2.19515798,          0.00063962,          0.00056143,          0.00076197,          0.22781100,          0.20039943,          0.27056935
,,,,,,  193.000000,    5.785994,          0.15558674,          0.13687073,          0.18480653,          2.18198132,          2.17247063,          2.19521899,          0.00064097,          0.00056264,          0.00076365,          0.22852513,          0.20103514,          0.27144304
,,,,,,  193.200000,    5.791990,          0.15607454,          0.13730508,          0.18540346,          2.18203264,          2.17251568,          2.19528012,          0.00064232,          0.00056384,          0.00076534,          0.22924162,          0.20167311,          0.27231980
,,,,,,  193.400000,    5.797986,          0.15656396,          0.13774098,          0.18600249,          2.18208406,          2.17256082,          2.19534140,          0.00064368,          0.00056505,          0.00076703,          0.22996047,          0.20231336,          0.27319966
,,,,,,  193.600000,    5.803982,          0.15705501,          0.13817844,          0.18660364,          2.18213559,          2.17260605,          2.19540280,          0.00064504,          0.00056627,          0.00076872,          0.23068172,          0.20295589,          0.27408262
,,,,,,  193.800000,    5.809978,          0.15754768,          0.13861746,          0.18720691,          2.18218723,          2.17265139,          2.19546435,          0.00064640,          0.00056749,          0.00077042,          0.23140536,          0.20360073,          0.27496871
,,,,,,  194.000000,    5.815974,          0.15804200,          0.13905807,          0.18781233,          2.18223898,          2.17269682,          2.19552603,          0.00064777,          0.00056871,          0.00077213,          0.23213141,          0.20424789,          0.27585794
,,,,,,  194.200000,    5.821970,          0.15853796,          0.13950026,          0.18841989,          2.18229084,          2.17274235,          2.19558784,          0.00064914,          0.00056994,          0.00077384,          0.23285988,          0.20489738,          0.27675033
,,,,,,  194.400000,    5.827965,          0.15903558,          0.13994404,          0.18902962,          2.18234281,          2.17278797,          2.19564980,          0.00065051,          0.00057117,          0.00077555,          0.23359078,          0.20554920,          0.27764589
,,,,,,  194.600000,    5.833961,          0.15953487,          0.14038943,          0.18964152,          2.18239489,          2.17283370,          2.19571189,          0.00065189,          0.00057240,          0.00077728,          0.23432413,          0.20620339,          0.27854465
,,,,,,  194.800000,    5.839957,          0.16003583,          0.14083643,          0.19025561,          2.18244708,          2.17287952,          2.19577411,          0.00065328,          0.00057364,          0.00077900,          0.23505994,          0.20685995,          0.27944662
,,,,,,  195.000000,    5.845953,          0.16053847,          0.14128506,          0.19087189,          2.18249938,          2.17292545,          2.19583648,          0.00065466,          0.00057489,          0.00078074,          0.23579821,          0.20751889,          0.28035182
,,,,,,  195.200000,    5.851949,          0.16104280,          0.14173532,          0.19149039,          2.18255179,          2.17297147,          2.19589899,          0.00065606,          0.00057613,          0.00078248,          0.23653897,          0.20818023,          0.28126026
,,,,,,  195.400000,    5.857945,          0.16154883,          0.14218722,          0.19211111,          2.18260432,          2.17301759,          2.19596163,          0.00065745,          0.00057738,          0.00078422,          0.23728223,          0.20884398,          0.28217197
,,,,,,  195.600000,    5.863940,          0.16205657,          0.14264078,          0.19273406,          2.18265695,          2.17306382,          2.19602441,          0.00065885,          0.00057864,          0.00078597,          0.23802799,          0.20951017,          0.28308696
,,,,,,  195.800000,    5.869936,          0.16256602,          0.14309600,          0.19335926,          2.18270970,          2.17311014,          2.19608734,          0.00066026,          0.00057990,          0.00078772,          0.23877627,          0.21017879,          0.28400525
,,,,,,  196.000000,    5.875932,          0.16307720,          0.14355289,          0.19398672,          2.18276256,          2.17315657,          2.19615040,          0.00066166,          0.00058116,          0.00078949,          0.23952709,          0.21084987,          0.28492687
,,,,,,  196.200000,    5.881928,          0.16359011,          0.14401147,          0.19461646,          2.18281553,          2.17320309,          2.19621361,          0.00066308,          0.00058243,          0.00079125,          0.24028045,          0.21152343,          0.28585182
,,,,,,  196.400000,    5.887924,          0.16410477,          0.14447174,          0.19524848,          2.18286861,          2.17324972,          2.19627695,          0.00066449,          0.00058371,          0.00079303,          0.24103638,          0.21219947,          0.28678013
,,,,,,  196.600000,    5.893920,          0.16462118,          0.14493371,          0.19588280,          2.18292181,          2.17329645,          2.19634044,          0.00066591,          0.00058498,          0.00079480,          0.24179488,          0.21287802,          0.28771181
,,,,,,  196.800000,    5.899916,          0.16513935,          0.14539740,          0.19651943,          2.18297513,          2.17334328,          2.19640407,          0.00066734,          0.00058626,          0.00079659,          0.24255597,          0.21355908,          0.28864689
,,,,,,  197.000000,    5.905911,          0.16565929,          0.14586282,          0.19715839,          2.18302855,          2.17339021,          2.19646785,          0.00066877,          0.00058755,          0.00079838,          0.24331965,          0.21424268,          0.28958539
,,,,,,  197.200000,    5.911907,          0.16618101,          0.14632997,          0.19779968,          2.18308209,          2.17343725,          2.19653177,          0.00067020,          0.00058884,          0.00080017,          0.24408596,          0.21492883,          0.29052732
,,,,,,  197.400000,    5.917903,          0.16670452,          0.14679886,          0.19844333,          2.18313575,          2.17348439,          2.19659583,          0.00067164,          0.00059013,          0.00080198,          0.24485489,          0.21561754,          0.29147271
,,,,,,  197.600000,    5.923899,          0.16722983,          0.14726952,          0.19908935,          2.18318952,          2.17353164,          2.19666003,          0.00067308,          0.00059143,          0.00080378,          0.24562646,          0.21630884,          0.29242158
