../../../pdielec -processors 4 -matrix ptfe -sigma 5 -needle 0 0 1 -ellipsoid 0 0 1 0.5 -plate 1 0 0 qua_hf_2d_f_ir-int.out -optical_tensor 2.018 0 0 0 2.018 0 0 0 2.071 -masses program -csv command.csv -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  143.36,         0.000137,                   0.577966,     0.0736,     5.0
   4,  143.36,         0.000125,                   0.526914,     0.0671,     5.0
   5,  219.76,         0.000015,                   0.062798,     0.0080,     5.0
   6,  285.80,         0.220859,                 933.263851,   118.8268,     5.0
   7,  285.80,         0.219970,                 929.504963,   118.3482,     5.0
   8,  383.15,         0.000003,                   0.012340,     0.0016,     5.0
   9,  395.26,         5.330176,               22523.190806,  2867.7417,     5.0
  10,  428.18,         2.826487,               11943.604000,  1520.7069,     5.0
  11,  428.18,         2.822143,               11925.247717,  1518.3697,     5.0
  12,  492.09,        10.485444,               44307.294148,  5641.3799,     5.0
  13,  492.09,        10.459705,               44198.527799,  5627.5313,     5.0
  14,  502.25,         0.000007,                   0.030802,     0.0039,     5.0
  15,  544.53,        10.684156,               45146.971138,  5748.2909,     5.0
  16,  739.67,         0.596466,                2520.427559,   320.9108,     5.0
  17,  739.67,         0.602299,                2545.073342,   324.0488,     5.0
  18,  824.10,         3.254740,               13753.228986,  1751.1155,     5.0
  19,  847.31,         4.970620,               21003.852794,  2674.2936,     5.0
  20,  847.31,         4.960699,               20961.928146,  2668.9556,     5.0
  21, 1124.43,        41.149179,              173879.971699, 22139.0856,     5.0
  22, 1124.43,        41.187535,              174042.049294, 22159.7220,     5.0
  23, 1131.32,        43.940335,              185674.281211, 23640.7837,     5.0
  24, 1139.50,         0.000004,                   0.018537,     0.0024,     5.0
  25, 1233.44,         0.611846,                2585.415876,   329.1854,     5.0
  26, 1233.44,         0.606878,                2564.422943,   326.5125,     5.0
,,,,,,cm-1,thz,maxwell_needle[0 0 1]_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(1 0 0)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),maxwell_needle[0 0 1]_real_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1),maxwell_plate(1 0 0)_real_dielectric(vf=0.1),maxwell_needle[0 0 1]_imag_dielectric(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1),maxwell_plate(1 0 0)_imag_dielectric(vf=0.1),maxwell_needle[0 0 1]_absorption_coefficent_cm-1(vf=0.1),maxwell_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),maxwell_plate(1 0 0)_absorption_coefficent_cm-1(vf=0.1)
,,,,,,   13.200000,    0.395726,          0.00048743,          0.00043299,          0.00056279,          2.16204985,          2.15494879,          2.17183918,          0.00002923,          0.00002592,          0.00003382,          0.00071594,          0.00063598,          0.00082662
,,,,,,   13.400000,    0.401722,          0.00050234,          0.00044623,          0.00058000,          2.16205220,          2.15495088,          2.17184191,          0.00002967,          0.00002631,          0.00003433,          0.00073783,          0.00065542,          0.00085190
,,,,,,   13.600000,    0.407718,          0.00051747,          0.00045967,          0.00059747,          2.16205460,          2.15495300,          2.17184468,          0.00003011,          0.00002671,          0.00003485,          0.00076006,          0.00067516,          0.00087757
,,,,,,   13.800000,    0.413714,          0.00053283,          0.00047331,          0.00061521,          2.16205702,          2.15495515,          2.17184748,          0.00003056,          0.00002710,          0.00003536,          0.00078262,          0.00069520,          0.00090362
,,,,,,   14.000000,    0.419709,          0.00054841,          0.00048715,          0.00063320,          2.16205948,          2.15495733,          2.17185033,          0.00003100,          0.00002750,          0.00003588,          0.00080550,          0.00071553,          0.00093005
,,,,,,   14.200000,    0.425705,          0.00056422,          0.00050120,          0.00065146,          2.16206198,          2.15495955,          2.17185322,          0.00003145,          0.00002789,          0.00003639,          0.00082873,          0.00073616,          0.00095686
,,,,,,   14.400000,    0.431701,          0.00058026,          0.00051544,          0.00066998,          2.16206452,          2.15496180,          2.17185616,          0.00003189,          0.00002828,          0.00003691,          0.00085228,          0.00075707,          0.00098406
,,,,,,   14.600000,    0.437697,          0.00059652,          0.00052988,          0.00068875,          2.16206708,          2.15496407,          2.17185913,          0.00003234,          0.00002868,          0.00003742,          0.00087616,          0.00077829,          0.00101164
,,,,,,   14.800000,    0.443693,          0.00061300,          0.00054453,          0.00070779,          2.16206969,          2.15496638,          2.17186214,          0.00003278,          0.00002907,          0.00003794,          0.00090038,          0.00079980,          0.00103960
,,,,,,   15.000000,    0.449689,          0.00062972,          0.00055937,          0.00072709,          2.16207233,          2.15496873,          2.17186520,          0.00003323,          0.00002947,          0.00003845,          0.00092493,          0.00082160,          0.00106795
,,,,,,   15.200000,    0.455685,          0.00064666,          0.00057442,          0.00074665,          2.16207501,          2.15497110,          2.17186829,          0.00003367,          0.00002986,          0.00003897,          0.00094981,          0.00084370,          0.00109668
,,,,,,   15.400000,    0.461680,          0.00066382,          0.00058966,          0.00076647,          2.16207772,          2.15497350,          2.17187143,          0.00003412,          0.00003026,          0.00003948,          0.00097502,          0.00086609,          0.00112579
,,,,,,   15.600000,    0.467676,          0.00068121,          0.00060511,          0.00078656,          2.16208046,          2.15497594,          2.17187461,          0.00003456,          0.00003065,          0.00004000,          0.00100056,          0.00088878,          0.00115529
,,,,,,   15.800000,    0.473672,          0.00069883,          0.00062076,          0.00080690,          2.16208325,          2.15497841,          2.17187783,          0.00003501,          0.00003104,          0.00004051,          0.00102644,          0.00091176,          0.00118518
,,,,,,   16.000000,    0.479668,          0.00071668,          0.00063660,          0.00082751,          2.16208606,          2.15498091,          2.17188109,          0.00003545,          0.00003144,          0.00004103,          0.00105265,          0.00093504,          0.00121544
,,,,,,   16.200000,    0.485664,          0.00073475,          0.00065265,          0.00084838,          2.16208892,          2.15498344,          2.17188439,          0.00003590,          0.00003183,          0.00004154,          0.00107919,          0.00095862,          0.00124610
,,,,,,   16.400000,    0.491660,          0.00075304,          0.00066891,          0.00086951,          2.16209181,          2.15498600,          2.17188774,          0.00003634,          0.00003223,          0.00004206,          0.00110607,          0.00098249,          0.00127713
,,,,,,   16.600000,    0.497655,          0.00077157,          0.00068536,          0.00089090,          2.16209473,          2.15498859,          2.17189112,          0.00003679,          0.00003262,          0.00004257,          0.00113328,          0.00100665,          0.00130855
,,,,,,   16.800000,    0.503651,          0.00079032,          0.00070201,          0.00091256,          2.16209769,          2.15499122,          2.17189455,          0.00003723,          0.00003302,          0.00004309,          0.00116082,          0.00103111,          0.00134036
,,,,,,   17.000000,    0.509647,          0.00080930,          0.00071887,          0.00093447,          2.16210069,          2.15499387,          2.17189802,          0.00003768,          0.00003341,          0.00004360,          0.00118869,          0.00105587,          0.00137255
,,,,,,   17.200000,    0.515643,          0.00082850,          0.00073592,          0.00095665,          2.16210372,          2.15499656,          2.17190152,          0.00003812,          0.00003381,          0.00004412,          0.00121690,          0.00108092,          0.00140513
,,,,,,   17.400000,    0.521639,          0.00084794,          0.00075318,          0.00097909,          2.16210679,          2.15499928,          2.17190507,          0.00003857,          0.00003420,          0.00004464,          0.00124544,          0.00110627,          0.00143809
,,,,,,   17.600000,    0.527635,          0.00086759,          0.00077064,          0.00100180,          2.16210989,          2.15500204,          2.17190866,          0.00003902,          0.00003460,          0.00004515,          0.00127432,          0.00113191,          0.00147143
,,,,,,   17.800000,    0.533631,          0.00088748,          0.00078830,          0.00102476,          2.16211303,          2.15500482,          2.17191230,          0.00003946,          0.00003499,          0.00004567,          0.00130353,          0.00115785,          0.00150517
,,,,,,   18.000000,    0.539626,          0.00090759,          0.00080616,          0.00104799,          2.16211620,          2.15500763,          2.17191597,          0.00003991,          0.00003539,          0.00004619,          0.00133307,          0.00118409,          0.00153929
,,,,,,   18.200000,    0.545622,          0.00092793,          0.00082423,          0.00107148,          2.16211941,          2.15501048,          2.17191969,          0.00004035,          0.00003578,          0.00004670,          0.00136295,          0.00121062,          0.00157379
,,,,,,   18.400000,    0.551618,          0.00094850,          0.00084250,          0.00109524,          2.16212266,          2.15501336,          2.17192344,          0.00004080,          0.00003618,          0.00004722,          0.00139316,          0.00123745,          0.00160868
,,,,,,   18.600000,    0.557614,          0.00096930,          0.00086096,          0.00111925,          2.16212594,          2.15501627,          2.17192724,          0.00004125,          0.00003658,          0.00004773,          0.00142370,          0.00126458,          0.00164396
,,,,,,   18.800000,    0.563610,          0.00099032,          0.00087963,          0.00114354,          2.16212926,          2.15501921,          2.17193108,          0.00004169,          0.00003697,          0.00004825,          0.00145458,          0.00129200,          0.00167962
,,,,,,   19.000000,    0.569606,          0.00101157,          0.00089851,          0.00116808,          2.16213261,          2.15502218,          2.17193496,          0.00004214,          0.00003737,          0.00004877,          0.00148579,          0.00131972,          0.00171567
,,,,,,   19.200000,    0.575602,          0.00103305,          0.00091758,          0.00119289,          2.16213600,          2.15502519,          2.17193888,          0.00004259,          0.00003776,          0.00004929,          0.00151734,          0.00134774,          0.00175211
,,,,,,   19.400000,    0.581597,          0.00105476,          0.00093686,          0.00121796,          2.16213942,          2.15502822,          2.17194284,          0.00004303,          0.00003816,          0.00004980,          0.00154922,          0.00137605,          0.00178893
,,,,,,   19.600000,    0.587593,          0.00107669,          0.00095634,          0.00124329,          2.16214288,          2.15503129,          2.17194685,          0.00004348,          0.00003855,          0.00005032,          0.00158144,          0.00140466,          0.00182614
,,,,,,   19.800000,    0.593589,          0.00109886,          0.00097602,          0.00126889,          2.16214638,          2.15503439,          2.17195089,          0.00004393,          0.00003895,          0.00005084,          0.00161399,          0.00143357,          0.00186374
,,,,,,   20.000000,    0.599585,          0.00112125,          0.00099590,          0.00129475,          2.16214991,          2.15503752,          2.17195498,          0.00004437,          0.00003935,          0.00005135,          0.00164688,          0.00146278,          0.00190172
,,,,,,   20.200000,    0.605581,          0.00114387,          0.00101599,          0.00132087,          2.16215348,          2.15504069,          2.17195911,          0.00004482,          0.00003974,          0.00005187,          0.00168011,          0.00149228,          0.00194009
,,,,,,   20.400000,    0.611577,          0.00116671,          0.00103628,          0.00134726,          2.16215708,          2.15504388,          2.17196328,          0.00004527,          0.00004014,          0.00005239,          0.00171366,          0.00152208,          0.00197885
,,,,,,   20.600000,    0.617572,          0.00118979,          0.00105677,          0.00137391,          2.16216072,          2.15504711,          2.17196749,          0.00004571,          0.00004054,          0.00005291,          0.00174756,          0.00155218,          0.00201800
,,,,,,   20.800000,    0.623568,          0.00121309,          0.00107747,          0.00140083,          2.16216439,          2.15505037,          2.17197174,          0.00004616,          0.00004093,          0.00005343,          0.00178179,          0.00158258,          0.00205754
,,,,,,   21.000000,    0.629564,          0.00123663,          0.00109836,          0.00142801,          2.16216810,          2.15505366,          2.17197604,          0.00004661,          0.00004133,          0.00005394,          0.00181635,          0.00161327,          0.00209746
,,,,,,   21.200000,    0.635560,          0.00126039,          0.00111946,          0.00145546,          2.16217185,          2.15505698,          2.17198037,          0.00004706,          0.00004173,          0.00005446,          0.00185125,          0.00164426,          0.00213777
,,,,,,   21.400000,    0.641556,          0.00128438,          0.00114077,          0.00148317,          2.16217563,          2.15506033,          2.17198475,          0.00004750,          0.00004212,          0.00005498,          0.00188649,          0.00167555,          0.00217847
,,,,,,   21.600000,    0.647552,          0.00130860,          0.00116227,          0.00151115,          2.16217945,          2.15506372,          2.17198917,          0.00004795,          0.00004252,          0.00005550,          0.00192207,          0.00170714,          0.00221957
,,,,,,   21.800000,    0.653548,          0.00133305,          0.00118398,          0.00153939,          2.16218330,          2.15506714,          2.17199363,          0.00004840,          0.00004292,          0.00005602,          0.00195798,          0.00173903,          0.00226104
,,,,,,   22.000000,    0.659543,          0.00135773,          0.00120590,          0.00156789,          2.16218719,          2.15507058,          2.17199813,          0.00004885,          0.00004331,          0.00005654,          0.00199422,          0.00177122,          0.00230291
,,,,,,   22.200000,    0.665539,          0.00138263,          0.00122801,          0.00159666,          2.16219112,          2.15507406,          2.17200267,          0.00004929,          0.00004371,          0.00005705,          0.00203081,          0.00180370,          0.00234517
,,,,,,   22.400000,    0.671535,          0.00140777,          0.00125033,          0.00162570,          2.16219508,          2.15507758,          2.17200726,          0.00004974,          0.00004411,          0.00005757,          0.00206773,          0.00183649,          0.00238782
,,,,,,   22.600000,    0.677531,          0.00143314,          0.00127286,          0.00165500,          2.16219908,          2.15508112,          2.17201188,          0.00005019,          0.00004450,          0.00005809,          0.00210499,          0.00186957,          0.00243086
,,,,,,   22.800000,    0.683527,          0.00145873,          0.00129559,          0.00168457,          2.16220311,          2.15508470,          2.17201655,          0.00005064,          0.00004490,          0.00005861,          0.00214258,          0.00190295,          0.00247428
,,,,,,   23.000000,    0.689523,          0.00148456,          0.00131852,          0.00171440,          2.16220718,          2.15508830,          2.17202126,          0.00005109,          0.00004530,          0.00005913,          0.00218051,          0.00193663,          0.00251810
,,,,,,   23.200000,    0.695519,          0.00151061,          0.00134165,          0.00174450,          2.16221128,          2.15509194,          2.17202601,          0.00005154,          0.00004570,          0.00005965,          0.00221878,          0.00197061,          0.00256231
,,,,,,   23.400000,    0.701514,          0.00153690,          0.00136499,          0.00177486,          2.16221542,          2.15509562,          2.17203080,          0.00005198,          0.00004609,          0.00006017,          0.00225739,          0.00200489,          0.00260691
,,,,,,   23.600000,    0.707510,          0.00156342,          0.00138853,          0.00180549,          2.16221960,          2.15509932,          2.17203564,          0.00005243,          0.00004649,          0.00006069,          0.00229634,          0.00203947,          0.00265190
,,,,,,   23.800000,    0.713506,          0.00159016,          0.00141228,          0.00183639,          2.16222381,          2.15510305,          2.17204051,          0.00005288,          0.00004689,          0.00006121,          0.00233562,          0.00207435,          0.00269728
,,,,,,   24.000000,    0.719502,          0.00161714,          0.00143623,          0.00186755,          2.16222806,          2.15510682,          2.17204543,          0.00005333,          0.00004729,          0.00006173,          0.00237524,          0.00210953,          0.00274305
,,,,,,   24.200000,    0.725498,          0.00164434,          0.00146039,          0.00189898,          2.16223234,          2.15511062,          2.17205039,          0.00005378,          0.00004769,          0.00006225,          0.00241520,          0.00214501,          0.00278921
,,,,,,   24.400000,    0.731494,          0.00167178,          0.00148475,          0.00193067,          2.16223666,          2.15511445,          2.17205539,          0.00005423,          0.00004808,          0.00006277,          0.00245550,          0.00218079,          0.00283577
,,,,,,   24.600000,    0.737489,          0.00169945,          0.00150931,          0.00196264,          2.16224102,          2.15511831,          2.17206043,          0.00005468,          0.00004848,          0.00006329,          0.00249614,          0.00221688,          0.00288271
,,,,,,   24.800000,    0.743485,          0.00172735,          0.00153408,          0.00199487,          2.16224541,          2.15512220,          2.17206551,          0.00005513,          0.00004888,          0.00006381,          0.00253712,          0.00225326,          0.00293005
,,,,,,   25.000000,    0.749481,          0.00175548,          0.00155906,          0.00202736,          2.16224984,          2.15512613,          2.17207064,          0.00005558,          0.00004928,          0.00006433,          0.00257844,          0.00228994,          0.00297778
,,,,,,   25.200000,    0.755477,          0.00178384,          0.00158424,          0.00206013,          2.16225430,          2.15513009,          2.17207581,          0.00005603,          0.00004968,          0.00006485,          0.00262009,          0.00232692,          0.00302590
,,,,,,   25.400000,    0.761473,          0.00181243,          0.00160962,          0.00209316,          2.16225880,          2.15513408,          2.17208101,          0.00005648,          0.00005008,          0.00006537,          0.00266209,          0.00236421,          0.00307442
,,,,,,   25.600000,    0.767469,          0.00184125,          0.00163521,          0.00212646,          2.16226334,          2.15513810,          2.17208627,          0.00005693,          0.00005047,          0.00006589,          0.00270442,          0.00240179,          0.00312333
,,,,,,   25.800000,    0.773465,          0.00187030,          0.00166101,          0.00216002,          2.16226791,          2.15514215,          2.17209156,          0.00005738,          0.00005087,          0.00006642,          0.00274709,          0.00243968,          0.00317263
,,,,,,   26.000000,    0.779460,          0.00189959,          0.00168701,          0.00219386,          2.16227252,          2.15514624,          2.17209689,          0.00005783,          0.00005127,          0.00006694,          0.00279011,          0.00247787,          0.00322233
,,,,,,   26.200000,    0.785456,          0.00192911,          0.00171321,          0.00222796,          2.16227716,          2.15515036,          2.17210227,          0.00005828,          0.00005167,          0.00006746,          0.00283346,          0.00251636,          0.00327242
,,,,,,   26.400000,    0.791452,          0.00195886,          0.00173962,          0.00226233,          2.16228184,          2.15515451,          2.17210768,          0.00005873,          0.00005207,          0.00006798,          0.00287716,          0.00255515,          0.00332290
,,,,,,   26.600000,    0.797448,          0.00198884,          0.00176624,          0.00229697,          2.16228656,          2.15515869,          2.17211314,          0.00005918,          0.00005247,          0.00006850,          0.00292119,          0.00259424,          0.00337378
,,,,,,   26.800000,    0.803444,          0.00201905,          0.00179306,          0.00233188,          2.16229131,          2.15516290,          2.17211864,          0.00005963,          0.00005287,          0.00006903,          0.00296557,          0.00263364,          0.00342505
,,,,,,   27.000000,    0.809440,          0.00204949,          0.00182009,          0.00236705,          2.16229610,          2.15516714,          2.17212418,          0.00006008,          0.00005327,          0.00006955,          0.00301029,          0.00267334,          0.00347671
,,,,,,   27.200000,    0.815435,          0.00208017,          0.00184732,          0.00240250,          2.16230092,          2.15517142,          2.17212977,          0.00006053,          0.00005367,          0.00007007,          0.00305535,          0.00271334,          0.00352878
,,,,,,   27.400000,    0.821431,          0.00211108,          0.00187476,          0.00243821,          2.16230578,          2.15517573,          2.17213539,          0.00006098,          0.00005407,          0.00007059,          0.00310075,          0.00275364,          0.00358123
,,,,,,   27.600000,    0.827427,          0.00214222,          0.00190241,          0.00247419,          2.16231068,          2.15518007,          2.17214106,          0.00006143,          0.00005447,          0.00007112,          0.00314649,          0.00279425,          0.00363408
,,,,,,   27.800000,    0.833423,          0.00217360,          0.00193026,          0.00251044,          2.16231561,          2.15518444,          2.17214677,          0.00006189,          0.00005487,          0.00007164,          0.00319257,          0.00283515,          0.00368733
,,,,,,   28.000000,    0.839419,          0.00220521,          0.00195832,          0.00254697,          2.16232058,          2.15518885,          2.17215252,          0.00006234,          0.00005527,          0.00007216,          0.00323900,          0.00287637,          0.00374097
,,,,,,   28.200000,    0.845415,          0.00223705,          0.00198658,          0.00258376,          2.16232558,          2.15519329,          2.17215832,          0.00006279,          0.00005567,          0.00007269,          0.00328577,          0.00291788,          0.00379501
,,,,,,   28.400000,    0.851411,          0.00226912,          0.00201505,          0.00262082,          2.16233062,          2.15519775,          2.17216415,          0.00006324,          0.00005607,          0.00007321,          0.00333288,          0.00295970,          0.00384945
,,,,,,   28.600000,    0.857406,          0.00230143,          0.00204373,          0.00265815,          2.16233570,          2.15520226,          2.17217003,          0.00006369,          0.00005647,          0.00007373,          0.00338033,          0.00300182,          0.00390428
,,,,,,   28.800000,    0.863402,          0.00233397,          0.00207262,          0.00269575,          2.16234081,          2.15520679,          2.17217595,          0.00006414,          0.00005687,          0.00007426,          0.00342812,          0.00304425,          0.00395951
,,,,,,   29.000000,    0.869398,          0.00236674,          0.00210171,          0.00273362,          2.16234596,          2.15521135,          2.17218191,          0.00006460,          0.00005727,          0.00007478,          0.00347626,          0.00308698,          0.00401513
,,,,,,   29.200000,    0.875394,          0.00239975,          0.00213101,          0.00277176,          2.16235115,          2.15521595,          2.17218791,          0.00006505,          0.00005767,          0.00007530,          0.00352474,          0.00313001,          0.00407115
,,,,,,   29.400000,    0.881390,          0.00243299,          0.00216051,          0.00281018,          2.16235637,          2.15522058,          2.17219395,          0.00006550,          0.00005807,          0.00007583,          0.00357357,          0.00317335,          0.00412757
,,,,,,   29.600000,    0.887386,          0.00246647,          0.00219023,          0.00284886,          2.16236163,          2.15522524,          2.17220004,          0.00006595,          0.00005847,          0.00007635,          0.00362274,          0.00321700,          0.00418439
,,,,,,   29.800000,    0.893382,          0.00250018,          0.00222015,          0.00288781,          2.16236692,          2.15522993,          2.17220617,          0.00006641,          0.00005887,          0.00007688,          0.00367225,          0.00326095,          0.00424161
,,,,,,   30.000000,    0.899377,          0.00253412,          0.00225028,          0.00292704,          2.16237225,          2.15523466,          2.17221234,          0.00006686,          0.00005927,          0.00007740,          0.00372211,          0.00330520,          0.00429922
,,,,,,   30.200000,    0.905373,          0.00256830,          0.00228061,          0.00296654,          2.16237762,          2.15523942,          2.17221855,          0.00006731,          0.00005967,          0.00007793,          0.00377231,          0.00334976,          0.00435724
,,,,,,   30.400000,    0.911369,          0.00260271,          0.00231116,          0.00300630,          2.16238302,          2.15524421,          2.17222481,          0.00006777,          0.00006008,          0.00007845,          0.00382285,          0.00339462,          0.00441565
,,,,,,   30.600000,    0.917365,          0.00263736,          0.00234191,          0.00304635,          2.16238846,          2.15524903,          2.17223110,          0.00006822,          0.00006048,          0.00007898,          0.00387374,          0.00343979,          0.00447446
,,,,,,   30.800000,    0.923361,          0.00267224,          0.00237287,          0.00308666,          2.16239393,          2.15525388,          2.17223744,          0.00006867,          0.00006088,          0.00007950,          0.00392498,          0.00348526,          0.00453367
,,,,,,   31.000000,    0.929357,          0.00270736,          0.00240404,          0.00312724,          2.16239944,          2.15525877,          2.17224382,          0.00006913,          0.00006128,          0.00008003,          0.00397656,          0.00353104,          0.00459328
