../../../pdielec -matrix ptfe -method ap -method maxwell -sphere -plate -1 -1 -2 -vmin 0 -vmax 2000 -vf 0.1 calcite.gout -masses program -csv command1.csv
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  114.77,         2.386157,               10082.942949,  1283.8002,     5.0
   4,  114.77,         2.386165,               10082.976755,  1283.8045,     5.0
   5,  127.38,         3.359475,               14195.797145,  1807.4650,     5.0
   9,  249.29,         1.226152,                5181.227434,   659.6944,     5.0
  10,  249.29,         1.226152,                5181.226351,   659.6942,     5.0
  15,  320.71,         5.824938,               24613.856703,  3133.9336,     5.0
  16,  320.71,         5.824945,               24613.889414,  3133.9377,     5.0
  17,  338.14,         4.139440,               17491.616624,  2227.1018,     5.0
  20,  620.12,         3.383380,               14296.810138,  1820.3264,     5.0
  21,  620.12,         3.383372,               14296.778406,  1820.3224,     5.0
  22,  731.95,        26.890139,              113626.969350, 14467.4351,     5.0
  26, 1463.56,        16.971396,               71714.329831,  9130.9521,     5.0
  27, 1463.56,        16.971390,               71714.305879,  9130.9490,     5.0
,,,,,cm-1,thz,ap_noshape_real_dielectric(vf=0.1),ap_noshape_imag_dielectric(vf=0.1),ap_noshape_absorption_coeficient_cm-1(vf=0.1),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.1),maxwell_sphere_real_dielectric(vf=0.1),maxwell_sphere_imag_dielectric(vf=0.1),maxwell_sphere_absorption_coeficient_cm-1(vf=0.1),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(-1 -1 -2)_real_dielectric(vf=0.1),maxwell_plate(-1 -1 -2)_imag_dielectric(vf=0.1),maxwell_plate(-1 -1 -2)_absorption_coeficient_cm-1(vf=0.1),maxwell_plate(-1 -1 -2)_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.1)
,,,,, 1407.200000,   42.186795,          2.09470907,          0.00538990,         14.30009092,         10.52599313,          2.07178931,          0.00345738,          9.22346521,          6.78919679,          2.07775371,          0.00409628,         10.91221453,          8.03224929
,,,,, 1407.400000,   42.192791,          2.09514009,          0.00542758,         14.40062788,         10.59999625,          2.07206600,          0.00347589,          9.27355433,          6.82606633,          2.07808139,          0.00412171,         10.98065346,          8.08262573
,,,,, 1407.600000,   42.198786,          2.09557412,          0.00546567,         14.50223503,         10.67478711,          2.07234417,          0.00349456,          9.32405999,          6.86324247,          2.07841109,          0.00414740,         11.04976729,          8.13349895
,,,,, 1407.800000,   42.204782,          2.09601118,          0.00550416,         14.60492753,         10.75037688,          2.07262383,          0.00351339,          9.37498678,          6.90072860,          2.07874284,          0.00417334,         11.11956506,          8.18487561
,,,,, 1408.000000,   42.210778,          2.09645132,          0.00554308,         14.70872083,         10.82677692,          2.07290499,          0.00353237,          9.42633937,          6.93852815,          2.07907667,          0.00419953,         11.19005598,          8.23676248
,,,,, 1408.200000,   42.216774,          2.09689456,          0.00558241,         14.81363063,         10.90399880,          2.07318768,          0.00355151,          9.47812247,          6.97664459,          2.07941258,          0.00422599,         11.26124942,          8.28916646
,,,,, 1408.400000,   42.222770,          2.09734094,          0.00562217,         14.91967293,         10.98205428,          2.07347189,          0.00357082,          9.53034088,          7.01508145,          2.07975061,          0.00425272,         11.33315492,          8.34209457
,,,,, 1408.600000,   42.228766,          2.09779049,          0.00566237,         15.02686400,         11.06095535,          2.07375765,          0.00359028,          9.58299945,          7.05384231,          2.08009077,          0.00427971,         11.40578215,          8.39555393
,,,,, 1408.800000,   42.234761,          2.09824325,          0.00570300,         15.13522041,         11.14071420,          2.07404496,          0.00360992,          9.63610311,          7.09293078,          2.08043309,          0.00430698,         11.47914099,          8.44955181
,,,,, 1409.000000,   42.240757,          2.09869925,          0.00574409,         15.24475904,         11.22134326,          2.07433384,          0.00362972,          9.68965684,          7.13235055,          2.08077758,          0.00433453,         11.55324147,          8.50409560
,,,,, 1409.200000,   42.246753,          2.09915852,          0.00578562,         15.35549706,         11.30285517,          2.07462431,          0.00364969,          9.74366572,          7.17210534,          2.08112427,          0.00436235,         11.62809379,          8.55919280
,,,,, 1409.400000,   42.252749,          2.09962111,          0.00582762,         15.46745196,         11.38526279,          2.07491637,          0.00366983,          9.79813488,          7.21219893,          2.08147318,          0.00439047,         11.70370834,          8.61485107
,,,,, 1409.600000,   42.258745,          2.10008705,          0.00587008,         15.58064155,         11.46857924,          2.07521004,          0.00369014,          9.85306952,          7.25263515,          2.08182434,          0.00441887,         11.78009569,          8.67107818
,,,,, 1409.800000,   42.264741,          2.10055637,          0.00591302,         15.69508397,         11.55281787,          2.07550534,          0.00371063,          9.90847492,          7.29341789,          2.08217776,          0.00444756,         11.85726661,          8.72788205
,,,,, 1410.000000,   42.270737,          2.10102912,          0.00595644,         15.81079767,         11.63799227,          2.07580227,          0.00373129,          9.96435644,          7.33455109,          2.08253347,          0.00447655,         11.93523203,          8.78527074
,,,,, 1410.200000,   42.276732,          2.10150534,          0.00600035,         15.92780148,         11.72411629,          2.07610086,          0.00375213,         10.02071951,          7.37603875,          2.08289150,          0.00450585,         12.01400311,          8.84325245
,,,,, 1410.400000,   42.282728,          2.10198505,          0.00604475,         16.04611455,         11.81120403,          2.07640111,          0.00377316,         10.07756965,          7.41788492,          2.08325186,          0.00453545,         12.09359118,          8.90183554
,,,,, 1410.600000,   42.288724,          2.10246830,          0.00608966,         16.16575640,         11.89926985,          2.07670304,          0.00379437,         10.13491243,          7.46009373,          2.08361459,          0.00456535,         12.17400779,          8.96102850
,,,,, 1410.800000,   42.294720,          2.10295514,          0.00613508,         16.28674690,         11.98832839,          2.07700666,          0.00381576,         10.19275353,          7.50266933,          2.08397970,          0.00459558,         12.25526470,          9.02083999
,,,,, 1411.000000,   42.300716,          2.10344560,          0.00618102,         16.40910631,         12.07839455,          2.07731200,          0.00383734,         10.25109869,          7.54561597,          2.08434722,          0.00462612,         12.33737388,          9.08127881
,,,,, 1411.200000,   42.306712,          2.10393972,          0.00622748,         16.53285525,         12.16948352,          2.07761906,          0.00385911,         10.30995376,          7.58893793,          2.08471718,          0.00465699,         12.42034750,          9.14235393
,,,,, 1411.400000,   42.312708,          2.10443754,          0.00627448,         16.65801475,         12.26161077,          2.07792786,          0.00388107,         10.36932464,          7.63263958,          2.08508960,          0.00468818,         12.50419798,          9.20407449
,,,,, 1411.600000,   42.318703,          2.10493911,          0.00632202,         16.78460624,         12.35479207,          2.07823842,          0.00390323,         10.42921735,          7.67672533,          2.08546452,          0.00471971,         12.58893795,          9.26644978
,,,,, 1411.800000,   42.324699,          2.10544447,          0.00637011,         16.91265153,         12.44904349,          2.07855075,          0.00392558,         10.48963797,          7.72119966,          2.08584194,          0.00475157,         12.67458028,          9.32948928
,,,,, 1412.000000,   42.330695,          2.10595366,          0.00641876,         17.04217287,         12.54438139,          2.07886486,          0.00394813,         10.55059268,          7.76606713,          2.08622191,          0.00478378,         12.76113807,          9.39320263
,,,,, 1412.200000,   42.336691,          2.10646674,          0.00646798,         17.17319293,         12.64082248,          2.07918077,          0.00397088,         10.61208775,          7.81133234,          2.08660445,          0.00481633,         12.84862467,          9.45759966
,,,,, 1412.400000,   42.342687,          2.10698373,          0.00651777,         17.30573482,         12.73838375,          2.07949851,          0.00399383,         10.67412955,          7.85699999,          2.08698958,          0.00484924,         12.93705368,          9.52269037
,,,,, 1412.600000,   42.348683,          2.10750469,          0.00656816,         17.43982210,         12.83708255,          2.07981807,          0.00401700,         10.73672453,          7.90307483,          2.08737734,          0.00488251,         13.02643893,          9.58848496
,,,,, 1412.800000,   42.354678,          2.10802967,          0.00661913,         17.57547877,         12.93693654,          2.08013949,          0.00404036,         10.79987924,          7.94956167,          2.08776776,          0.00491614,         13.11679455,          9.65499381
,,,,, 1413.000000,   42.360674,          2.10855871,          0.00667072,         17.71272930,         13.03796374,          2.08046278,          0.00406394,         10.86360034,          7.99646542,          2.08816085,          0.00495014,         13.20813491,          9.72222750
,,,,, 1413.200000,   42.366670,          2.10909187,          0.00672291,         17.85159866,         13.14018253,          2.08078795,          0.00408774,         10.92789457,          8.04379103,          2.08855666,          0.00498451,         13.30047464,          9.79019682
,,,,, 1413.400000,   42.372666,          2.10962918,          0.00677574,         17.99211229,         13.24361162,          2.08111502,          0.00411174,         10.99276877,          8.09154356,          2.08895521,          0.00501927,         13.39382868,          9.85891275
,,,,, 1413.600000,   42.378662,          2.11017070,          0.00682919,         18.13429614,         13.34827013,          2.08144401,          0.00413597,         11.05822991,          8.13972811,          2.08935653,          0.00505441,         13.48821224,          9.92838648
,,,,, 1413.800000,   42.384658,          2.11071648,          0.00688329,         18.27817665,         13.45417752,          2.08177494,          0.00416042,         11.12428503,          8.18834988,          2.08976065,          0.00508994,         13.58364081,          9.99862942
,,,,, 1414.000000,   42.390654,          2.11126657,          0.00693805,         18.42378083,         13.56135366,          2.08210782,          0.00418509,         11.19094129,          8.23741414,          2.09016760,          0.00512587,         13.68013019,         10.06965320
,,,,, 1414.200000,   42.396649,          2.11182102,          0.00699347,         18.57113618,         13.66981881,          2.08244267,          0.00420999,         11.25820597,          8.28692624,          2.09057742,          0.00516220,         13.77769648,         10.14146968
,,,,, 1414.400000,   42.402645,          2.11237989,          0.00704956,         18.72027079,         13.77959363,          2.08277951,          0.00423512,         11.32608645,          8.33689162,          2.09099014,          0.00519895,         13.87635610,         10.21409093
,,,,, 1414.600000,   42.408641,          2.11294322,          0.00710635,         18.87121328,         13.89069919,          2.08311835,          0.00426048,         11.39459021,          8.38731578,          2.09140578,          0.00523611,         13.97612579,         10.28752927
,,,,, 1414.800000,   42.414637,          2.11351108,          0.00716383,         19.02399288,         14.00315700,          2.08345923,          0.00428607,         11.46372487,          8.43820433,          2.09182439,          0.00527369,         14.07702259,         10.36179727
,,,,, 1415.000000,   42.420633,          2.11408352,          0.00722202,         19.17863938,         14.11698900,          2.08380214,          0.00431190,         11.53349813,          8.48956295,          2.09224599,          0.00531170,         14.17906390,         10.43690771
,,,,, 1415.200000,   42.426629,          2.11466059,          0.00728094,         19.33518319,         14.23221758,          2.08414713,          0.00433798,         11.60391786,          8.54139741,          2.09267063,          0.00535015,         14.28226748,         10.51287367
,,,,, 1415.400000,   42.432625,          2.11524235,          0.00734058,         19.49365535,         14.34886557,          2.08449419,          0.00436429,         11.67499199,          8.59371357,          2.09309833,          0.00538904,         14.38665139,         10.58970845
,,,,, 1415.600000,   42.438620,          2.11582886,          0.00740098,         19.65408753,         14.46695629,          2.08484336,          0.00439086,         11.74672862,          8.64651739,          2.09352912,          0.00542838,         14.49223409,         10.66742563
,,,,, 1415.800000,   42.444616,          2.11642019,          0.00746213,         19.81651204,         14.58651352,          2.08519465,          0.00441767,         11.81913596,          8.69981489,          2.09396306,          0.00546818,         14.59903440,         10.74603907
,,,,, 1416.000000,   42.450612,          2.11701638,          0.00752405,         19.98096186,         14.70756154,          2.08554808,          0.00444474,         11.89222234,          8.75361222,          2.09440016,          0.00550844,         14.70707150,         10.82556289
,,,,, 1416.200000,   42.456608,          2.11761750,          0.00758676,         20.14747068,         14.83012515,          2.08590367,          0.00447206,         11.96599622,          8.80791561,          2.09484048,          0.00554918,         14.81636498,         10.90601150
,,,,, 1416.400000,   42.462604,          2.11822361,          0.00765026,         20.31607286,         14.95422963,          2.08626145,          0.00449964,         12.04046621,          8.86273138,          2.09528403,          0.00559039,         14.92693482,         10.98739960
,,,,, 1416.600000,   42.468600,          2.11883478,          0.00771458,         20.48680349,         15.07990082,          2.08662143,          0.00452749,         12.11564103,          8.91806597,          2.09573088,          0.00563209,         15.03880139,         11.06974221
,,,,, 1416.800000,   42.474595,          2.11945107,          0.00777971,         20.65969841,         15.20716509,          2.08698363,          0.00455560,         12.19152955,          8.97392590,          2.09618104,          0.00567429,         15.15198548,         11.15305462
,,,,, 1417.000000,   42.480591,          2.12007254,          0.00784569,         20.83479419,         15.33604938,          2.08734808,          0.00458398,         12.26814079,          9.03031781,          2.09663457,          0.00571699,         15.26650833,         11.23735245
,,,,, 1417.200000,   42.486587,          2.12069926,          0.00791252,         21.01212820,         15.46658117,          2.08771480,          0.00461263,         12.34548389,          9.08724842,          2.09709150,          0.00576020,         15.38239159,         11.32265166
,,,,, 1417.400000,   42.492583,          2.12133130,          0.00798022,         21.19173858,         15.59878856,          2.08808380,          0.00464156,         12.42356815,          9.14472458,          2.09755187,          0.00580393,         15.49965736,         11.40896850
,,,,, 1417.600000,   42.498579,          2.12196873,          0.00804880,         21.37366431,         15.73270023,          2.08845512,          0.00467077,         12.50240301,          9.20275325,          2.09801573,          0.00584819,         15.61832821,         11.49631959
,,,,, 1417.800000,   42.504575,          2.12261162,          0.00811828,         21.55794520,         15.86834547,          2.08882876,          0.00470026,         12.58199807,          9.26134148,          2.09848310,          0.00589299,         15.73842717,         11.58472188
,,,,, 1418.000000,   42.510571,          2.12326004,          0.00818868,         21.74462189,         16.00575422,          2.08920477,          0.00473004,         12.66236308,          9.32049646,          2.09895405,          0.00593833,         15.85997776,         11.67419269
,,,,, 1418.200000,   42.516566,          2.12391405,          0.00826000,         21.93373595,         16.14495706,          2.08958315,          0.00476011,         12.74350793,          9.38022546,          2.09942861,          0.00598422,         15.98300399,         11.76474969
,,,,, 1418.400000,   42.522562,          2.12457374,          0.00833227,         22.12532980,         16.28598523,          2.08996393,          0.00479048,         12.82544270,          9.44053590,          2.09990682,          0.00603068,         16.10753038,         11.85641092
,,,,, 1418.600000,   42.528558,          2.12523918,          0.00840551,         22.31944683,         16.42887065,          2.09034714,          0.00482115,         12.90817761,          9.50143531,          2.10038873,          0.00607772,         16.23358197,         11.94919481
,,,,, 1418.800000,   42.534554,          2.12591044,          0.00847972,         22.51613135,         16.57364594,          2.09073280,          0.00485211,         12.99172306,          9.56293134,          2.10087439,          0.00612534,         16.36118433,         12.04312020
,,,,, 1419.000000,   42.540550,          2.12658761,          0.00855494,         22.71542867,         16.72034446,          2.09112093,          0.00488339,         13.07608959,          9.62503175,          2.10136384,          0.00617355,         16.49036358,         12.13820630
,,,,, 1419.200000,   42.546546,          2.12727076,          0.00863117,         22.91738507,         16.86900028,          2.09151155,          0.00491497,         13.16128796,          9.68774446,          2.10185713,          0.00622236,         16.62114641,         12.23447276
,,,,, 1419.400000,   42.552541,          2.12795997,          0.00870843,         23.12204790,         17.01964824,          2.09190470,          0.00494687,         13.24732906,          9.75107749,          2.10235430,          0.00627179,         16.75356006,         12.33193964
,,,,, 1419.600000,   42.558537,          2.12865532,          0.00878675,         23.32946552,         17.17232395,          2.09230040,          0.00497909,         13.33422399,          9.81503900,          2.10285540,          0.00632184,         16.88763240,         12.43062744
,,,,, 1419.800000,   42.564533,          2.12935690,          0.00886614,         23.53968742,         17.32706382,          2.09269866,          0.00501163,         13.42198402,          9.87963729,          2.10336049,          0.00637253,         17.02339188,         12.53055711
,,,,, 1420.000000,   42.570529,          2.13006479,          0.00894662,         23.75276416,         17.48390508,          2.09309953,          0.00504450,         13.51062060,          9.94488080,          2.10386962,          0.00642387,         17.16086758,         12.63175005
,,,,, 1420.200000,   42.576525,          2.13077908,          0.00902821,         23.96874748,         17.64288582,          2.09350302,          0.00507770,         13.60014538,         10.01077809,          2.10438283,          0.00647586,         17.30008922,         12.73422814
,,,,, 1420.400000,   42.582521,          2.13149985,          0.00911094,         24.18769027,         17.80404495,          2.09390916,          0.00511124,         13.69057021,         10.07733788,          2.10490017,          0.00652852,         17.44108718,         12.83801375
,,,,, 1420.600000,   42.588517,          2.13222720,          0.00919482,         24.40964664,         17.96742232,          2.09431798,          0.00514511,         13.78190712,         10.14456904,          2.10542171,          0.00658187,         17.58389252,         12.94312973
,,,,, 1420.800000,   42.594512,          2.13296122,          0.00927988,         24.63467194,         18.13305866,          2.09472950,          0.00517934,         13.87416835,         10.21248057,          2.10594749,          0.00663590,         17.72853699,         13.04959944
,,,,, 1421.000000,   42.600508,          2.13370199,          0.00936613,         24.86282278,         18.30099565,          2.09514376,          0.00521391,         13.96736635,         10.28108164,          2.10647757,          0.00669065,         17.87505304,         13.15744680
,,,,, 1421.200000,   42.606504,          2.13444962,          0.00945360,         25.09415710,         18.47127592,          2.09556077,          0.00524884,         14.06151378,         10.35038156,          2.10701200,          0.00674611,         18.02347387,         13.26669622
,,,,, 1421.400000,   42.612500,          2.13520420,          0.00954232,         25.32873416,         18.64394312,          2.09598058,          0.00528413,         14.15662350,         10.42038980,          2.10755084,          0.00680230,         18.17383342,         13.37737269
,,,,, 1421.600000,   42.618496,          2.13596582,          0.00963230,         25.56661463,         18.81904188,          2.09640320,          0.00531978,         14.25270860,         10.49111601,          2.10809416,          0.00685923,         18.32616641,         13.48950176
,,,,, 1421.800000,   42.624492,          2.13673459,          0.00972357,         25.80786059,         18.99661790,          2.09682866,          0.00535580,         14.34978240,         10.56256997,          2.10864200,          0.00691693,         18.48050835,         13.60310959
,,,,, 1422.000000,   42.630488,          2.13751061,          0.00981616,         26.05253558,         19.17671797,          2.09725700,          0.00539220,         14.44785843,         10.63476165,          2.10919443,          0.00697539,         18.63689557,         13.71822289
,,,,, 1422.200000,   42.636483,          2.13829399,          0.00991009,         26.30070466,         19.35938995,          2.09768825,          0.00542898,         14.54695047,         10.70770120,          2.10975150,          0.00703464,         18.79536523,         13.83486905
,,,,, 1422.400000,   42.642479,          2.13908482,          0.01000538,         26.55243440,         19.54468287,          2.09812243,          0.00546614,         14.64707252,         10.78139891,          2.11031329,          0.00709470,         18.95595536,         13.95307603
,,,,, 1422.600000,   42.648475,          2.13988321,          0.01010207,         26.80779301,         19.73264692,          2.09855958,          0.00550369,         14.74823884,         10.85586529,          2.11087985,          0.00715556,         19.11870489,         14.07287250
,,,,, 1422.800000,   42.654471,          2.14068929,          0.01020018,         27.06685031,         19.92333349,          2.09899972,          0.00554164,         14.85046391,         10.93111099,          2.11145125,          0.00721726,         19.28365364,         14.19428777
,,,,, 1423.000000,   42.660467,          2.14150315,          0.01029973,         27.32967779,         20.11679522,          2.09944289,          0.00558000,         14.95376250,         11.00714689,          2.11202755,          0.00727981,         19.45084237,         14.31735184
,,,,, 1423.200000,   42.666463,          2.14232491,          0.01040077,         27.59634871,         20.31308601,          2.09988913,          0.00561875,         15.05814960,         11.08398401,          2.11260882,          0.00734321,         19.62031283,         14.44209545
,,,,, 1423.400000,   42.672458,          2.14315470,          0.01050331,         27.86693808,         20.51226110,          2.10033845,          0.00565793,         15.16364048,         11.16163361,          2.11319514,          0.00740750,         19.79210773,         14.56855003
,,,,, 1423.600000,   42.678454,          2.14399261,          0.01060739,         28.14152278,         20.71437706,          2.10079090,          0.00569752,         15.27025069,         11.24010712,          2.11378655,          0.00747267,         19.96627083,         14.69674778
,,,,, 1423.800000,   42.684450,          2.14483879,          0.01071303,         28.42018154,         20.91949186,          2.10124651,          0.00573754,         15.37799602,         11.31941618,          2.11438315,          0.00753877,         20.14284693,         14.82672170
,,,,, 1424.000000,   42.690446,          2.14569335,          0.01082027,         28.70299506,         21.12766489,          2.10170532,          0.00577799,         15.48689259,         11.39957262,          2.11498500,          0.00760579,         20.32188191,         14.95850554
,,,,, 1424.200000,   42.696442,          2.14655641,          0.01092915,         28.99004606,         21.33895702,          2.10216735,          0.00581887,         15.59695674,         11.48058851,          2.11559216,          0.00767375,         20.50342277,         15.09213391
,,,,, 1424.400000,   42.702438,          2.14742811,          0.01103969,         29.28141929,         21.55343067,          2.10263264,          0.00586020,         15.70820517,         11.56247611,          2.11620473,          0.00774269,         20.68751765,         15.22764225
,,,,, 1424.600000,   42.708434,          2.14830858,          0.01115192,         29.57720164,         21.77114977,          2.10310123,          0.00590198,         15.82065483,         11.64524792,          2.11682277,          0.00781261,         20.87421590,         15.36506686
,,,,, 1424.800000,   42.714429,          2.14919794,          0.01126589,         29.87748220,         21.99217992,          2.10357315,          0.00594422,         15.93432300,         11.72891664,          2.11744636,          0.00788353,         21.06356804,         15.50444495
,,,,, 1425.000000,   42.720425,          2.15009634,          0.01138163,         30.18235231,         22.21658833,          2.10404844,          0.00598692,         16.04922725,         11.81349522,          2.11807559,          0.00795548,         21.25562588,         15.64581464
,,,,, 1425.200000,   42.726421,          2.15100392,          0.01149918,         30.49190563,         22.44444395,          2.10452714,          0.00603009,         16.16538548,         11.89899683,          2.11871052,          0.00802847,         21.45044251,         15.78921503
,,,,, 1425.400000,   42.732417,          2.15192081,          0.01161856,         30.80623823,         22.67581750,          2.10500928,          0.00607374,         16.28281592,         11.98543488,          2.11935125,          0.00810253,         21.64807235,         15.93468616
,,,,, 1425.600000,   42.738413,          2.15284716,          0.01173983,         31.12544863,         22.91078149,          2.10549490,          0.00611787,         16.40153713,         12.07282304,          2.11999785,          0.00817767,         21.84857120,         16.08226910
,,,,, 1425.800000,   42.744409,          2.15378313,          0.01186303,         31.44963792,         23.14941034,          2.10598405,          0.00616249,         16.52156799,         12.16117520,          2.12065041,          0.00825392,         22.05199626,         16.23200597
,,,,, 1426.000000,   42.750405,          2.15472885,          0.01198818,         31.77890981,         23.39178038,          2.10647675,          0.00620762,         16.64292775,         12.25050555,          2.12130903,          0.00833131,         22.25840620,         16.38393994
,,,,, 1426.200000,   42.756400,          2.15568449,          0.01211534,         32.11337071,         23.63796995,          2.10697305,          0.00625324,         16.76563601,         12.34082849,          2.12197378,          0.00840984,         22.46786119,         16.53811530
,,,,, 1426.400000,   42.762396,          2.15665019,          0.01224455,         32.45312984,         23.88805942,          2.10747299,          0.00629939,         16.88971272,         12.43215872,          2.12264477,          0.00848956,         22.68042294,         16.69457749
,,,,, 1426.600000,   42.768392,          2.15762614,          0.01237584,         32.79829929,         24.14213132,          2.10797661,          0.00634605,         17.01517820,         12.52451119,          2.12332207,          0.00857048,         22.89615477,         16.85337310
,,,,, 1426.800000,   42.774388,          2.15861247,          0.01250928,         33.14899412,         24.40027034,          2.10848395,          0.00639324,         17.14205317,         12.61790116,          2.12400579,          0.00865262,         23.11512163,         17.01454996
,,,,, 1427.000000,   42.780384,          2.15960937,          0.01264490,         33.50533247,         24.66256343,          2.10899505,          0.00644097,         17.27035871,         12.71234414,          2.12469603,          0.00873602,         23.33739021,         17.17815714
,,,,, 1427.200000,   42.786380,          2.16061701,          0.01278274,         33.86743566,         24.92909989,          2.10950996,          0.00648925,         17.40011631,         12.80785596,          2.12539287,          0.00882069,         23.56302891,         17.34424499
,,,,, 1427.400000,   42.792375,          2.16163555,          0.01292287,         34.23542826,         25.19997142,          2.11002871,          0.00653808,         17.53134787,         12.90445272,          2.12609643,          0.00890667,         23.79210796,         17.51286522
,,,,, 1427.600000,   42.798371,          2.16266518,          0.01306533,         34.60943821,         25.47527221,          2.11055136,          0.00658747,         17.66407568,         13.00215084,          2.12680680,          0.00899399,         24.02469948,         17.68407089
,,,,, 1427.800000,   42.804367,          2.16370608,          0.01321017,         34.98959697,         25.75509899,          2.11107795,          0.00663743,         17.79832247,         13.10096705,          2.12752408,          0.00908266,         24.26087748,         17.85791651
,,,,, 1428.000000,   42.810363,          2.16475844,          0.01335745,         35.37603956,         26.03955117,          2.11160852,          0.00668798,         17.93411141,         13.20091841,          2.12824840,          0.00917273,         24.50071801,         18.03445802
,,,,, 1428.200000,   42.816359,          2.16582245,          0.01350722,         35.76890476,         26.32873090,          2.11214312,          0.00673911,         18.07146610,         13.30202227,          2.12897984,          0.00926422,         24.74429912,         18.21375290
,,,,, 1428.400000,   42.822355,          2.16689830,          0.01365954,         36.16833517,         26.62274314,          2.11268180,          0.00679084,         18.21041058,         13.40429636,          2.12971853,          0.00935716,         24.99170105,         18.39586021
,,,,, 1428.600000,   42.828351,          2.16798619,          0.01381446,         36.57447736,         26.92169578,          2.11322459,          0.00684317,         18.35096939,         13.50775871,          2.13046458,          0.00945158,         25.24300620,         18.58084059
,,,,, 1428.800000,   42.834346,          2.16908632,          0.01397204,         36.98748202,         27.22569973,          2.11377156,          0.00689613,         18.49316751,         13.61242772,          2.13121811,          0.00954752,         25.49829924,         18.76875637
,,,,, 1429.000000,   42.840342,          2.17019891,          0.01413235,         37.40750407,         27.53486904,          2.11432275,          0.00694971,         18.63703041,         13.71832215,          2.13197923,          0.00964501,         25.75766720,         18.95967162
,,,,, 1429.200000,   42.846338,          2.17132417,          0.01429545,         37.83470283,         27.84932098,          2.11487821,          0.00700392,         18.78258407,         13.82546111,          2.13274807,          0.00974408,         26.02119953,         19.15365217
,,,,, 1429.400000,   42.852334,          2.17246231,          0.01446140,         38.26924215,         28.16917614,          2.11543799,          0.00705879,         18.92985497,         13.93386409,          2.13352474,          0.00984478,         26.28898820,         19.35076572
,,,,, 1429.600000,   42.858330,          2.17361356,          0.01463028,         38.71129058,         28.49455859,          2.11600214,          0.00711431,         19.07887011,         14.04355096,          2.13430938,          0.00994713,         26.56112775,         19.55108186
,,,,, 1429.800000,   42.864326,          2.17477814,          0.01480214,         39.16102150,         28.82559597,          2.11657072,          0.00717049,         19.22965701,         14.15454200,          2.13510212,          0.01005117,         26.83771542,         19.75467216
,,,,, 1430.000000,   42.870321,          2.17595629,          0.01497706,         39.61861335,         29.16241961,          2.11714377,          0.00722736,         19.38224376,         14.26685786,          2.13590308,          0.01015694,         27.11885122,         19.96161026
,,,,, 1430.200000,   42.876317,          2.17714825,          0.01515512,         40.08424975,         29.50516467,          2.11772135,          0.00728491,         19.53665898,         14.38051963,          2.13671241,          0.01026449,         27.40463804,         20.17197186
,,,,, 1430.400000,   42.882313,          2.17835426,          0.01533639,         40.55811970,         29.85397028,          2.11830352,          0.00734317,         19.69293189,         14.49554879,          2.13753024,          0.01037385,         27.69518174,         20.38583490
,,,,, 1430.600000,   42.888309,          2.17957457,          0.01552094,         41.04041778,         30.20897965,          2.11889033,          0.00740213,         19.85109226,         14.61196728,          2.13835671,          0.01048506,         27.99059124,         20.60327956
,,,,, 1430.800000,   42.894305,          2.18080943,          0.01570886,         41.53134434,         30.57034025,          2.11948184,          0.00746182,         20.01117049,         14.72979747,          2.13919197,          0.01059817,         28.29097867,         20.82438837
,,,,, 1431.000000,   42.900301,          2.18205912,          0.01590022,         42.03110568,         30.93820396,          2.12007810,          0.00752225,         20.17319757,         14.84906216,          2.14003616,          0.01071323,         28.59645946,         21.04924629
,,,,, 1431.200000,   42.906297,          2.18332389,          0.01609512,         42.53991433,         31.31272720,          2.12067917,          0.00758342,         20.33720513,         14.96978464,          2.14088944,          0.01083027,         28.90715242,         21.27794078
,,,,, 1431.400000,   42.912292,          2.18460403,          0.01629363,         43.05798920,         31.69407111,          2.12128511,          0.00764535,         20.50322544,         15.09198866,          2.14175196,          0.01094935,         29.22317996,         21.51056194
,,,,, 1431.600000,   42.918288,          2.18589981,          0.01649586,         43.58555588,         32.08240173,          2.12189599,          0.00770805,         20.67129143,         15.21569847,          2.14262389,          0.01107051,         29.54466811,         21.74720253
,,,,, 1431.800000,   42.924284,          2.18721152,          0.01670189,         44.12284682,         32.47789017,          2.12251186,          0.00777154,         20.84143671,         15.34093879,          2.14350538,          0.01119381,         29.87174672,         21.98795815
,,,,, 1432.000000,   42.930280,          2.18853946,          0.01691181,         44.67010163,         32.88071281,          2.12313278,          0.00783582,         21.01369556,         15.46773488,          2.14439659,          0.01131929,         30.20454959,         22.23292727
,,,,, 1432.200000,   42.936276,          2.18988393,          0.01712574,         45.22756733,         33.29105147,          2.12375882,          0.00790092,         21.18810300,         15.59611249,          2.14529771,          0.01144701,         30.54321461,         22.48221140
,,,,, 1432.400000,   42.942272,          2.19124524,          0.01734376,         45.79549861,         33.70909362,          2.12439005,          0.00796684,         21.36469476,         15.72609793,          2.14620890,          0.01157703,         30.88788389,         22.73591513
