../../../pdielec -matrix ptfe -method ap -method maxwell -sphere -plate -1 -1 -2 -vmin 0 -vmax 2000 -vf 0.1 calcite.gout -masses program -csv command1.csv
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   3,  114.77,         2.386157,               10082.942949,  1283.8002,     5.0
   4,  114.77,         2.386165,               10082.976755,  1283.8045,     5.0
   5,  127.38,         3.359475,               14195.797145,  1807.4650,     5.0
   9,  249.29,         1.226152,                5181.227434,   659.6944,     5.0
  10,  249.29,         1.226152,                5181.226351,   659.6942,     5.0
  15,  320.71,         5.824938,               24613.856703,  3133.9336,     5.0
  16,  320.71,         5.824945,               24613.889414,  3133.9377,     5.0
  17,  338.14,         4.139440,               17491.616624,  2227.1018,     5.0
  20,  620.12,         3.383380,               14296.810138,  1820.3264,     5.0
  21,  620.12,         3.383372,               14296.778406,  1820.3224,     5.0
  22,  731.95,        26.890139,              113626.969350, 14467.4351,     5.0
  26, 1463.56,        16.971396,               71714.329831,  9130.9521,     5.0
  27, 1463.56,        16.971390,               71714.305879,  9130.9490,     5.0
,,,,,cm-1,thz,ap_noshape_real_dielectric(vf=0.1),ap_noshape_imag_dielectric(vf=0.1),ap_noshape_absorption_coeficient_cm-1(vf=0.1),ap_noshape_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.1),maxwell_sphere_real_dielectric(vf=0.1),maxwell_sphere_imag_dielectric(vf=0.1),maxwell_sphere_absorption_coeficient_cm-1(vf=0.1),maxwell_sphere_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.1),maxwell_plate(-1 -1 -2)_real_dielectric(vf=0.1),maxwell_plate(-1 -1 -2)_imag_dielectric(vf=0.1),maxwell_plate(-1 -1 -2)_absorption_coeficient_cm-1(vf=0.1),maxwell_plate(-1 -1 -2)_molar_absorption_coeficient_cm-1.L.mole-1(vf=0.1)
,,,,, 1432.600000,   42.948268,          2.19262371,          0.01756598,         46.37415816,         34.13503262,          2.12502652,          0.00803360,         21.54350731,         15.85771805,          2.14713034,          0.01170940,         31.23870395,         22.99414633
,,,,, 1432.800000,   42.954263,          2.19401966,          0.01779252,         46.96381692,         34.56906791,          2.12566831,          0.00810121,         21.72457788,         15.99100025,          2.14806222,          0.01184418,         31.59582590,         23.25701620
,,,,, 1433.000000,   42.960259,          2.19543343,          0.01802348,         47.56475443,         35.01140524,          2.12631548,          0.00816970,         21.90794451,         16.12597253,          2.14900471,          0.01198143,         31.95940554,         23.52463946
,,,,, 1433.200000,   42.966255,          2.19686537,          0.01825898,         48.17725914,         35.46225695,          2.12696810,          0.00823906,         22.09364602,         16.26266346,          2.14995803,          0.01212121,         32.32960363,         23.79713441
,,,,, 1433.400000,   42.972251,          2.19831581,          0.01849914,         48.80162876,         35.92184216,          2.12762624,          0.00830932,         22.28172204,         16.40110223,          2.15092235,          0.01226359,         32.70658603,         24.07462314
,,,,, 1433.600000,   42.978247,          2.19978513,          0.01874409,         49.43817062,         36.39038710,          2.12828997,          0.00838050,         22.47221308,         16.54131864,          2.15189788,          0.01240864,         33.09052388,         24.35723163
,,,,, 1433.800000,   42.984243,          2.20127369,          0.01899394,         50.08720205,         36.86812535,          2.12895937,          0.00845261,         22.66516049,         16.68334313,          2.15288483,          0.01255641,         33.48159385,         24.64508993
,,,,, 1434.000000,   42.990238,          2.20278188,          0.01924884,         50.74905074,         37.35529811,          2.12963450,          0.00852566,         22.86060650,         16.82720679,          2.15388341,          0.01270699,         33.87997836,         24.93833230
,,,,, 1434.200000,   42.996234,          2.20431008,          0.01950891,         51.42405519,         37.85215454,          2.13031545,          0.00859967,         23.05859428,         16.97294138,          2.15489384,          0.01286045,         34.28586573,         25.23709738
,,,,, 1434.400000,   43.002230,          2.20585869,          0.01977430,         52.11256512,         38.35895208,          2.13100228,          0.00867466,         23.25916791,         17.12057937,          2.15591633,          0.01301686,         34.69945053,         25.54152836
,,,,, 1434.600000,   43.008226,          2.20742812,          0.02004516,         52.81494191,         38.87595671,          2.13169508,          0.00875065,         23.46237244,         17.27015391,          2.15695113,          0.01317629,         35.12093371,         25.85177318
,,,,, 1434.800000,   43.014222,          2.20901880,          0.02032163,         53.53155910,         39.40344340,          2.13239393,          0.00882765,         23.66825389,         17.42169887,          2.15799845,          0.01333884,         35.55052297,         26.16798470
,,,,, 1435.000000,   43.020218,          2.21063115,          0.02060388,         54.26280283,         39.94169637,          2.13309890,          0.00890569,         23.87685931,         17.57524888,          2.15905855,          0.01350458,         35.98843294,         26.49032093
,,,,, 1435.200000,   43.026214,          2.21226563,          0.02089206,         55.00907240,         40.49100955,          2.13381007,          0.00898478,         24.08823676,         17.73083934,          2.16013166,          0.01367361,         36.43488550,         26.81894518
,,,,, 1435.400000,   43.032209,          2.21392268,          0.02118633,         55.77078081,         41.05168693,          2.13452754,          0.00906493,         24.30243539,         17.88850640,          2.16121805,          0.01384600,         36.89011012,         27.15402634
,,,,, 1435.600000,   43.038205,          2.21560278,          0.02148688,         56.54835529,         41.62404298,          2.13525138,          0.00914618,         24.51950543,         18.04828704,          2.16231797,          0.01402186,         37.35434408,         27.49573910
,,,,, 1435.800000,   43.044201,          2.21730642,          0.02179388,         57.34223790,         42.20840311,          2.13598168,          0.00922853,         24.73949822,         18.21021906,          2.16343168,          0.01420127,         37.82783288,         27.84426415
,,,,, 1436.000000,   43.050197,          2.21903407,          0.02210752,         58.15288621,         42.80510411,          2.13671852,          0.00931201,         24.96246627,         18.37434111,          2.16455947,          0.01438435,         38.31083056,         28.19978848
,,,,, 1436.200000,   43.056193,          2.22078626,          0.02242799,         58.98077385,         43.41449461,          2.13746201,          0.00939665,         25.18846327,         18.54069270,          2.16570161,          0.01457118,         38.80360003,         28.56250562
,,,,, 1436.400000,   43.062189,          2.22256351,          0.02275548,         59.82639130,         44.03693565,          2.13821222,          0.00948245,         25.41754411,         18.70931423,          2.16685839,          0.01476188,         39.30641349,         28.93261592
,,,,, 1436.600000,   43.068185,          2.22436636,          0.02309021,         60.69024652,         44.67280113,          2.13896925,          0.00956944,         25.64976493,         18.88024705,          2.16803011,          0.01495656,         39.81955279,         29.31032686
,,,,, 1436.800000,   43.074180,          2.22619535,          0.02343239,         61.57286578,         45.32247841,          2.13973319,          0.00965765,         25.88518316,         19.05353341,          2.16921708,          0.01515532,         40.34330989,         29.69585333
,,,,, 1437.000000,   43.080176,          2.22805107,          0.02378223,         62.47479438,         45.98636890,          2.14050415,          0.00974710,         26.12385755,         19.22921655,          2.17041961,          0.01535830,         40.87798725,         30.08941798
,,,,, 1437.200000,   43.086172,          2.22993410,          0.02413998,         63.39659755,         46.66488863,          2.14128221,          0.00983781,         26.36584819,         19.40734072,          2.17163801,          0.01556561,         41.42389835,         30.49125155
,,,,, 1437.400000,   43.092168,          2.23184503,          0.02450587,         64.33886127,         47.35846894,          2.14206748,          0.00992980,         26.61121657,         19.58795117,          2.17287263,          0.01577738,         41.98136811,         30.90159319
,,,,, 1437.600000,   43.098164,          2.23378450,          0.02488014,         65.30219324,         48.06755713,          2.14286006,          0.01002310,         26.86002560,         19.77109422,          2.17412381,          0.01599373,         42.55073345,         31.32069092
,,,,, 1437.800000,   43.104160,          2.23575314,          0.02526306,         66.28722379,         48.79261719,          2.14366005,          0.01011774,         27.11233967,         19.95681725,          2.17539188,          0.01621482,         43.13234380,         31.74880194
,,,,, 1438.000000,   43.110155,          2.23775162,          0.02565490,         67.29460697,         49.53413055,          2.14446755,          0.01021373,         27.36822468,         20.14516876,          2.17667723,          0.01644078,         43.72656167,         32.18619310
,,,,, 1438.200000,   43.116151,          2.23978060,          0.02605592,         68.32502155,         50.29259683,          2.14528268,          0.01031111,         27.62774807,         20.33619841,          2.17798021,          0.01667175,         44.33376326,         32.63314129
,,,,, 1438.400000,   43.122147,          2.24184079,          0.02646642,         69.37917222,         51.06853474,          2.14610554,          0.01040990,         27.89097888,         20.52995702,          2.17930121,          0.01690790,         44.95433907,         33.08993396
,,,,, 1438.600000,   43.128143,          2.24393291,          0.02688670,         70.45779072,         51.86248291,          2.14693625,          0.01051013,         28.15798781,         20.72649663,          2.18064063,          0.01714938,         45.58869456,         33.55686956
,,,,, 1438.800000,   43.134139,          2.24605770,          0.02731707,         71.56163713,         52.67500080,          2.14777492,          0.01061183,         28.42884724,         20.92587049,          2.18199886,          0.01739635,         46.23725086,         34.03425807
,,,,, 1439.000000,   43.140135,          2.24821593,          0.02775786,         72.69150117,         53.50666972,          2.14862165,          0.01071503,         28.70363127,         21.12813319,          2.18337633,          0.01764899,         46.90044549,         34.52242155
